May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,11,16,23,28,45,42,47,68,74,75,-1,-1,-1,-1,-1,-1,-1,137,120,100,77,48,44,34
2,18,23,34,39,76,87,88,68,93,110,111,112,141,143,162,43,169,130,113,108,69,46,37,17
3,22,21,24,40,46,67,87,69,88,88,102,138,158,165,162,167,152,148,121,67,31,69,54,38
4,23,13,19,22,31,41,67,108,97,88,100,105,130,172,180,126,169,175,164,150,106,86,64,32
5,32,24,18,24,30,51,89,93,97,89,105,127,158,167,147,173,157,176,160,134,107,63,58,36
6,15,12,13,19,26,67,65,90,97,97,102,132,166,163,162,183,170,189,121,146,129,87,50,46
7,15,21,28,31,32,47,68,86,55,85,103,103,162,166,190,174,195,130,157,109,94,64,59,47
8,21,18,14,28,32,41,51,72,72,88,80,107,136,174,162,174,175,157,133,136,99,62,51,35
9,20,30,19,32,41,42,56,84,62,91,101,123,145,169,145,180,176,170,142,108,88,64,59,49
10,27,15,11,20,22,51,68,80,92,84,103,120,139,170,139,164,144,135,132,109,97,72,46,38
11,20,20,25,31,29,51,67,80,77,82,94,99,114,153,156,163,157,159,106,134,85,102,66,42
12,35,34,17,23,40,44,76,86,66,87,93,123,164,140,151,160,168,141,115,107,95,73,50,30
13,17,10,4,12,15,42,47,70,74,84,73,112,138,147,176,158,139,124,123,106,54,47,57,40
14,32,15,13,21,56,46,61,70,80,85,89,118,138,150,130,124,143,114,111,104,90,57,56,43
15,27,14,15,17,24,43,57,65,76,63,87,95,113,142,142,157,116,129,87,97,69,50,35,30
16,17,15,26,18,33,40,48,58,62,76,89,115,97,95,120,106,100,91,83,55,63,35,40,8
17,3,7,6,14,36,57,71,74,107,90,86,84,111,134,144,120,96,106,109,97,57,20,8,21
18,21,21,4,24,35,47,76,70,64,90,77,83,116,117,126,127,95,103,85,82,58,75,41,35
19,24,23,21,28,40,45,51,72,71,74,71,92,82,95,128,117,104,72,43,36,47,50,41,37
20,32,20,29,44,34,37,70,66,73,75,73,95,83,100,113,105,114,103,74,68,50,60,49,34
21,22,20,24,21,30,42,50,76,46,52,72,74,101,112,136,100,110,76,90,74,64,55,47,28
22,12,10,21,33,37,63,70,63,90,96,79,92,110,112,70,85,27,23,68,62,36,19,45,44
23,59,7,11,40,45,52,66,71,62,80,86,85,95,100,111,105,103,74,64,56,44,16,13,16
24,20,15,37,15,32,54,64,70,66,73,68,84,99,126,132,99,84,74,57,61,58,34,24,24
25,17,27,18,24,44,62,71,92,86,85,105,117,124,124,116,100,72,79,48,69,55,25,51,27
26,16,21,19,27,44,61,65,82,75,78,84,93,117,111,116,69,76,56,64,56,44,33,38,23
27,12,23,25,33,53,65,66,81,77,70,76,88,115,60,52,61,-1,12,38,22,13,26,33,17
28,9,8,17,33,44,49,38,36,57,51,52,73,99,99,97,81,62,46,15,10,45,48,15,12
29,19,9,17,22,42,57,40,36,48,47,52,82,109,102,97,105,70,20,17,27,41,18,2,7
30,5,6,20,31,24,46,60,67,68,69,33,11,58,61,40,73,15,69,32,52,13,72,37,22
31,17,11,16,25,28,43,54,57,43,57,62,95,107,143,61,68,86,80,52,41,59,44,37,31
