May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,26,13,3,5,3,1,4,3,1,8,2,17,16,20,24,15,34,35,19,34,48,60,54,44
2,40,26,12,9,13,12,13,4,4,6,10,19,22,32,46,29,29,16,21,48,56,60,41,50
3,34,26,7,3,7,4,9,5,5,11,8,12,23,23,37,35,31,24,26,39,51,43,44,34
4,35,19,12,4,11,2,2,3,11,3,8,11,14,23,21,28,26,25,25,37,37,54,42,52
5,10,6,7,11,1,-1,2,5,3,4,13,13,24,35,43,27,25,27,36,45,55,57,51,23
6,13,7,1,-1,-1,2,1,-1,-1,1,7,13,20,24,32,24,25,29,27,41,53,55,45,38
7,39,27,14,9,9,14,12,3,5,5,7,10,16,16,25,23,28,24,47,45,64,48,43,47
8,34,16,8,14,15,9,9,3,5,4,2,14,14,29,27,24,18,22,27,46,71,55,68,47
9,43,19,15,6,19,14,10,8,5,4,9,5,18,32,27,36,17,29,52,47,48,58,58,58
10,26,14,15,14,10,10,6,8,3,1,7,16,16,10,27,23,31,27,37,52,61,62,38,36
11,30,19,15,7,13,8,6,12,3,3,7,16,16,12,21,26,34,32,33,38,55,56,51,42
12,24,23,9,6,9,11,11,7,5,5,9,12,10,22,25,27,23,22,36,37,46,57,56,40
13,24,14,8,12,14,16,11,11,3,4,13,7,16,25,33,31,25,25,19,38,43,39,55,33
14,32,19,9,15,17,15,8,12,6,6,12,11,18,28,29,28,28,31,40,46,46,48,53,35
15,50,15,6,13,15,14,9,4,5,5,7,12,23,35,26,47,34,28,43,43,65,62,54,53
16,28,12,13,6,9,4,7,7,6,5,4,10,24,26,42,30,33,26,47,35,38,50,69,39
17,27,13,10,4,14,21,19,6,6,8,9,15,20,24,38,29,30,29,27,31,45,46,47,44
18,24,-1,6,10,13,16,7,2,5,2,6,9,13,20,19,30,32,25,29,38,36,66,45,39
19,9,9,1,13,15,14,4,5,1,1,8,3,11,32,20,16,24,7,13,20,27,35,32,30
20,19,9,7,7,13,10,6,8,7,5,2,9,8,18,25,28,22,14,19,21,19,39,24,18
21,14,7,2,6,12,10,7,9,5,6,5,8,14,17,22,19,18,16,13,23,25,28,30,30
22,16,12,7,4,8,7,8,8,4,3,6,9,13,19,17,12,11,9,17,26,23,30,29,29
23,14,10,10,7,7,13,5,6,6,5,2,5,11,8,10,27,16,26,25,14,18,25,14,17
24,10,13,6,6,6,22,13,8,4,6,2,14,16,26,27,21,14,15,20,23,15,20,22,8
25,19,6,8,6,-1,15,8,9,8,5,8,8,17,28,29,30,30,20,22,32,29,29,41,22
26,19,10,9,11,12,10,13,6,3,4,6,3,14,27,31,23,22,23,20,27,34,37,28,24
27,15,17,7,25,21,15,6,6,8,6,12,12,12,21,24,36,28,24,25,21,24,34,34,28
28,-1,-1,-1,17,20,17,8,10,10,5,6,7,10,20,15,27,22,28,28,37,44,46,36,10
29,-1,-1,-1,-1,14,31,22,3,9,3,9,11,14,19,26,20,20,25,20,30,43,25,44,32
30,14,10,12,8,19,31,8,6,3,3,10,8,15,22,20,24,13,16,20,15,32,31,18,26
31,16,13,3,15,17,16,-1,-1,6,4,2,2,6,6,16,14,12,10,14,20,26,29,28,32
