May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,7,6,3,3,2,5,3,5,1,1,2,2,5,14,13,6,16,19,17,17,20,27,26,17
2,14,10,7,17,16,18,8,7,3,-1,-1,5,18,16,22,17,25,18,14,25,17,27,27,17
3,15,8,8,10,18,14,10,3,-1,2,2,6,9,11,24,16,12,17,16,18,26,26,21,21
4,-1,14,9,10,15,16,8,6,1,3,1,5,8,9,8,26,18,20,8,22,17,35,35,30
5,15,6,7,9,13,15,-1,-1,2,4,1,4,5,10,15,7,19,21,12,22,25,32,24,25
6,18,13,6,6,12,14,1,7,5,1,2,4,6,6,12,10,6,10,17,18,24,19,10,12
7,15,17,11,21,10,9,4,4,5,1,-1,6,11,8,22,10,10,24,21,27,17,29,19,15
8,21,10,18,13,12,10,4,3,2,2,1,3,2,9,9,18,23,10,26,18,31,33,37,31
9,14,-1,5,6,8,4,10,1,2,4,2,3,8,10,13,6,6,8,11,10,14,13,16,19
10,12,6,4,2,11,9,8,1,3,7,8,3,11,4,6,11,16,15,15,11,16,16,16,17
11,12,4,7,11,7,4,3,1,3,3,3,2,3,4,11,6,11,5,13,13,15,20,21,17
12,12,5,9,4,5,12,3,1,5,-1,3,5,9,10,11,12,15,20,16,19,28,21,32,18
13,12,5,7,6,11,19,6,3,5,3,2,5,7,10,22,13,10,6,11,15,19,17,25,9
14,8,4,7,7,5,8,5,2,4,2,-1,2,4,5,10,10,8,10,9,16,11,25,12,18
15,6,2,1,15,4,12,7,6,-1,-1,3,5,7,8,6,8,6,16,15,9,11,27,19,10
16,13,3,3,3,10,6,7,3,2,3,3,4,7,7,14,14,6,6,10,9,13,12,14,15
17,20,5,7,8,13,7,5,1,-1,5,6,7,4,3,9,12,10,9,14,16,22,21,17,12
18,12,3,3,1,5,2,2,2,-1,4,3,5,8,5,7,10,10,13,7,12,10,20,18,13
19,10,7,7,8,11,6,8,5,2,2,4,8,5,12,9,10,14,11,7,8,20,29,12,15
20,7,3,3,3,7,6,2,3,3,4,4,-1,7,5,6,12,12,13,10,15,12,19,14,7
21,8,4,-1,4,5,5,6,8,3,2,2,2,9,5,11,17,11,9,16,9,16,18,16,8
22,8,1,7,7,3,11,10,4,-1,3,4,6,13,15,13,18,4,11,9,12,22,19,20,18
23,7,5,6,5,8,7,6,6,2,3,4,6,8,17,16,8,21,15,15,6,14,15,16,9
24,9,7,7,5,10,14,7,2,2,3,2,3,6,11,14,21,14,12,14,15,9,15,18,8
25,10,3,7,5,1,3,4,3,1,-1,1,1,1,8,13,16,8,14,14,10,16,20,11,5
26,6,7,3,3,6,13,5,3,3,5,1,3,6,9,5,13,14,12,13,15,7,8,14,7
27,5,3,2,7,5,9,4,3,5,2,2,7,7,9,16,7,16,19,13,9,10,11,22,12
28,5,3,11,4,8,9,4,4,3,4,-1,3,9,9,10,9,10,9,6,9,18,17,16,5
29,7,4,6,10,10,14,9,-1,-1,6,-1,2,6,17,10,12,12,11,9,13,9,15,19,11
30,7,-1,-1,-1,10,11,2,7,7,5,4,6,8,11,14,15,12,16,11,10,24,14,22,15
31,7,9,6,9,8,7,8,2,2,1,2,4,9,14,18,16,17,7,9,16,13,22,23,14
