May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,1,4,6,9,14,6,13,6,4,12,2,20,9,3,1,-1,-1,-1,-1,-1,2,1,1,4
2,2,1,1,10,9,14,7,15,11,5,10,4,3,3,5,-1,-1,-1,-1,-1,2,-1,1,3
3,2,2,8,8,17,8,8,18,14,15,11,5,30,10,5,4,1,1,-1,2,1,-1,-1,3
4,2,3,16,9,12,30,17,52,30,14,16,9,13,7,6,1,1,-1,1,1,2,-1,2,1
5,-1,2,3,6,12,25,14,16,29,11,29,10,28,2,2,2,1,1,1,1,1,6,1,8
6,1,4,13,11,7,24,16,11,14,18,36,-1,21,28,5,-1,1,-1,1,-1,1,1,1,5
7,1,8,6,13,18,34,12,11,11,32,20,3,2,2,-1,1,-1,-1,1,-1,-1,2,1,-1,-1
8,1,-1,1,12,2,13,12,19,9,12,21,3,4,1,1,8,-1,1,-1,-1,-1,-1,-1,1
9,1,2,10,12,12,18,13,10,9,13,13,6,5,3,1,2,-1,-1,2,1,-1,-1,1,1
10,-1,-1,16,11,8,19,25,18,20,31,11,10,5,10,5,1,1,1,-1,4,-1,1,-1,1
11,2,1,5,11,11,5,18,15,25,14,40,20,9,3,-1,5,2,-1,1,2,-1,-1,-1,-1,-1
12,-1,2,4,8,6,10,24,24,8,13,14,4,3,2,4,4,2,-1,2,1,1,4,8,4
13,10,10,12,3,26,12,24,22,9,13,7,58,20,18,14,5,-1,-1,-1,1,2,1,3,1
14,2,3,1,11,5,5,8,9,7,6,29,4,5,8,3,2,2,1,1,3,-1,-1,1,1
15,1,3,1,13,12,16,15,10,6,16,7,8,4,3,2,1,-1,1,-1,-1,1,3,4,3
16,2,5,-1,27,25,9,22,18,-1,16,9,8,4,2,1,1,1,-1,1,2,1,1,2,1
17,1,2,4,2,14,10,19,19,20,16,13,8,9,5,-1,-1,-1,-1,-1,3,3,1,2,1
18,2,6,3,9,12,8,12,12,10,11,9,3,4,4,9,-1,-1,-1,-1,1,-1,1,-1,1
19,4,3,2,18,11,19,10,10,-1,-1,8,3,9,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
20,13,7,5,4,5,10,7,11,5,8,2,6,-1,7,-1,3,-1,-1,-1,-1,-1,2,2,1
21,2,10,5,4,2,11,11,10,5,8,9,14,3,2,2,3,3,1,-1,1,2,3,-1,-1,-1
22,-1,-1,18,10,6,8,5,5,13,-1,-1,-1,-1,10,3,3,3,4,2,2,1,1,1,-1,-1
23,1,6,4,10,6,7,8,13,-1,-1,-1,6,4,2,2,1,2,2,5,2,7,1,-1,-1,-1
24,1,10,14,32,15,9,15,24,19,24,20,16,12,6,6,4,8,7,6,5,7,-1,2,-1,-1
25,1,8,28,18,32,48,28,59,29,55,20,21,16,7,19,-1,-1,-1,-1,-1,2,3,-1,-1,-1
26,2,8,15,13,20,28,17,12,15,11,17,-1,-1,-1,1,6,-1,-1,-1,3,4,1,-1,1
27,-1,4,8,25,-1,-1,29,38,7,12,21,5,-1,8,2,9,-1,4,-1,-1,1,-1,-1,-1,-1
28,1,11,9,14,25,13,21,12,25,9,6,5,6,2,1,2,4,-1,-1,13,1,3,-1,-1,-1
29,1,3,9,10,18,15,12,20,17,37,17,11,7,8,6,2,3,3,3,1,2,1,-1,-1,-1
30,1,5,6,30,23,14,23,29,36,23,22,8,12,11,4,3,3,4,2,3,5,1,1,-1,-1
31,2,6,14,14,27,10,26,23,39,32,37,18,11,10,10,5,6,6,4,4,1,1,-1,-1,-1
