oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,23,13,13,23,23,23,25,21,19,11,23,6,9,7,6,9,10,12,11,17,22,19,18,""
02,18,19,11,19,27,27,30,26,21,13,24,22,19,19,17,12,12,10,12,11,13,18,18,18,""
03,23,26,21,25,18,37,26,27,14,21,11,12,9,6,10,10,12,0,1,11,10,17,20,23,""
04,10,27,17,17,22,30,37,30,20,29,25,20,14,12,16,13,12,9,14,15,13,20,15,12,""
05,20,19,23,17,17,22,30,17,17,14,18,7,14,12,11,11,9,10,7,20,20,18,8,18,""
06,18,17,21,17,31,21,27,23,29,29,22,17,20,21,13,12,20,16,17,22,18,25,19,18,""
07,16,27,23,22,21,22,24,21,10,17,18,16,12,13,14,10,13,8,18,11,12,18,22,11,""
08,14,17,17,23,21,21,21,17,23,25,16,12,12,19,11,16,15,13,28,46,88,37,33,20,""
09,24,24,19,15,16,27,16,27,23,16,16,19,14,7,12,22,52,23,4,10,13,13,5,22,""
10,16,17,15,9,15,14,15,13,14,9,7,15,4,7,57,27,4,3,11,9,1,6,47,15,""
11,78,85,8,10,16,73,103,83,36,10,10,8,116,122,42,34,34,0,12,81,33,4,84,9,""
12,20,14,11,37,60,104,96,65,15,8,13,69,122,117,85,15,88,116,171,212,201,109,63,63,""
13,41,48,34,65,111,142,104,96,37,9,12,10,9,9,36,82,36,12,5,8,19,130,85,18,""
14,30,25,24,33,13,12,63,8,7,10,10,62,115,143,31,139,124,27,44,81,134,104,82,57,""
15,96,31,55,68,69,60,31,18,13,12,18,10,7,8,19,90,56,138,89,80,88,25,25,10,""
16,10,10,9,16,17,12,15,12,7,7,6,11,6,9,8,81,45,85,42,137,96,6,13,9,""
17,10,11,11,16,11,11,13,44,10,10,10,8,7,96,122,24,60,114,109,92,46,21,37,17,""
18,15,16,58,23,129,102,31,88,43,11,112,9,133,86,17,38,3,76,143,181,38,9,44,53,""
19,79,68,49,31,46,114,152,101,18,8,10,6,8,4,23,65,114,18,8,21,105,159,88,14,""
20,14,17,18,18,12,19,17,16,5,7,10,11,69,96,38,87,84,22,8,10,102,58,50,16,""
21,24,20,28,22,25,8,5,0,0,0,2,3,2,0,7,100,21,5,7,22,41,86,57,19,""
22,63,43,31,19,9,38,14,69,7,11,8,12,9,9,11,11,12,5,7,15,11,15,18,16,""
23,25,23,20,21,17,22,26,17,15,19,9,12,8,13,10,19,11,4,6,7,10,16,16,27,""
24,19,17,25,18,17,14,19,19,15,15,14,17,9,10,12,10,13,6,8,16,11,13,15,18,""
25,11,24,21,21,30,27,18,14,14,12,10,13,9,10,5,7,4,4,9,12,7,13,23,15,""
26,22,31,24,19,16,26,19,17,15,14,8,8,6,10,13,6,7,6,8,10,12,17,14,18,""
27,20,19,14,15,9,21,16,14,16,12,11,10,15,8,4,7,6,6,15,12,13,17,18,19,""
28,19,24,21,16,13,14,11,18,10,9,9,12,8,4,4,3,2,8,10,6,11,12,11,12,""
29,18,10,18,16,12,10,16,10,4,10,15,12,8,10,8,8,5,8,5,13,9,14,10,4,""
30,9,11,18,9,12,18,18,21,8,17,22,16,11,12,11,9,7,4,13,15,14,9,20,15,""
31,9,14,21,16,11,13,12,11,11,13,11,12,13,12,3,11,11,8,14,5,15,13,8,-1,""
