oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,26,22,29,38,31,33,31,31,39,37,24,24,16,20,10,5,4,13,41,38,38,36,15,20,""
02,17,19,23,28,22,38,47,35,36,49,34,25,24,24,12,14,8,7,59,16,30,33,14,27,""
03,23,24,27,32,40,32,48,39,34,53,39,35,14,15,5,15,10,14,103,288,236,195,310,371,""
04,406,97,46,27,40,69,86,77,165,74,145,34,22,7,12,11,17,81,217,89,77,296,339,279,""
05,261,115,52,90,43,65,88,87,90,34,46,58,30,25,24,21,22,34,21,37,51,52,36,25,""
06,73,97,47,32,36,34,22,38,35,70,119,38,51,179,124,14,14,79,28,23,38,23,40,17,""
07,132,126,64,78,81,52,34,36,38,54,28,40,50,18,14,19,11,25,14,84,66,42,29,30,""
08,25,27,37,37,48,27,35,37,30,44,24,34,25,39,16,11,20,15,48,63,35,47,11,24,""
09,136,295,196,91,34,28,32,39,26,31,75,26,28,24,20,29,40,88,85,43,28,40,25,62,""
10,262,60,44,41,32,29,27,28,26,27,16,18,16,16,8,21,18,8,11,17,16,16,21,21,""
11,62,25,28,40,36,33,29,38,25,23,27,26,23,10,43,37,12,11,12,24,21,16,38,29,""
12,21,32,44,25,52,61,49,49,44,18,19,33,61,10,10,13,16,17,11,17,120,94,20,27,""
13,35,27,34,30,18,27,32,22,24,21,18,19,26,12,10,4,6,7,34,30,20,20,19,106,""
14,118,108,106,44,34,30,42,36,25,22,43,103,71,18,14,10,8,12,15,21,18,26,20,31,""
15,28,28,41,35,36,27,40,35,27,30,21,23,31,16,15,11,23,12,17,23,20,29,24,26,""
16,31,43,42,30,29,60,76,27,23,25,24,34,30,22,19,117,16,8,6,27,30,24,25,35,""
17,82,41,47,67,28,28,41,35,31,32,29,26,10,31,77,23,9,13,20,33,23,25,28,23,""
18,44,40,46,31,37,38,34,43,33,23,33,26,22,53,19,7,12,14,26,21,25,39,25,35,""
19,43,37,54,51,39,42,44,40,41,32,23,19,34,104,62,20,10,18,21,20,30,21,33,29,""
20,38,41,45,61,54,43,64,45,48,41,28,24,21,72,7,9,19,11,15,28,25,36,24,44,""
21,42,45,58,54,50,40,42,-1,1,7,9,6,6,2,4,0,3,2,83,5,9,5,6,13,""
22,15,23,14,18,18,16,11,7,12,16,6,9,10,3,2,2,1,1,2,3,7,4,5,15,""
23,18,25,24,12,24,18,25,18,16,17,6,16,9,8,6,0,2,3,1,3,9,5,5,6,""
24,19,24,22,33,21,14,13,14,15,17,4,6,6,1,3,3,4,2,4,3,3,7,7,8,""
25,8,27,18,28,15,33,20,20,14,11,4,5,7,1,7,2,4,0,5,4,5,2,8,6,""
26,8,8,16,13,17,24,14,5,15,14,4,5,4,4,1,1,2,3,2,8,2,5,4,4,""
27,7,7,12,19,9,14,27,11,0,1,0,0,0,0,0,1,0,3,5,8,7,5,4,1,""
28,7,14,12,3,14,9,8,6,10,3,1,11,5,2,2,2,5,3,5,5,5,5,8,6,""
29,4,9,8,7,5,9,13,11,7,10,7,6,4,4,3,1,4,3,3,5,11,6,5,5,""
30,10,6,8,12,5,9,15,11,7,1,11,9,7,5,3,3,2,4,1,7,5,1,4,9,""
31,7,6,5,8,2,9,14,8,3,4,2,3,1,4,2,2,3,3,3,2,8,9,5,-1,""
