oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,34,34,35,36,39,35,49,47,42,41,38,28,25,25,24,19,22,19,18,21,27,37,45,36,""
02,46,51,38,58,47,41,51,48,54,35,37,47,37,29,21,26,15,16,28,25,25,36,43,43,""
03,40,45,62,41,49,58,48,39,43,33,39,28,35,29,16,16,17,15,17,25,21,50,39,50,""
04,37,49,30,34,39,46,50,43,30,43,39,25,20,16,17,15,11,14,11,18,20,24,25,23,""
05,40,34,37,29,23,38,32,41,29,38,30,18,25,25,18,17,10,9,15,23,28,33,34,37,""
06,48,46,41,48,42,42,34,42,27,26,24,22,22,16,17,8,14,20,13,16,30,32,21,51,""
07,30,36,37,40,37,35,36,25,23,17,44,28,16,20,16,14,14,11,20,20,22,44,41,50,""
08,45,45,45,53,48,44,59,33,48,50,51,27,27,16,15,18,24,8,27,42,80,43,48,50,""
09,43,64,51,38,40,49,55,37,31,35,38,28,25,24,22,14,19,23,29,33,26,43,36,61,""
10,44,50,44,48,53,50,52,26,26,25,24,20,12,15,17,7,15,11,21,18,21,24,26,24,""
11,41,53,47,33,44,52,43,60,33,37,27,28,16,22,27,23,19,12,18,29,44,42,50,44,""
12,52,57,54,42,58,56,47,56,38,42,32,39,30,29,25,18,15,24,32,37,35,47,43,53,""
13,42,57,54,53,40,50,68,35,27,45,31,30,26,27,14,13,16,12,25,21,33,36,42,64,""
14,51,59,58,50,45,45,51,36,26,33,29,25,17,15,13,17,12,29,23,30,30,33,43,47,""
15,56,45,66,50,59,50,45,29,47,40,36,29,26,13,16,16,11,12,37,29,33,37,57,61,""
16,55,41,65,57,58,47,58,39,37,33,25,21,25,11,18,9,8,16,15,30,46,38,32,41,""
17,43,56,50,66,40,51,49,47,41,38,30,20,16,30,22,22,21,15,27,28,44,52,35,49,""
18,45,64,86,60,61,44,56,39,41,41,32,13,18,18,17,22,14,20,21,38,35,42,60,57,""
19,50,63,52,65,59,50,60,44,42,25,38,22,34,18,16,13,15,17,23,35,35,54,47,47,""
20,56,65,76,66,48,63,65,61,45,34,28,33,27,21,21,15,14,18,22,64,25,38,55,41,""
21,49,57,69,69,55,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,29,34,50,32,32,""
22,28,34,38,48,35,44,60,39,51,34,21,38,27,18,25,24,13,16,18,30,35,44,42,53,""
23,61,86,61,64,56,49,71,59,59,32,29,23,23,15,20,19,29,18,26,30,33,53,45,50,""
24,37,62,56,54,40,51,69,34,27,33,26,25,20,15,13,14,24,24,25,27,31,35,44,58,""
25,56,67,93,77,66,63,61,44,46,35,27,17,14,19,10,14,9,10,20,23,45,35,42,52,""
26,60,67,47,49,61,71,60,29,26,21,11,14,13,6,17,12,13,14,19,23,25,26,31,31,""
27,28,50,30,47,41,35,24,45,29,24,21,21,16,10,10,14,18,13,19,32,29,47,40,55,""
28,62,58,56,47,54,44,51,31,24,20,22,22,16,8,10,14,15,24,23,23,35,46,41,43,""
29,46,46,44,36,49,26,35,32,19,17,30,15,8,6,8,10,11,7,13,24,27,28,27,18,""
30,31,35,29,22,19,17,23,21,21,16,9,9,6,9,13,8,9,7,14,22,28,22,37,38,""
31,37,36,61,41,42,33,36,27,33,23,21,16,14,12,6,12,11,9,18,25,20,-1,-1,-1,""
