sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,35,26,21,27,29,23,14,14,23,16,23,17,23,18,20,17,15,13,14,13,17,23,31,27,""
02,12,27,27,34,17,19,30,21,25,31,24,22,19,17,28,24,12,11,7,19,20,27,23,30,""
03,19,28,39,32,24,25,28,22,18,25,28,20,30,24,27,20,17,13,22,18,24,36,26,23,""
04,21,24,24,40,26,31,19,7,15,30,32,35,27,22,24,22,22,15,12,14,15,27,25,26,""
05,28,27,29,28,25,29,19,18,25,29,32,32,22,25,31,19,21,11,23,14,15,26,34,26,""
06,30,26,30,34,32,27,12,4,24,16,26,23,21,24,23,22,28,20,25,16,21,31,29,21,""
07,30,37,46,47,32,19,28,30,36,41,40,37,40,26,29,28,27,26,29,29,30,38,26,34,""
08,27,32,35,42,42,30,34,32,39,39,42,35,41,32,23,39,26,24,32,28,29,25,28,28,""
09,23,28,32,45,41,30,29,19,33,35,35,39,28,32,31,34,21,20,24,25,24,25,32,27,""
10,22,24,32,41,37,44,26,30,25,28,34,25,23,26,16,20,11,18,19,16,17,25,31,19,""
11,29,21,29,38,21,18,14,31,27,27,32,28,21,20,26,23,16,16,11,15,22,22,26,19,""
12,26,17,22,33,24,24,21,19,7,23,22,21,23,19,13,11,17,15,20,16,7,10,7,3,""
13,18,13,16,16,32,20,22,11,33,30,26,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
14,-1,-1,-1,-1,-1,-1,-1,5,26,29,28,20,26,21,20,18,15,0,-1,-1,-1,5,2,13,""
15,13,5,7,5,2,4,5,12,20,27,26,21,18,20,23,19,14,11,11,19,12,23,22,13,""
16,13,18,20,29,32,21,15,15,15,25,24,14,16,17,19,15,14,14,8,15,12,22,9,8,""
17,11,17,19,23,24,16,24,25,12,12,28,13,17,12,10,15,11,6,11,14,12,15,12,13,""
18,13,12,13,21,20,7,10,13,14,10,15,18,18,19,20,16,8,8,16,7,9,19,16,18,""
19,14,14,14,28,25,18,11,17,13,11,27,11,25,15,17,9,8,6,13,6,12,11,12,12,""
20,11,17,18,25,20,10,12,15,15,21,19,15,11,14,16,15,10,15,7,4,9,6,3,4,""
21,6,4,9,13,7,1,24,8,17,42,46,29,19,19,22,18,18,14,11,17,12,15,11,5,""
22,16,18,32,28,33,23,21,12,30,32,34,29,29,25,23,22,23,32,52,25,15,29,53,25,""
23,17,17,26,36,31,23,19,15,23,34,33,32,28,26,23,14,16,18,16,27,24,17,18,27,""
24,10,20,16,35,28,27,25,25,30,44,42,34,20,30,29,19,19,8,11,10,16,21,28,15,""
25,16,16,38,36,38,26,21,30,17,34,41,30,30,30,33,23,23,10,13,20,15,22,27,24,""
26,17,20,26,37,24,25,27,25,25,32,22,33,23,24,27,17,11,16,19,12,13,21,23,21,""
27,16,21,23,33,24,24,24,21,20,21,31,23,20,20,21,22,12,18,17,24,18,23,12,8,""
28,8,20,28,33,34,33,21,25,22,29,26,22,25,24,18,18,10,13,28,26,21,28,23,22,""
29,18,19,20,32,23,25,28,18,16,19,35,30,32,27,26,17,12,17,16,27,18,27,16,23,""
30,16,21,25,45,30,29,29,20,29,27,27,28,26,32,18,23,5,6,12,11,24,23,17,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]}ly`Idjzl'a,""
