sep,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,141,123,148,160,168,167,198,149,106,109,108,77,60,59,40,53,48,38,42,62,81,70,84,112,""
02,126,133,145,126,165,182,163,114,111,117,101,96,75,63,48,41,24,33,39,36,66,79,86,122,""
03,126,144,139,116,139,158,140,139,117,137,70,75,59,54,45,24,29,40,41,47,49,78,84,99,""
04,111,134,121,109,121,130,119,149,110,118,104,69,80,60,44,41,35,47,68,58,36,106,79,105,""
05,100,114,109,112,133,97,106,96,126,82,85,83,71,63,34,36,36,36,43,41,55,70,73,86,""
06,108,108,114,122,109,132,106,108,99,92,76,77,68,55,41,26,41,37,48,43,59,67,87,98,""
07,93,126,141,131,131,118,108,116,107,101,81,77,57,49,38,41,38,39,43,50,54,54,102,99,""
08,90,126,142,143,147,109,136,114,86,110,90,83,44,66,53,64,56,36,46,58,62,81,94,113,""
09,105,104,127,127,124,147,117,139,127,111,87,74,81,54,56,45,28,33,43,48,72,58,108,110,""
10,103,141,119,136,134,141,129,143,110,80,120,73,66,52,42,38,34,33,30,36,58,90,103,124,""
11,114,115,127,108,115,129,123,117,107,109,100,75,94,54,40,45,30,34,36,51,55,68,73,74,""
12,112,110,134,114,117,120,133,117,115,97,85,67,66,52,57,43,38,36,47,61,65,79,83,106,""
13,122,120,111,115,151,139,141,121,114,108,99,74,66,55,52,31,40,45,40,46,69,94,124,129,""
14,148,153,172,172,152,168,115,143,127,121,129,126,83,67,63,69,51,32,50,41,47,51,70,84,""
15,106,100,108,114,89,114,96,101,95,75,84,69,51,44,36,29,48,49,37,48,45,68,50,106,""
16,110,100,124,106,115,86,100,93,85,90,87,51,34,51,44,32,38,38,51,41,57,83,99,124,""
17,144,143,144,121,129,99,138,129,139,117,91,99,86,64,51,37,54,51,95,90,98,88,117,152,""
18,117,129,136,121,130,135,117,128,181,140,98,95,84,50,63,48,58,43,51,41,39,70,73,114,""
19,143,121,146,131,161,125,127,137,160,101,115,83,84,78,52,38,55,43,39,65,59,85,108,124,""
20,138,144,133,99,142,151,138,132,107,102,107,84,75,58,52,55,40,48,47,69,58,72,104,124,""
21,141,128,135,148,155,147,174,136,96,99,115,100,71,64,31,28,32,40,34,44,47,62,90,95,""
22,118,107,116,133,96,118,128,102,94,69,72,73,61,54,28,37,37,30,36,45,45,61,74,89,""
23,112,96,122,103,95,103,123,109,88,80,80,72,50,58,45,24,27,35,30,41,43,57,79,66,""
24,118,100,85,89,84,109,130,91,82,77,87,85,59,47,43,19,37,36,34,39,49,84,87,91,""
25,110,112,112,83,86,115,122,114,103,100,90,59,78,30,-1,-1,-1,-1,-1,38,59,87,70,96,""
26,113,95,117,114,69,96,76,100,101,88,88,62,66,43,27,22,27,23,28,34,37,91,87,122,""
27,99,111,125,103,112,111,130,138,121,98,97,71,78,55,41,31,29,36,48,42,74,94,106,122,""
28,115,121,138,100,108,119,107,104,114,135,85,73,68,58,33,20,42,35,36,30,54,73,104,124,""
29,125,113,117,119,106,122,119,134,116,107,109,78,92,57,43,43,32,36,39,60,54,65,84,109,""
30,134,115,115,93,106,119,127,135,114,116,109,101,86,63,44,40,33,34,41,45,42,79,94,23,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
