apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,4,2,1,1,0,2,4,3,3,4,2,3,3,1,3,0,1,0,0,1,1,2,1,3
02,1,5,1,6,3,1,5,5,3,6,6,3,5,0,1,0,1,1,0,0,2,3,1,0
03,1,2,2,1,2,1,2,3,3,2,4,3,2,3,3,0,0,1,0,2,1,2,2,2
04,2,1,2,2,0,4,4,2,2,1,2,1,1,2,1,0,2,1,1,0,0,2,3,2
05,0,2,2,2,4,3,1,5,1,1,3,1,1,2,1,0,1,1,2,1,1,2,1,1
06,1,1,3,5,2,5,4,2,5,4,3,5,0,4,0,0,1,2,0,0,1,0,1,0
07,2,0,0,2,1,2,1,1,2,1,1,2,1,3,1,0,1,0,2,0,2,2,0,1
08,2,1,2,4,3,5,1,1,6,4,2,5,5,3,0,0,2,1,1,4,2,2,1,3
09,7,3,2,6,5,2,5,1,4,0,1,4,1,1,0,1,1,1,3,0,0,3,1,2
10,1,3,2,3,4,4,6,2,3,5,4,2,1,2,0,0,1,0,0,1,1,3,3,2
11,5,2,1,1,2,5,3,2,2,1,2,0,4,0,3,2,1,0,0,1,0,1,3,0
12,1,1,2,0,2,0,5,5,1,3,2,6,3,1,1,0,1,1,2,1,1,1,0,1
13,1,1,2,2,2,3,6,3,9,3,5,3,2,5,1,3,2,1,3,2,2,3,3,9
14,1,10,6,4,2,7,5,3,5,5,1,1,7,0,1,1,3,0,1,0,1,2,4,3
15,4,8,6,1,8,3,6,1,1,3,3,2,2,1,2,1,1,0,0,0,0,3,1,3
16,5,5,4,4,6,2,3,3,4,3,4,5,3,4,3,0,1,2,1,0,1,1,4,1
17,6,2,1,4,4,5,2,5,4,3,1,3,1,2,2,0,3,2,1,1,1,3,1,5
18,2,6,6,2,6,2,6,12,8,5,8,4,2,2,1,2,1,0,2,0,3,2,2,5
19,2,5,2,3,4,4,2,0,5,0,3,3,3,1,0,0,0,2,1,0,2,2,5,2
20,6,0,2,0,3,4,4,1,3,5,4,4,4,1,0,0,1,1,0,1,2,2,6,5
21,4,1,6,7,13,6,8,2,5,2,3,4,2,1,1,0,2,2,0,2,1,2,11,8
22,8,23,12,5,11,10,6,2,7,1,1,1,6,6,1,1,2,3,1,0,2,7,7,11
23,11,9,9,8,11,6,1,8,3,6,1,1,2,0,1,1,2,0,2,0,2,0,2,2
24,5,3,5,9,4,11,6,5,8,2,10,3,3,8,2,3,3,1,0,2,1,6,0,2
25,6,3,3,6,9,7,6,5,4,10,2,0,2,2,2,1,2,0,3,2,2,3,1,6
26,2,3,3,4,7,6,3,5,5,1,1,2,1,2,4,0,1,1,0,2,2,1,6,2
27,4,3,3,9,6,4,3,1,6,3,3,1,4,3,1,1,2,2,1,1,1,1,4,3
28,2,0,4,2,2,5,1,9,4,6,3,0,3,2,0,0,1,2,0,1,3,1,1,1
29,1,1,4,6,3,11,8,6,4,5,4,2,1,1,1,2,0,0,1,2,1,0,2,3
30,2,4,1,5,3,6,3,2,3,5,3,3,3,2,4,3,2,0,0,3,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
