apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,65,69,48,63,65,60,49,67,90,104,65,38,60,78,42,27,13,16,11,14,12,14,19,61
02,50,66,66,74,80,45,54,69,80,83,82,68,55,70,47,33,34,12,12,8,18,19,25,25
03,56,72,62,79,60,67,44,53,97,74,62,36,46,56,47,30,15,14,13,16,21,34,26,58
04,72,86,72,68,71,64,34,65,73,76,42,48,50,51,37,30,20,19,16,9,19,16,23,51
05,56,71,77,89,70,73,79,76,67,70,79,55,55,70,51,33,23,15,13,18,23,28,43,48
06,60,77,69,71,77,71,82,80,82,64,71,57,60,53,51,34,17,8,13,9,8,15,23,50
07,71,83,84,85,82,58,56,67,86,66,40,41,46,53,32,27,33,14,16,19,19,22,35,26
08,55,57,55,43,48,50,30,48,74,61,58,51,46,38,35,30,29,26,16,25,32,30,27,52
09,58,60,63,55,55,57,51,53,72,81,70,62,52,47,43,35,17,19,15,20,31,32,44,48
10,65,61,63,70,60,73,66,59,71,69,64,55,48,48,48,37,22,21,15,20,17,37,35,44
11,52,62,65,59,58,59,41,59,50,55,87,57,46,66,35,27,22,16,18,18,24,35,37,44
12,55,69,80,78,69,65,86,76,73,75,66,83,61,60,34,26,20,19,21,19,23,22,36,36
13,40,64,55,64,59,52,53,58,79,51,43,44,62,36,36,25,25,21,13,17,15,21,27,61
14,52,61,55,76,45,45,54,67,66,49,77,49,37,44,30,33,27,22,20,15,26,33,45,55
15,82,70,66,76,60,58,66,60,62,61,64,46,47,48,48,32,17,11,15,18,22,31,39,66
16,61,67,78,77,63,68,69,67,88,73,64,54,50,52,40,29,22,12,13,12,24,27,48,70
17,67,68,79,66,68,76,60,78,92,76,60,67,56,60,41,41,35,17,15,19,18,37,25,33
18,81,59,81,85,51,83,74,77,59,58,59,37,47,39,35,31,23,11,21,14,17,29,32,43
19,41,58,68,63,78,77,98,55,71,83,64,74,82,61,48,48,40,22,19,18,18,20,13,31
20,54,71,93,86,74,79,95,93,90,80,81,60,89,74,63,42,34,19,15,24,11,23,33,22
21,23,78,87,96,74,80,92,108,112,111,86,86,85,73,62,58,32,29,23,33,32,23,29,35
22,63,134,129,106,94,99,73,89,102,87,92,52,51,52,44,24,26,13,6,15,14,17,31,54
23,93,89,84,73,85,105,63,67,71,70,53,55,64,61,59,40,25,32,21,31,32,46,48,63
24,68,68,63,67,81,69,54,82,75,84,64,64,65,58,40,36,11,10,10,15,20,37,47,68
25,76,64,70,80,61,65,78,70,73,78,79,66,78,62,47,42,22,20,18,25,26,28,50,62
26,66,78,91,82,98,96,98,94,83,93,70,81,63,73,50,40,29,25,26,35,27,41,49,50
27,53,73,64,78,88,88,103,91,63,55,81,66,70,60,71,30,23,13,21,7,21,37,34,56
28,68,53,72,71,70,83,51,65,77,79,73,64,69,66,68,44,28,23,19,22,25,38,42,51
29,60,65,70,74,66,68,79,79,114,102,95,81,69,73,52,40,30,24,23,17,22,34,39,55
30,72,56,74,70,76,83,65,81,89,107,93,56,66,83,61,46,37,16,20,17,16,30,42,51
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
