apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,134,114,126,133,109,105,120,111,131,147,139,116,120,104,81,50,39,23,19,29,36,45,37,94
02,92,92,95,101,93,71,86,83,88,82,84,87,81,94,62,35,19,19,28,12,0,43,62,69
03,104,92,83,75,82,70,86,62,102,0,97,116,124,107,63,47,37,16,15,37,24,37,62,63
04,113,93,91,109,95,91,89,75,97,105,124,117,101,101,75,27,27,26,25,31,24,37,47,60
05,80,115,96,107,92,77,88,47,104,129,77,101,92,103,85,58,27,28,31,29,30,62,71,20
06,92,117,98,116,108,100,86,111,107,88,90,121,102,101,100,59,25,27,30,31,29,32,38,72
07,90,109,108,116,86,86,84,66,74,69,96,101,73,85,69,47,10,28,19,31,40,44,52,82
08,55,84,105,85,75,84,83,85,100,98,117,122,95,77,71,58,41,23,34,18,-1,-1,25,70
09,67,81,82,96,61,82,56,70,101,114,105,82,110,104,69,44,31,18,17,14,16,7,17,53
10,58,59,67,56,65,51,42,62,84,74,103,73,66,67,48,46,27,13,21,14,24,38,37,45
11,61,48,85,70,52,79,73,60,70,100,89,89,70,63,43,40,20,21,25,26,37,28,45,39
12,69,76,60,67,63,66,90,81,83,97,94,88,109,77,83,-1,-1,13,14,13,35,26,41,44
13,62,52,72,78,81,63,70,73,45,67,88,90,94,74,63,44,33,23,22,22,-1,37,59,57
14,74,74,61,72,53,56,69,61,69,88,90,85,88,72,67,55,30,18,16,23,37,39,47,54
15,61,64,64,65,65,46,55,91,72,102,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14
16,60,72,80,56,62,63,86,64,80,67,93,79,105,82,64,43,17,36,22,19,24,34,40,56
17,57,54,69,76,70,65,61,89,114,70,57,78,56,70,53,47,24,22,11,17,18,49,45,51
18,61,58,49,58,57,63,77,126,108,98,53,79,70,83,70,41,20,12,14,12,21,6,50,59
19,65,72,83,58,77,85,104,65,94,82,124,119,83,99,63,45,30,31,22,25,28,6,45,61
20,63,84,82,96,89,109,122,106,127,90,101,96,112,82,70,37,31,17,21,37,41,9,61,79
21,83,95,94,110,114,111,93,119,125,143,115,131,101,117,64,39,32,18,15,39,31,47,75,86
22,112,104,95,126,153,143,154,129,174,127,126,103,116,104,82,51,28,17,26,27,52,40,52,84
23,84,102,-1,-1,-1,-1,-1,66,128,146,131,140,120,134,75,57,31,21,25,35,40,53,67,74
24,94,80,99,115,78,99,-1,100,126,131,157,152,158,115,93,57,45,30,26,32,44,43,44,83
25,103,85,91,100,103,102,116,151,161,197,162,149,150,148,125,62,52,33,28,38,35,62,58,82
26,86,77,91,118,92,114,143,150,155,157,163,123,142,149,118,60,26,44,25,33,22,45,64,74
27,91,91,92,97,105,116,133,127,135,106,163,146,123,120,86,78,35,27,40,39,5,51,62,83
28,96,95,100,131,124,128,135,123,151,148,192,149,119,139,129,76,48,35,26,35,40,55,64,55
29,106,102,106,112,116,119,169,162,154,192,182,170,147,142,152,72,54,27,39,30,52,52,62,109
30,95,-1,-1,-1,-1,-1,0,105,203,188,215,183,174,132,123,62,60,23,31,39,40,53,2,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
