apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,9,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,55,30,9,77
02,54,36,7,9,10,7,10,8,15,14,3,2,1,2,1,2,26,31,23,30,14,15,16,6
03,8,18,31,40,100,137,188,231,272,304,303,342,340,317,332,355,318,359,339,331,345,283,278,201
04,162,101,86,93,123,137,210,230,268,296,324,327,346,348,304,335,94,367,349,302,284,254,75,97
05,29,12,48,72,83,149,168,198,227,255,223,230,226,260,233,277,280,290,291,265,209,197,135,96
06,-1,50,45,47,15,4,45,47,35,23,3,190,223,229,246,248,284,243,246,240,215,163,135,108
07,72,45,58,69,100,135,169,210,232,265,265,261,243,213,246,272,292,313,291,292,247,203,175,102
08,61,42,54,61,75,132,171,198,235,236,268,237,263,253,263,287,331,297,311,258,243,198,135,96
09,69,56,54,61,6,141,186,181,222,232,245,258,224,234,262,282,287,316,299,269,246,207,132,107
10,60,47,54,71,87,144,180,186,221,238,265,227,210,246,255,298,325,313,302,273,234,186,145,99
11,72,59,57,71,81,130,179,182,202,226,250,263,227,235,261,296,329,286,287,266,205,203,160,106
12,63,47,53,61,83,132,159,201,208,195,241,245,217,227,-1,257,277,306,306,271,253,193,156,93
13,51,37,54,71,91,142,175,227,208,240,221,221,217,254,276,254,295,293,286,267,227,181,164,115
14,86,54,59,69,100,122,169,204,210,203,242,256,228,250,253,295,332,302,295,274,263,248,176,102
15,59,36,61,73,104,158,164,214,216,228,261,266,254,284,288,331,349,340,326,289,269,220,157,107
16,59,53,50,68,97,135,182,213,226,230,267,245,267,289,312,342,337,315,325,311,272,223,130,27
17,68,71,66,97,120,177,185,210,200,240,235,275,254,266,277,298,340,334,323,323,293,249,150,108
18,68,67,57,68,85,137,202,209,220,253,281,280,233,269,290,308,329,347,353,324,299,245,186,86
19,14,249,143,68,101,161,189,237,260,243,245,245,264,264,281,321,334,332,342,306,297,240,134,108
20,68,56,56,76,105,141,181,195,241,265,246,277,276,319,332,356,340,338,331,319,285,145,41,29
21,24,54,73,68,116,163,189,215,229,284,290,308,294,312,321,332,347,344,332,303,272,235,121,38
22,34,45,34,52,118,153,221,232,264,304,295,296,287,277,305,272,352,387,342,326,303,115,24,27
23,14,7,11,26,100,180,199,224,218,257,320,298,249,286,276,336,341,378,350,304,103,44,41,103
24,45,6,13,67,95,147,189,209,251,263,270,281,256,277,292,314,332,370,380,345,326,263,196,108
25,31,39,34,88,125,140,188,223,262,248,300,275,278,277,297,339,388,360,375,339,302,83,55,69
26,158,109,32,30,75,175,196,217,241,272,274,268,263,331,295,347,331,367,329,326,310,79,60,45
27,68,62,42,85,119,153,170,210,215,249,261,288,253,290,324,333,346,351,337,301,287,215,171,122
28,87,68,59,77,93,150,151,191,216,232,245,257,246,277,283,292,336,346,362,314,281,227,169,116
29,77,68,57,72,103,151,169,205,224,219,264,276,252,274,334,362,370,378,382,341,315,279,189,117
30,73,67,58,90,87,157,188,241,216,254,244,275,268,318,317,358,369,371,385,335,323,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
