jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,506,91,156,545,389,189,129,52,53,36,115,187,437,569,403,205,157,260,331,320,269,270,311,397
02,498,593,593,674,701,674,795,784,845,845,801,792,818,836,829,827,853,831,868,881,844,879,871,849
03,857,844,830,843,802,810,809,835,818,802,763,482,372,6,6,7,529,356,22,6,6,6,6,8
04,11,14,72,601,695,686,725,840,848,857,871,862,877,877,665,588,538,867,865,199,9,251,200,67
05,7,16,9,270,446,453,617,579,455,6,6,6,212,634,616,739,128,6,6,6,6,6,6,6
06,6,6,9,392,596,342,298,260,338,514,472,619,752,861,864,867,859,854,536,492,507,326,224,48
07,6,6,6,237,384,460,484,6,20,575,481,528,604,478,347,547,79,392,655,841,702,264,236,629
08,591,379,325,407,661,640,593,714,753,139,531,622,480,708,335,52,179,593,651,247,181,133,139,149
09,89,108,124,191,208,228,10,146,7,21,35,31,308,365,167,130,102,136,70,57,43,45,58,66
10,100,68,44,53,68,82,39,363,467,255,272,366,344,322,307,291,551,692,674,337,596,452,127,203
11,358,6,15,6,9,29,454,404,177,203,215,265,177,105,93,177,64,42,23,18,33,35,47,72
12,128,157,138,349,520,225,208,220,184,227,100,8,2,6,4,20,33,49,129,206,270,285,348,423
13,364,140,98,108,131,98,80,30,3,4,2,3,9,19,222,591,564,305,376,185,200,507,489,302
14,288,356,343,423,296,226,315,553,361,205,289,302,233,202,122,321,495,160,6,108,622,780,704,804
15,768,524,532,576,376,347,340,287,174,571,149,238,375,533,155,89,394,458,157,58,56,47,137,111
16,117,135,112,119,144,124,117,97,75,95,98,113,119,99,108,81,66,49,14,15,19,12,28,51
17,78,145,151,202,219,200,205,203,162,182,177,163,91,100,86,71,139,85,40,39,154,52,181,408
18,487,481,466,418,542,649,313,155,188,176,331,46,6,9,28,20,6,349,45,121,477,487,534,464
19,499,413,467,480,498,500,558,455,241,296,315,212,176,111,61,39,20,21,26,22,26,30,23,26
20,25,35,87,132,159,103,46,43,44,113,134,106,103,59,39,44,20,18,13,11,9,13,25,18
21,24,32,35,38,48,57,51,44,62,124,158,253,418,477,271,207,83,97,48,269,133,273,327,67
22,401,206,161,217,182,161,172,216,193,317,208,220,177,163,65,94,26,71,77,57,102,155,121,101
23,127,178,232,212,263,183,186,182,214,298,311,187,158,163,96,52,44,50,29,28,27,44,40,54
24,48,47,6,0,0,0,16,0,2,0,1,148,171,214,568,52,563,614,36,2,0,12,55,61
25,72,56,91,111,136,134,133,108,87,79,32,2,0,0,0,0,1,7,14,15,13,15,21,25
26,29,33,31,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,6,0,14,31,19
27,25,16,0,0,0,0,1,0,1,2,0,67,46,38,7,1,117,0,0,0,1,0,0,0
28,0,0,0,0,0,0,50,43,75,76,82,68,62,64,40,41,27,27,15,11,18,22,31,24
29,23,37,43,57,62,62,40,52,60,57,60,55,72,65,44,44,24,14,17,8,0,0,1,0
30,0,0,0,0,53,82,173,419,466,15,193,261,192,201,165,133,85,62,49,44,30,29,66,43
31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
