jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,74,85,72,69,70,94,77,90,76,85,56,102,-1,-1,-1,41,41,26,32,37,64,44,98,111
02,127,109,138,140,139,143,144,130,98,78,75,78,58,52,54,41,43,40,32,51,48,60,83,63
03,89,101,79,97,102,70,91,109,106,64,91,76,78,103,86,90,55,63,35,84,98,113,140,187
04,220,254,227,251,268,254,273,306,239,201,240,214,248,195,138,63,83,39,44,42,49,67,87,83
05,125,100,87,105,113,127,100,130,125,72,100,100,109,76,43,45,49,36,29,-1,34,-1,81,75
06,89,115,95,100,127,111,117,127,101,48,71,80,75,67,77,57,42,41,42,40,55,57,79,87
07,120,152,144,129,153,123,125,142,105,115,102,113,90,109,88,76,25,34,45,38,47,63,79,111
08,104,105,99,92,112,119,115,113,94,95,125,89,91,95,78,73,44,29,30,49,51,67,79,78
09,103,110,111,129,131,114,127,128,126,119,127,92,103,77,61,56,41,43,30,42,70,38,73,79
10,127,97,109,99,117,123,117,111,115,90,90,73,84,78,56,57,51,33,32,44,25,47,-1,79
11,79,109,108,-1,-1,-1,-1,-1,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,56,66,71
12,101,89,109,123,116,102,97,112,72,91,-1,-1,88,97,66,66,35,38,40,44,53,78,59,92
13,114,90,103,134,135,123,104,98,86,84,92,78,74,85,63,42,49,-1,-1,-1,43,52,64,99
14,100,103,114,109,137,120,117,117,108,119,127,111,106,97,68,37,22,36,29,39,40,53,85,88
15,86,87,71,76,109,120,82,98,80,95,41,-1,15,32,25,15,7,-1,-1,-1,22,17,28,35
16,88,80,91,126,125,127,97,116,103,-1,-1,-1,67,83,75,48,41,37,41,40,42,54,55,75
17,85,110,110,144,144,117,99,108,89,98,77,86,118,98,78,63,29,31,25,43,55,49,65,70
18,88,107,134,129,124,124,134,100,91,104,125,107,95,101,102,67,41,21,24,52,54,50,68,64
19,75,92,104,97,129,111,95,121,83,100,-1,-1,-1,62,62,54,40,-1,17,50,49,58,61,69
20,82,114,124,104,104,106,90,91,84,109,104,126,123,98,95,79,41,28,37,38,61,-1,-1,-1,-1
21,67,115,86,122,90,97,86,85,110,102,73,106,119,85,64,44,39,39,26,43,46,14,53,66
22,62,95,113,110,113,94,88,-1,41,97,74,122,88,70,68,45,28,41,-1,28,32,57,59,81
23,73,82,113,113,113,109,79,100,-1,31,84,113,89,72,59,47,28,32,-1,-1,31,50,56,74
24,94,97,82,82,105,100,116,87,73,99,99,98,87,73,71,33,55,30,21,41,43,66,42,66
25,90,101,118,91,110,122,102,102,96,73,73,80,75,85,78,45,31,30,19,27,29,38,66,69
26,107,137,125,151,128,140,126,134,101,116,129,111,113,107,73,55,45,54,58,43,41,59,81,77
27,52,62,102,119,128,114,88,-1,-1,105,100,107,100,103,64,77,86,60,26,59,54,50,71,86
28,97,115,111,108,136,143,-1,-1,88,-1,129,122,130,100,75,48,-1,-1,-1,-1,-1,59,-1,86
29,105,94,71,77,113,118,96,97,94,-1,103,119,116,95,79,66,48,30,49,48,59,90,75,84
30,101,104,95,112,112,108,120,105,125,118,130,131,103,101,89,69,62,40,40,33,64,76,79,119
31,131,140,129,112,129,106,119,110,134,119,95,117,133,96,85,68,33,38,47,47,55,72,-1,-1,-1
