jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,7,5,13,8,1,3,4,6,9,8,6,12,25,14,11,7,4,7,5,5,1,3,4,""
02,-1,7,11,9,5,6,7,7,15,6,4,12,6,8,10,11,16,2,7,4,8,6,1,4,""
03,3,7,4,10,10,2,4,11,7,8,5,6,13,13,14,12,9,6,2,-1,3,11,4,3,""
04,7,6,7,9,5,6,16,12,10,6,5,14,11,10,15,9,21,5,6,4,4,12,12,4,""
05,8,9,7,11,13,5,2,8,12,8,5,5,6,10,22,13,5,7,11,5,5,4,4,6,""
06,5,10,17,6,13,9,5,7,7,3,18,11,9,6,20,14,4,5,4,5,2,6,7,8,""
07,8,10,10,22,13,8,3,5,4,7,11,15,11,4,17,15,9,10,6,4,8,3,5,3,""
08,4,13,12,24,9,12,8,3,7,8,5,6,7,-1,9,11,12,4,10,5,9,5,13,5,""
09,10,5,16,10,8,5,4,4,10,-1,4,4,13,6,9,33,50,26,10,7,9,1,9,3,""
10,3,20,14,17,8,6,7,5,6,5,9,9,14,20,21,23,18,15,2,5,2,1,7,6,""
11,10,17,15,20,20,7,4,2,9,10,8,8,10,7,23,25,18,3,15,5,8,7,6,10,""
12,3,7,9,22,9,9,12,5,4,5,3,7,7,10,15,18,12,9,3,4,2,-1,11,5,""
13,2,11,5,12,6,8,5,5,4,4,4,7,12,19,19,17,10,5,7,2,7,6,7,21,""
14,4,15,14,19,4,4,6,5,11,7,11,17,17,14,33,8,8,7,6,5,3,9,12,5,""
15,13,6,10,12,13,21,10,7,4,9,7,8,12,14,23,16,24,4,7,6,2,13,3,4,""
16,11,12,9,7,11,6,4,8,7,7,3,3,10,11,15,11,8,4,10,5,10,3,12,8,""
17,3,8,5,14,12,9,5,9,14,9,4,2,3,13,10,14,11,11,5,-1,6,3,11,6,""
18,3,8,13,12,10,7,10,3,4,4,7,2,5,25,36,8,7,3,5,2,8,10,9,1,""
19,4,7,5,5,7,5,6,5,7,3,6,2,3,3,4,15,8,6,5,4,2,2,2,9,""
20,6,5,4,4,3,2,6,6,5,6,5,11,7,9,12,6,9,4,5,7,3,1,3,1,""
21,-1,7,6,9,7,6,8,7,6,1,12,14,2,12,16,11,6,4,2,3,4,3,4,3,""
22,4,6,4,6,13,10,9,7,3,11,11,8,5,5,12,6,12,10,2,6,2,5,9,4,""
23,7,5,4,9,8,6,4,5,7,2,10,3,8,17,13,10,11,3,10,4,4,5,21,3,""
24,6,5,5,11,7,5,4,3,10,25,26,13,11,16,20,9,5,12,2,4,3,5,4,3,""
25,6,10,9,10,4,20,4,4,5,4,4,19,4,9,9,17,10,1,6,5,5,5,7,4,""
26,3,4,14,11,6,9,8,13,4,10,13,7,13,9,16,12,9,14,5,3,14,33,7,9,""
27,8,3,8,10,15,13,12,10,14,3,3,10,7,11,12,10,16,5,1,3,7,5,8,6,""
28,12,23,6,8,14,15,9,9,7,12,6,3,5,6,6,16,16,6,4,3,4,5,4,10,""
29,8,6,13,9,9,8,8,3,8,8,9,6,9,16,14,13,10,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
