jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,15,18,16,18,14,33,23,26,20,20,13,6,16,10,18,10,12,13,9,11,6,11,13,""
02,15,15,22,18,18,21,25,30,27,22,20,17,12,8,11,16,13,6,8,8,10,9,11,11,""
03,13,12,14,12,10,13,33,33,29,25,19,7,10,15,15,13,6,10,8,9,7,11,18,12,""
04,12,15,22,16,7,20,24,34,45,35,18,8,10,11,11,16,14,4,6,10,14,-1,-1,15,""
05,17,15,10,16,15,28,22,26,35,53,16,16,16,9,16,11,22,14,6,5,7,4,14,13,""
06,16,10,14,9,20,26,31,47,36,33,20,15,14,15,9,6,12,11,10,3,11,7,7,9,""
07,12,15,11,10,16,17,27,33,33,25,28,18,16,14,15,12,8,11,2,7,6,7,7,8,""
08,17,12,7,8,14,17,20,30,25,19,14,21,9,7,11,15,14,11,4,-1,14,8,7,12,""
09,8,7,8,10,9,10,26,23,28,23,16,14,6,-1,3,22,13,10,6,9,6,11,7,13,""
10,11,15,14,16,19,23,31,42,31,19,49,22,11,15,13,17,18,12,11,7,4,14,19,9,""
11,16,15,24,13,20,21,30,29,33,27,25,18,9,19,23,10,8,24,5,5,7,10,11,10,""
12,8,8,8,11,15,13,27,29,32,14,17,13,9,5,11,8,8,3,10,2,5,10,6,8,""
13,5,9,10,13,13,12,25,26,28,23,17,9,8,14,10,2,-1,1,4,2,6,12,6,5,""
14,7,10,10,10,-1,-1,15,25,29,40,25,25,16,8,9,16,12,14,4,7,8,6,16,5,""
15,4,5,7,4,12,20,28,19,9,17,10,16,7,4,11,7,3,2,4,2,1,1,3,0,""
16,5,9,1,3,8,9,7,10,14,8,9,2,5,2,3,2,4,1,1,4,-1,2,2,1,""
17,-1,2,-1,4,2,3,2,1,1,17,15,5,14,2,-1,-1,1,1,-1,-1,-1,-1,2,0,""
18,-1,-1,-1,-1,-1,-1,1,3,5,30,13,13,6,9,10,2,2,-1,-1,-1,-1,2,12,9,""
19,7,-1,-1,-1,-1,-1,-1,-1,1,17,9,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,""
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,14,19,4,1,-1,-1,-1,1,-1,-1,1,10,11,6,""
21,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,8,11,""
22,5,-1,1,-1,1,1,4,2,1,4,2,2,6,1,1,3,15,5,6,4,4,-1,-1,0,""
23,-1,3,2,1,3,3,3,5,9,9,9,-1,-1,5,2,4,1,2,1,-1,-1,-1,2,2,""
24,13,2,1,-1,5,-1,8,11,8,10,8,5,7,7,2,10,1,4,4,2,1,3,9,11,""
25,5,10,5,12,15,14,12,10,17,10,3,10,5,6,8,7,8,7,4,8,7,8,7,9,""
26,9,11,13,11,17,11,21,20,20,16,25,13,13,11,7,9,10,9,5,3,3,4,4,8,""
27,4,11,6,12,9,11,16,17,22,36,19,10,15,8,16,8,14,4,15,4,5,10,11,17,""
28,6,6,6,-1,-1,16,27,24,25,23,13,20,14,8,11,15,13,9,4,11,6,8,21,23,""
29,19,16,12,14,17,26,38,30,34,24,28,11,11,12,18,14,13,10,7,5,9,7,18,11,""
30,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
