jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,10,15,14,6,12,13,23,12,6,0,2,1,2,2,3,8,3,0,3,4,3,1,6,4,""
02,10,7,17,7,6,14,11,21,10,6,2,2,9,1,5,2,4,2,5,1,2,1,6,4,""
03,6,8,16,11,9,18,17,19,13,6,1,6,3,5,7,4,1,1,3,4,6,9,6,11,""
04,5,11,10,14,17,16,22,14,5,2,4,3,4,10,5,10,9,4,4,4,6,4,9,8,""
05,10,8,12,18,17,24,41,17,11,6,3,3,4,3,6,5,7,4,3,9,11,11,8,11,""
06,3,14,9,16,16,36,34,19,20,10,3,5,3,6,8,3,4,8,4,6,2,7,3,13,""
07,13,15,17,20,22,26,32,31,20,11,5,7,2,7,11,7,5,6,7,1,6,10,14,7,""
08,9,11,12,18,27,29,37,28,8,6,8,3,4,6,7,7,0,6,6,5,5,10,4,8,""
09,14,9,17,12,23,24,37,23,12,8,6,9,2,10,5,6,5,4,4,4,5,12,9,9,""
10,23,17,16,21,35,36,57,28,15,9,7,7,5,8,8,6,1,6,2,6,9,7,8,13,""
11,9,18,11,17,27,25,34,37,26,12,6,7,8,5,8,8,15,6,4,5,9,10,7,9,""
12,6,11,15,13,19,36,38,32,19,8,10,8,8,12,7,2,15,16,22,3,4,10,8,6,""
13,8,7,26,39,30,29,35,28,21,8,7,7,5,8,3,4,4,3,4,6,7,6,8,10,""
14,9,11,17,31,18,33,29,19,8,4,7,3,13,9,1,5,4,7,4,2,3,5,10,14,""
15,12,12,24,36,39,40,51,31,18,9,3,7,3,6,3,5,5,9,6,6,8,5,12,11,""
16,6,12,11,15,21,23,24,24,16,11,8,4,8,3,5,3,2,3,2,6,8,5,10,9,""
17,5,16,20,12,20,37,32,25,15,14,8,12,13,5,3,2,7,6,4,5,1,5,7,12,""
18,7,8,9,17,23,28,15,21,19,8,7,4,4,17,7,11,9,6,5,2,8,10,13,12,""
19,11,16,12,24,54,30,27,20,9,6,9,6,2,11,7,10,5,2,3,5,9,1,12,10,""
20,10,13,11,9,20,29,18,23,12,41,20,2,2,1,6,4,9,6,3,10,3,4,0,0,""
21,0,0,0,0,0,1,4,0,0,0,0,0,3,4,3,5,2,4,6,1,5,9,7,6,""
22,6,7,12,18,19,13,16,16,6,6,6,6,8,4,3,4,2,6,3,8,2,5,13,14,""
23,14,15,17,6,26,19,23,25,12,13,7,4,9,2,4,2,5,4,5,7,9,10,9,18,""
24,16,15,11,12,23,20,36,17,7,4,6,9,5,7,4,4,5,5,5,4,6,5,11,18,""
25,11,17,12,12,11,26,26,20,6,10,5,1,5,2,4,5,2,2,8,9,8,10,14,12,""
26,11,13,10,11,0,0,0,20,21,8,8,10,3,5,2,5,2,1,3,4,7,2,8,7,""
27,14,10,18,15,19,18,21,18,14,6,8,7,7,10,7,7,4,5,4,12,8,7,9,12,""
28,23,19,14,15,18,18,14,18,9,9,2,10,3,4,4,1,2,4,4,11,4,5,8,5,""
29,10,14,10,22,16,17,20,29,18,18,6,4,8,4,4,4,7,10,6,8,6,8,7,11,""
30,13,12,11,20,17,26,15,25,3,8,9,3,2,4,2,4,3,7,8,5,4,10,13,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
