jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,20,23,21,34,21,53,52,56,91,71,63,18,19,18,30,13,11,13,12,18,25,27,26,""
02,21,27,24,34,27,44,49,40,52,36,32,26,29,21,39,22,21,20,12,13,11,15,25,21,""
03,15,26,17,37,41,39,32,38,36,31,22,11,22,9,9,12,7,3,5,2,9,5,10,8,""
04,24,18,8,9,27,33,28,19,20,28,19,26,29,22,22,24,13,10,12,9,7,25,24,18,""
05,21,27,29,16,26,21,30,29,26,16,40,46,47,32,30,17,18,10,21,21,15,8,13,9,""
06,6,15,13,24,31,34,55,74,79,70,65,55,46,60,62,46,33,29,55,42,35,16,18,16,""
07,27,25,29,29,36,38,79,92,102,96,81,88,61,63,82,45,48,30,18,9,17,11,11,15,""
08,19,21,32,33,41,35,37,46,35,44,32,23,34,41,37,30,19,13,13,10,15,28,23,30,""
09,20,12,28,41,55,64,63,62,70,68,56,41,33,66,73,63,28,16,10,7,4,13,5,11,""
10,9,15,16,24,26,24,27,23,29,36,35,35,31,48,33,25,6,10,7,5,10,5,12,18,""
11,9,14,22,19,25,26,27,31,31,32,30,24,21,10,19,27,11,5,8,11,9,11,8,14,""
12,14,17,21,31,31,30,45,33,42,33,23,15,36,40,27,11,15,13,13,7,11,6,19,27,""
13,24,25,43,37,47,51,55,51,43,35,35,30,44,45,47,21,14,14,10,9,13,11,15,19,""
14,20,32,36,37,35,37,51,47,53,40,31,29,34,34,44,27,19,20,9,13,10,20,19,27,""
15,22,26,19,34,40,50,45,47,39,43,29,33,34,35,36,11,9,7,4,12,13,24,17,30,""
16,31,30,37,40,49,41,54,55,36,42,24,24,30,41,46,24,19,12,14,8,12,18,11,19,""
17,24,36,36,34,42,41,48,35,37,35,25,30,37,46,31,32,25,19,10,12,9,21,23,21,""
18,19,29,22,37,39,31,40,31,34,47,36,28,26,27,34,20,24,12,15,14,8,17,12,18,""
19,16,21,23,26,32,28,35,45,34,32,33,20,20,15,21,24,22,10,4,5,8,12,13,18,""
20,20,26,27,34,30,27,36,45,38,32,31,24,24,23,27,17,17,7,9,12,10,17,18,22,""
21,19,13,35,35,49,44,38,40,55,33,39,39,35,40,46,40,26,17,17,19,21,20,23,21,""
22,30,41,43,34,53,57,72,54,45,32,37,40,43,42,32,20,19,16,13,23,14,24,22,23,""
23,41,37,31,40,42,40,60,39,48,35,52,33,38,32,39,40,10,13,7,5,15,16,29,21,""
24,19,17,34,34,21,24,38,33,36,28,31,21,26,24,44,22,27,12,11,11,15,10,18,24,""
25,19,39,37,41,32,35,38,27,28,37,30,19,18,11,30,23,17,10,10,16,15,16,22,17,""
26,36,27,24,27,34,25,38,28,43,27,21,22,16,39,34,21,13,5,13,12,17,18,24,24,""
27,23,27,30,29,29,34,41,39,32,32,26,31,14,25,28,24,13,13,23,28,30,35,41,46,""
28,42,45,46,64,56,47,65,64,54,59,47,40,37,47,38,33,18,14,19,26,17,37,33,37,""
29,49,50,58,71,68,68,57,54,50,31,25,19,27,27,24,25,15,14,18,8,9,11,22,31,""
30,19,27,27,27,25,34,33,27,23,44,22,31,24,19,20,11,9,6,7,4,8,13,16,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
