jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,1,2,4,7,9,10,15,11,14,18,18,28,52,-1,38,14,5,6,7,6,0,4,1,""
02,0,1,2,3,3,7,13,9,18,8,16,15,20,21,51,37,22,16,14,11,17,8,6,25,""
03,21,37,30,35,5,8,9,7,11,12,18,37,34,57,108,93,25,8,10,3,2,1,2,1,""
04,0,1,2,3,36,27,12,17,19,30,29,42,29,50,80,73,41,37,15,25,16,6,8,0,""
05,1,1,0,0,5,4,14,14,16,14,26,27,30,61,140,74,36,17,14,20,17,13,5,4,""
06,2,1,0,0,0,4,6,10,21,-1,17,15,40,52,59,40,15,10,11,7,15,4,3,1,""
07,3,0,0,1,4,0,7,8,10,-1,18,15,27,69,92,106,58,26,19,20,13,9,12,0,""
08,0,0,0,1,7,10,7,2,17,20,23,10,30,33,58,64,27,29,17,12,22,10,35,18,""
09,4,6,0,6,8,9,12,9,27,26,28,47,71,97,116,100,65,24,41,42,21,17,6,2,""
10,1,0,0,3,6,5,4,16,30,37,22,30,48,94,124,112,52,33,16,17,17,10,7,3,""
11,0,3,4,4,9,8,15,13,15,-1,17,37,47,96,110,94,46,8,6,23,20,13,6,0,""
12,0,0,0,15,23,34,11,6,15,-1,17,19,22,70,73,80,28,5,13,7,14,7,5,5,""
13,1,1,1,4,10,7,12,18,26,21,32,31,38,97,96,91,49,19,21,30,16,10,8,4,""
14,4,3,0,5,10,14,16,21,25,20,22,36,56,101,109,90,49,34,18,27,15,14,2,1,""
15,0,1,9,7,5,11,27,16,23,25,42,46,79,64,85,64,24,19,11,13,10,3,0,1,""
16,4,2,2,3,8,14,15,22,18,50,31,37,62,77,88,80,37,21,12,9,26,8,6,3,""
17,4,3,3,4,6,6,8,13,22,38,30,49,62,63,23,45,31,14,2,6,10,3,3,3,""
18,0,0,0,4,9,8,15,14,26,27,26,49,35,79,65,58,41,14,15,12,17,5,3,5,""
19,0,0,1,8,11,19,13,13,15,-1,30,31,42,63,80,59,44,19,24,16,18,9,4,2,""
20,1,2,4,5,6,10,16,6,12,20,43,51,35,59,80,89,59,38,19,20,24,11,5,2,""
21,0,1,1,2,8,12,10,21,26,39,37,42,32,70,108,150,91,30,17,13,14,9,11,15,""
22,5,3,2,4,11,4,6,7,9,11,32,38,50,31,65,72,65,39,24,12,15,9,7,0,""
23,3,1,5,11,33,21,25,9,24,30,43,24,43,69,57,60,61,22,13,9,18,5,3,3,""
24,2,36,42,11,5,13,9,6,17,22,32,26,41,55,83,77,34,14,18,13,17,16,13,1,""
25,3,1,0,2,13,35,39,25,44,44,39,29,35,71,59,72,44,31,16,8,19,9,4,3,""
26,1,1,42,9,12,22,27,54,22,25,15,23,40,42,51,54,62,31,2,10,0,11,5,4,""
27,1,1,1,6,10,18,21,11,16,30,25,39,34,55,83,62,17,11,14,5,6,8,0,2,""
28,2,0,0,0,8,11,11,17,21,-1,34,30,22,38,60,86,51,32,18,26,15,10,7,7,""
29,1,6,5,6,7,16,14,10,12,21,19,31,30,34,82,61,52,32,15,8,14,7,4,1,""
30,3,20,14,0,3,14,19,14,23,27,39,46,62,45,39,54,64,30,8,12,22,11,8,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
