jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,8,3,1,2,1,7,4,2,3,1,4,9,12,19,21,17,19,22,29,21,26,27,29,20,""
02,17,1,1,3,8,1,7,4,2,3,7,8,7,22,18,22,24,15,32,22,31,28,22,24,""
03,13,8,4,4,3,5,-1,3,2,1,9,8,9,13,17,16,18,23,26,26,16,16,20,16,""
04,7,4,6,7,12,5,8,5,1,3,6,8,13,22,19,17,15,17,24,36,28,25,42,27,""
05,11,4,3,3,10,8,12,12,2,5,6,9,14,24,23,27,22,35,31,37,34,29,49,28,""
06,20,9,5,8,9,14,10,5,1,4,6,10,14,14,22,26,22,18,30,39,37,49,44,57,""
07,18,8,4,4,5,3,5,2,6,6,3,4,7,16,15,11,10,17,15,34,27,43,35,42,""
08,11,4,9,20,8,16,14,5,7,4,7,5,16,15,16,26,19,18,35,34,31,18,47,26,""
09,18,4,-1,10,12,11,11,14,5,3,2,7,14,19,26,32,30,37,31,32,41,45,41,37,""
10,16,12,6,19,14,10,9,12,2,1,6,12,18,21,24,33,32,29,52,44,32,37,50,39,""
11,19,10,16,19,17,9,17,14,7,2,8,6,15,16,19,22,26,29,30,33,37,39,56,45,""
12,24,20,5,8,9,14,14,8,5,4,7,4,11,17,24,34,23,28,30,26,36,38,44,41,""
13,31,9,15,10,23,21,23,14,12,3,3,4,7,21,14,42,25,27,47,44,54,37,41,45,""
14,35,13,11,27,15,17,16,6,8,2,9,13,21,13,17,28,27,23,41,25,30,53,66,45,""
15,30,18,11,17,18,25,19,8,4,6,9,4,14,18,22,22,27,33,33,25,41,42,60,34,""
16,16,10,15,15,19,9,16,7,2,2,2,13,16,23,25,42,28,28,34,34,30,64,45,29,""
17,19,12,13,12,9,11,11,6,6,1,5,18,16,19,35,35,24,34,45,34,41,35,49,34,""
18,18,19,3,9,11,11,10,9,4,7,7,5,19,28,17,29,19,28,33,26,31,29,34,27,""
19,35,13,11,14,15,10,9,10,8,4,2,10,15,17,23,35,28,31,50,29,33,40,45,41,""
20,43,19,10,13,11,21,12,6,8,1,4,10,19,35,23,35,32,36,40,40,37,32,30,40,""
21,27,12,8,6,9,14,16,9,6,3,11,12,13,16,28,24,23,27,35,27,34,24,27,25,""
22,18,9,9,10,13,11,3,7,3,7,6,9,11,19,27,34,33,32,42,26,17,23,24,26,""
23,20,12,6,10,13,8,7,7,2,5,5,9,18,20,25,20,26,24,37,25,32,27,39,19,""
24,15,7,6,10,10,11,11,5,5,8,4,13,9,24,16,33,25,21,19,18,33,27,30,19,""
25,18,14,6,11,5,11,6,14,10,1,4,14,17,17,28,19,34,26,32,32,29,50,32,41,""
26,12,15,10,6,7,4,12,3,7,4,7,5,12,12,24,27,19,28,33,19,22,20,33,32,""
27,12,7,9,12,9,17,7,1,-1,5,7,13,16,25,23,34,33,32,27,29,23,28,22,24,""
28,27,12,10,12,10,10,8,3,7,5,3,8,9,21,25,36,31,29,32,26,33,28,29,23,""
29,14,7,4,6,1,9,10,6,6,2,6,9,13,15,15,26,20,29,36,19,8,24,26,22,""
30,12,14,8,4,8,11,7,10,4,5,5,9,10,18,15,18,31,24,38,27,22,18,21,9,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]g$zh`}fIb,"a'k`nefkl'gl'cy"
