Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,13,11,10,2,11,14,8,12,5,5,7,9,9,18,18,22,14,12,21,24,17,30,13,22
2,16,13,8,-1,11,-1,8,4,4,7,8,8,12,25,20,16,19,24,13,24,18,26,19,26
3,18,7,6,6,7,19,9,4,6,10,10,17,15,23,22,19,18,18,14,25,30,29,23,13
4,12,8,7,9,10,10,7,6,10,10,7,9,22,23,15,21,14,22,22,16,24,19,29,11
5,14,10,10,6,8,11,7,9,5,8,7,10,14,24,27,18,26,26,12,24,28,21,14,22
6,11,10,6,2,13,7,7,10,4,9,8,13,17,22,19,15,13,16,12,22,24,21,20,14
7,17,8,2,4,8,9,10,8,-1,-1,12,14,16,20,24,25,12,21,33,23,25,20,19,17
8,9,8,9,12,18,11,9,7,7,15,4,10,20,17,35,19,13,16,19,18,16,14,25,12
9,18,13,7,8,2,13,7,9,7,8,7,9,18,19,18,21,20,20,21,14,27,34,19,19
10,15,11,-1,6,9,8,6,7,4,9,9,6,8,28,16,16,13,15,18,16,24,21,13,15
11,16,8,11,7,9,6,18,8,13,5,8,11,12,16,21,23,17,22,23,29,12,17,20,20
12,9,9,10,7,8,7,6,10,2,5,8,14,15,21,22,11,15,13,10,16,20,19,20,12
13,7,14,8,4,4,8,6,1,11,9,5,8,13,16,22,22,19,23,19,13,16,22,21,18
14,12,5,8,-1,6,11,8,12,4,7,9,12,12,24,20,18,11,13,23,15,21,14,15,15
15,13,4,7,8,7,4,9,6,9,6,8,17,13,23,27,18,22,15,22,26,19,14,18,12
16,13,8,13,4,9,8,5,13,9,9,10,15,14,21,26,22,18,7,10,19,34,23,21,14
17,15,8,7,8,2,9,8,12,10,10,9,18,16,14,23,13,19,14,22,18,20,19,16,16
18,11,13,9,7,4,14,9,8,6,6,15,9,15,27,18,22,17,20,14,20,24,12,15,19
19,23,11,5,3,5,5,6,6,4,10,6,24,27,18,28,13,15,20,22,12,23,16,20,9
20,10,14,11,7,6,8,7,7,5,3,9,19,17,19,25,26,20,19,16,19,20,27,10,15
21,-1,-1,6,6,6,-1,-1,-1,-1,5,13,13,15,19,26,21,28,16,15,14,14,28,-1,-1,-1
22,13,11,-1,-1,12,12,9,9,11,7,6,15,22,31,26,19,21,16,22,15,17,28,24,23
23,11,4,11,4,9,9,6,12,10,6,15,12,20,23,33,18,28,22,16,23,22,13,20,19
24,15,7,12,11,6,9,8,20,-1,-1,6,11,21,26,35,32,30,27,20,24,23,21,21,14
25,16,12,5,11,5,5,12,10,16,8,8,15,25,25,49,36,36,30,23,30,8,25,16,16
26,14,11,-1,12,5,6,7,12,11,8,4,11,20,38,49,41,31,30,23,35,26,26,13,16
27,12,5,15,3,11,8,3,3,7,12,5,15,15,36,41,46,38,31,35,14,32,19,22,10
28,-1,-1,-1,7,12,11,9,5,16,7,11,8,25,38,47,42,32,36,27,34,23,28,12,17
29,13,3,5,11,16,14,5,7,8,5,10,14,16,36,43,43,34,38,34,36,23,28,14,15
30,9,8,5,3,6,5,8,10,8,8,6,17,25,31,39,48,31,40,23,36,27,18,10,9
31,9,11,11,3,8,10,7,7,-1,17,7,9,30,37,35,35,47,35,28,25,30,28,19,13
