Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,38,40,31,40,53,53,61,60,51,51,44,15,10,12,9,21,20,78,12,5,6,21,21,35
2,39,31,48,24,36,47,45,61,41,41,34,27,9,14,10,13,12,11,7,8,12,13,20,25
3,30,40,25,34,41,41,47,41,52,41,88,27,16,16,14,6,16,10,5,3,7,9,23,33
4,29,33,34,29,34,28,44,29,42,30,21,17,42,12,9,38,61,50,100,76,94,78,22,23
5,33,29,37,32,28,28,38,42,30,48,18,23,13,69,16,21,8,22,4,14,90,28,16,28
6,23,41,29,33,31,33,39,38,45,27,21,14,17,15,15,11,14,6,6,3,9,17,26,31
7,23,43,35,31,33,45,34,42,38,48,31,15,42,36,29,14,13,19,91,70,11,13,26,30
8,35,38,25,37,28,22,36,33,32,24,38,14,14,7,17,11,11,14,7,61,63,43,26,37
9,30,33,36,32,27,32,44,43,42,25,23,20,30,9,16,5,4,26,7,12,28,68,64,26
10,38,30,40,24,35,35,31,53,57,71,51,68,106,47,29,14,18,9,10,6,8,14,22,30
11,25,19,30,34,15,40,23,29,35,26,18,20,14,8,7,11,5,7,9,5,6,13,21,33
12,32,42,42,29,29,22,30,31,48,124,76,117,62,32,63,9,10,26,114,132,87,27,24,28
13,34,29,30,27,32,27,36,29,24,24,21,14,19,9,15,12,8,9,5,7,6,16,21,31
14,30,27,37,27,33,34,36,35,29,21,17,9,14,5,13,6,11,9,3,12,8,15,11,33
15,35,29,21,31,32,34,23,24,27,32,25,20,11,13,8,9,2,11,1,9,7,16,19,21
16,24,33,23,28,26,41,30,28,33,32,23,13,22,9,10,4,4,8,10,4,16,16,21,30
17,28,34,36,22,25,29,31,25,19,26,19,12,13,9,9,5,11,7,10,6,9,20,22,32
18,27,28,32,32,42,34,28,32,35,26,35,21,24,8,7,8,9,7,4,8,6,20,27,25
19,40,29,34,39,25,28,24,24,24,20,13,10,15,11,7,7,7,14,4,5,14,39,24,19
20,29,24,33,34,37,25,37,46,27,16,15,16,30,12,12,13,9,5,13,5,19,19,44,41
21,45,36,37,44,38,48,42,36,39,39,27,20,18,8,7,12,19,5,8,10,8,19,34,45
22,35,40,21,35,36,39,37,37,41,35,31,20,15,14,13,8,8,6,1,15,11,11,24,30
23,47,48,48,27,46,37,39,34,30,28,26,13,14,12,9,19,25,9,14,7,8,19,18,32
24,51,54,48,51,34,68,37,43,24,31,28,25,21,21,9,9,14,16,106,20,27,29,40,49
25,57,74,74,64,43,57,48,40,39,42,29,44,15,10,7,7,12,11,35,14,33,23,39,46
26,71,57,70,55,60,51,62,36,41,36,24,27,16,14,4,3,15,10,13,9,19,27,33,58
27,79,73,65,56,50,57,55,59,17,37,18,17,15,17,11,9,9,7,7,5,14,27,56,63
28,72,63,63,58,65,59,59,49,94,53,21,17,14,42,11,13,9,10,6,12,18,29,64,78
29,96,91,80,74,67,62,62,58,42,27,22,26,27,10,8,5,5,4,4,5,14,13,38,71
30,67,85,71,61,38,55,51,61,95,23,8,22,8,14,7,8,10,10,3,9,16,31,45,71
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
