Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,17,9,12,15,15,20,11,9,5,3,5,-1,-1,-1,-1,20,17,25,24,27,28,27,25,27
2,16,8,5,12,17,10,12,8,3,1,4,5,17,20,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,12,6,7,4,12,13,9,6,2,4,4,8,8,27,20,24,22,29,23,27,33,25,16,16
4,7,4,2,11,10,-1,6,5,2,5,3,4,6,9,16,35,26,19,19,27,34,38,42,12
5,10,8,16,7,10,7,7,8,-1,1,4,10,12,23,24,21,13,17,10,10,15,30,17,15
6,17,14,8,9,13,7,11,8,7,4,4,5,11,24,25,16,25,31,24,26,33,32,19,18
7,12,12,11,11,11,10,12,2,1,-1,3,5,18,20,27,36,35,26,31,32,23,37,26,15
8,14,3,12,10,14,10,5,9,2,5,1,4,15,19,16,32,46,25,28,27,17,25,33,24
9,25,20,5,2,10,8,10,5,3,4,8,2,14,17,22,29,20,22,18,23,27,37,20,24
10,9,6,6,6,10,10,11,5,1,8,6,10,12,24,20,22,20,36,31,25,26,22,25,15
11,8,6,8,2,-1,-1,-1,5,1,-1,-1,-1,12,4,-1,29,26,35,31,40,29,29,17,23
12,13,7,5,5,13,14,5,3,1,2,4,10,13,23,28,-1,-1,19,29,33,32,30,16,16
13,10,11,12,17,16,10,10,6,10,8,4,7,11,23,28,34,26,23,24,31,32,39,12,13
14,19,5,8,9,15,8,6,5,5,2,6,10,22,22,27,36,18,32,28,20,19,27,29,16
15,9,6,5,6,7,9,7,5,2,2,8,20,22,14,9,18,34,16,25,22,17,15,12,7
16,8,13,6,5,13,5,10,6,3,-1,4,9,10,16,17,16,20,19,19,15,24,19,15,14
17,15,11,4,3,8,6,13,5,4,3,6,10,16,13,30,29,17,25,13,22,18,39,15,20
18,7,11,6,7,7,6,6,5,5,6,2,8,21,22,26,26,31,34,12,20,34,33,20,12
19,9,4,4,3,7,6,10,10,4,7,4,12,14,23,22,20,17,31,25,36,28,25,24,11
20,18,14,6,8,7,6,7,12,5,6,1,15,15,28,31,31,35,26,28,30,20,34,18,24
21,15,4,7,5,4,2,3,7,2,4,1,7,13,15,26,28,43,41,30,36,29,25,20,13
22,8,5,3,2,10,10,7,9,5,5,2,9,13,20,37,23,35,33,35,30,31,24,14,13
23,20,14,8,14,11,10,3,5,3,11,8,7,21,27,44,36,29,44,19,18,30,23,13,12
24,14,12,7,5,9,8,6,-1,5,2,1,7,7,20,32,38,40,50,32,37,24,35,33,15
25,8,11,6,5,16,8,16,5,2,8,4,10,12,21,35,37,42,40,33,35,34,15,12,-1,-1
26,10,10,-1,-1,9,10,8,7,5,4,5,12,21,34,49,63,49,55,58,40,32,30,23,20
27,10,16,9,8,4,4,8,5,3,4,5,8,10,32,50,61,50,57,52,43,45,24,19,15
28,-1,-1,-1,9,7,5,5,8,4,7,4,12,26,26,54,34,59,65,56,47,29,21,17,21
29,15,5,14,12,6,7,6,3,5,11,9,10,20,34,39,81,60,54,58,46,41,41,18,13
30,17,9,5,8,8,15,13,6,5,4,12,10,28,40,60,59,57,53,43,55,40,32,21,22
31,11,4,6,6,13,12,7,4,4,4,2,16,20,26,45,58,57,55,45,37,38,21,25,17
