Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,25,14,13,17,12,27,18,35,54,30,45,39,47,55,89,53,69,41,24,30,34,37,56,40
2,22,15,17,11,18,19,36,24,27,35,55,45,31,48,67,45,61,49,40,65,73,28,24,20
3,10,21,46,18,19,32,15,19,58,52,50,63,73,61,65,53,38,43,45,30,27,39,55,54
4,77,51,77,63,94,56,83,54,35,33,43,24,31,60,65,82,49,51,41,20,24,24,13,8
5,12,14,36,25,34,57,46,65,78,25,64,59,63,58,68,61,36,31,30,29,16,21,31,16
6,17,19,16,5,21,22,28,27,49,21,32,33,39,42,50,36,51,25,32,11,12,19,29,17
7,22,23,18,8,16,14,8,29,28,31,49,28,26,40,37,45,30,32,32,30,51,60,59,63
8,72,76,54,49,53,28,47,30,11,19,34,42,41,48,72,67,61,59,42,25,42,64,65,83
9,51,61,34,34,53,62,55,47,34,49,76,53,40,25,20,24,45,26,48,100,86,30,39,34
10,74,87,47,52,57,57,53,17,36,26,49,33,38,88,83,58,60,45,82,69,68,31,54,46
11,66,111,121,99,92,120,73,61,35,23,23,27,26,17,26,36,24,30,49,64,91,78,93,111
12,85,88,90,82,42,15,9,14,6,17,66,67,62,80,64,56,64,30,25,33,27,17,28,34
13,16,20,11,8,13,18,33,36,43,74,61,64,70,44,35,36,26,16,20,29,26,16,27,25
14,23,23,24,45,25,25,58,52,43,39,54,29,43,63,56,62,-1,-1,-1,-1,-1,-1,22,58
15,43,47,59,60,55,66,84,90,60,32,41,45,44,54,72,70,73,38,41,52,23,30,50,25
16,55,66,60,41,58,54,89,111,87,64,54,65,74,41,42,32,42,23,33,80,49,64,64,51
17,37,47,46,56,32,39,36,37,40,28,61,47,65,62,67,60,67,75,54,38,47,33,35,18
18,24,23,16,30,30,29,17,20,70,58,62,79,70,96,100,69,47,40,49,42,50,29,68,55
19,50,35,57,37,35,44,53,68,69,69,94,47,53,62,44,-1,88,114,112,18,1,-1,-1,2
20,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,18,13,58,55,57,28,45,34,24,20,51,62,72,63
21,68,58,21,29,39,44,45,36,53,80,95,103,93,59,68,38,117,42,33,79,119,104,23,-1,-1
22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,130,48,32,51,85,67,56,51,45,33,60,62,79
23,76,70,105,92,98,74,62,38,20,20,40,41,50,60,57,19,45,32,26,49,59,34,71,50
24,41,44,30,24,27,13,20,19,28,56,58,47,37,50,29,28,40,30,33,85,81,53,106,94
25,71,59,40,15,17,19,26,17,27,31,52,65,49,55,40,53,57,63,33,39,38,47,70,48
26,79,62,58,55,58,98,74,78,126,83,89,57,44,52,52,68,52,47,40,20,53,51,57,79
27,74,82,47,49,72,70,119,127,88,104,63,137,68,52,104,99,30,32,24,21,23,29,33,40
28,57,57,51,28,41,60,48,72,67,60,51,60,42,52,66,28,17,10,15,14,22,16,48,24
29,42,28,34,48,59,83,63,48,46,48,82,67,43,59,29,43,44,24,31,27,19,22,20,14
30,28,20,14,18,24,39,52,40,70,72,62,58,27,1,75,84,35,16,28,27,31,15,33,29
31,26,36,51,55,57,49,71,73,87,28,64,31,37,64,82,51,51,47,65,55,56,66,77,55
