jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,29,36,49,41,45,52,32,39,30,27,27,28,28,19,38,24,12,8,17,37,24,24,6,14,""
02,10,18,17,36,37,45,47,40,33,31,17,30,17,16,27,21,18,17,33,48,20,23,66,46,""
03,24,35,51,46,53,42,31,17,23,14,55,36,19,20,14,16,14,11,15,19,22,8,13,13,""
04,23,51,73,77,76,64,68,48,31,41,44,29,34,21,24,17,23,31,23,14,31,24,7,21,""
05,23,28,25,61,57,50,33,31,26,19,22,27,35,36,17,7,14,25,43,25,20,28,17,18,""
06,32,29,43,13,19,37,40,26,30,29,23,37,36,25,21,18,6,4,35,38,27,28,31,40,""
07,43,58,30,26,35,59,52,50,39,33,37,29,29,19,15,20,9,16,20,22,21,22,15,20,""
08,30,36,40,45,60,45,46,38,40,23,27,19,22,20,35,22,6,9,16,29,37,25,23,18,""
09,54,27,21,40,48,35,33,28,38,27,28,40,49,37,27,27,16,17,15,14,31,16,16,19,""
10,27,28,33,42,47,32,32,26,36,38,49,25,27,20,22,27,17,17,63,36,28,18,13,15,""
11,23,28,29,49,45,47,40,31,18,23,32,48,34,25,22,16,23,16,12,15,11,22,13,31,""
12,29,26,36,36,32,27,41,32,25,30,21,26,13,21,19,5,4,6,1,6,10,12,20,6,""
13,13,11,17,20,37,18,32,21,21,25,30,33,18,20,15,9,12,9,11,13,11,18,22,37,""
14,25,17,22,17,17,24,19,31,21,20,25,29,26,25,15,10,7,19,24,19,20,13,14,16,""
15,24,23,37,34,45,25,22,27,20,26,39,41,25,25,24,27,17,18,12,16,25,27,18,15,""
16,28,45,50,42,52,43,32,32,26,45,39,37,30,28,17,12,10,30,45,30,17,27,16,35,""
17,26,31,35,55,57,39,44,49,24,34,37,24,24,0,0,31,25,12,26,31,21,15,0,0,""
18,25,29,54,54,57,51,38,23,27,25,39,27,0,0,44,0,20,0,0,0,8,12,8,17,""
19,32,31,57,65,51,31,32,31,24,37,19,35,15,10,10,18,10,11,0,0,36,23,29,29,""
20,24,22,38,28,25,19,22,42,62,17,76,19,20,9,5,4,11,22,86,36,0,73,30,22,""
21,30,25,11,16,24,48,28,25,25,34,34,27,25,19,8,9,6,6,27,27,17,15,11,15,""
22,35,34,22,17,18,29,31,24,31,23,27,35,40,12,2,2,9,5,34,41,35,19,32,33,""
23,33,23,29,18,19,23,21,49,34,31,34,26,30,17,7,12,9,11,10,15,20,12,9,17,""
24,23,25,32,41,48,35,26,26,26,19,13,30,35,24,24,12,19,16,16,13,0,14,8,7,""
25,24,35,22,23,20,14,18,33,21,11,13,23,24,18,3,2,9,9,29,29,23,9,14,14,""
26,20,10,10,6,38,50,35,25,31,32,30,31,8,11,5,7,3,6,24,28,16,20,22,15,""
27,28,24,13,7,6,7,28,33,40,27,32,37,36,29,9,6,10,2,22,30,24,10,31,22,""
28,35,59,31,12,11,4,24,39,22,30,25,22,24,18,14,8,8,6,16,18,14,18,13,27,""
29,14,26,17,11,26,27,33,27,34,30,28,36,29,20,13,8,6,5,10,6,4,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,11,4,21,19,23,17,""
31,25,18,21,13,32,32,22,20,16,12,12,11,11,10,8,8,7,-1,3,11,16,6,5,-1,""
