jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,57,56,45,58,61,72,102,80,102,116,112,117,110,94,65,74,58,35,42,44,51,41,63,49,""
02,56,47,40,45,44,66,76,69,98,52,121,102,113,88,78,49,25,19,24,17,17,15,42,45,""
03,51,41,42,59,66,58,59,33,43,44,53,87,110,56,33,61,29,51,56,53,61,37,24,52,""
04,61,87,104,123,137,137,132,104,108,123,120,69,63,97,31,16,18,25,25,35,23,26,20,35,""
05,51,31,34,52,56,71,71,64,70,91,99,44,64,53,29,31,22,13,25,32,38,41,29,29,""
06,45,66,79,98,103,114,89,69,77,113,90,63,59,61,52,41,48,22,14,28,26,22,30,32,""
07,66,59,67,92,76,70,77,50,97,92,89,102,101,74,70,82,49,15,14,19,22,15,40,51,""
08,59,67,95,101,91,100,96,95,87,96,76,63,67,78,58,42,44,40,35,48,49,53,24,21,""
09,35,29,22,33,49,33,33,27,15,19,26,26,35,31,36,33,22,28,19,21,34,33,42,50,""
10,57,77,44,46,56,70,50,22,41,25,42,63,37,36,49,25,38,14,18,18,29,30,16,22,""
11,36,39,91,107,96,100,78,89,56,101,131,130,111,115,86,59,49,39,42,24,39,54,29,46,""
12,69,75,87,97,59,50,35,47,90,115,95,83,42,80,72,49,38,36,36,43,48,33,23,23,""
13,47,83,83,122,120,122,98,84,52,48,105,71,101,112,76,55,48,46,39,52,64,53,34,20,""
14,19,45,37,72,89,134,87,73,96,103,71,84,120,96,44,72,65,50,36,45,46,42,44,43,""
15,19,21,43,46,50,32,51,49,111,114,121,127,107,121,93,90,67,36,32,46,51,54,54,54,""
16,71,97,121,153,106,84,60,44,98,85,92,97,111,86,91,66,52,52,49,52,65,38,60,58,""
17,78,57,145,162,151,153,118,110,126,148,139,132,117,110,99,92,50,37,44,47,49,51,22,42,""
18,54,44,72,69,111,100,82,76,56,42,46,41,59,77,86,59,48,25,15,25,22,44,57,67,""
19,99,88,133,139,116,114,110,90,76,116,67,37,52,91,80,70,47,31,34,35,37,22,17,18,""
20,50,85,96,138,133,112,94,75,32,16,28,80,73,63,65,25,11,10,17,26,42,53,12,14,""
21,36,35,28,38,69,77,105,73,85,81,85,116,102,113,92,52,44,57,46,53,35,14,18,-1,""
22,-1,-1,-1,-1,-1,-1,-1,65,57,16,42,98,113,114,73,74,60,41,56,70,65,76,46,36,""
23,22,33,64,52,68,48,46,51,112,101,51,43,80,73,66,54,67,41,62,53,48,47,45,61,""
24,83,57,72,129,108,99,63,48,89,72,74,74,84,63,47,24,40,43,35,37,28,29,40,49,""
25,55,26,34,40,32,25,36,27,30,18,20,31,24,38,23,20,16,20,10,10,10,15,18,31,""
26,47,53,99,78,87,86,92,88,46,54,24,78,75,72,66,61,24,38,38,32,42,54,62,27,""
27,17,42,60,68,39,67,87,61,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,16,52,34,""
28,12,29,35,39,38,64,82,94,-1,40,-1,-1,-1,-1,16,34,30,38,35,46,53,66,68,63,""
29,59,49,34,59,73,57,56,48,92,91,121,113,67,96,89,80,52,54,46,57,66,65,57,22,""
30,31,55,80,54,59,17,26,33,70,57,90,105,101,108,82,36,57,22,33,49,58,48,34,44,""
31,33,46,98,108,130,139,111,126,65,95,64,53,66,88,91,76,58,32,24,17,17,22,62,-1,""
