jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,""
02,0,1,1,0,0,0,0,0,0,0,1,1,6,0,0,1,0,2,2,0,1,2,13,25,""
03,35,28,30,45,62,55,43,80,54,41,42,36,44,33,24,37,64,31,32,56,23,10,31,28,""
04,34,33,38,44,84,72,156,135,103,187,27,37,30,14,17,21,27,9,12,8,7,16,13,8,""
05,14,9,16,15,34,27,18,15,22,10,29,16,35,35,25,23,11,10,11,42,44,42,15,20,""
06,20,17,15,15,36,14,23,28,21,29,31,33,47,27,28,15,23,26,15,9,25,26,30,23,""
07,22,19,13,24,28,36,53,20,19,20,31,19,92,16,26,14,13,-1,-1,-1,12,16,15,14,""
08,13,13,13,18,40,33,30,18,37,51,37,41,23,22,38,25,17,8,16,11,13,24,17,19,""
09,18,20,10,18,17,41,23,23,19,16,33,28,28,28,21,14,15,11,9,15,18,11,14,12,""
10,9,7,11,11,16,28,16,12,11,7,7,43,13,14,6,19,11,10,6,25,2,9,10,9,""
11,1,4,14,10,9,8,4,9,6,9,31,16,38,24,17,19,15,7,13,11,26,12,10,13,""
12,17,11,11,54,13,29,14,11,13,14,49,16,35,27,14,15,9,13,35,12,15,37,6,9,""
13,14,11,9,7,21,95,26,14,12,26,26,11,18,17,15,22,33,14,17,7,11,16,9,13,""
14,7,9,22,7,24,30,16,22,18,12,13,20,25,9,13,9,6,12,2,6,11,10,18,16,""
15,19,9,9,3,-1,-1,-1,-1,-1,4,31,19,38,19,8,20,7,33,17,7,12,15,16,9,""
16,7,8,11,17,38,43,20,14,7,10,34,13,18,28,7,19,18,5,7,9,18,11,8,11,""
17,6,11,17,8,19,13,27,27,12,13,9,12,14,8,23,13,4,3,5,5,14,11,8,8,""
18,6,10,21,7,18,15,10,15,11,17,16,12,8,8,13,8,7,6,11,3,17,51,42,7,""
19,18,9,12,14,15,23,10,8,7,13,13,29,65,14,4,6,4,26,7,22,21,28,12,15,""
20,8,16,17,19,26,27,16,29,7,28,101,15,12,7,8,13,6,6,4,6,7,6,7,7,""
21,14,16,7,9,10,20,11,7,16,10,12,13,5,10,8,7,2,7,4,4,11,11,8,7,""
22,7,12,14,14,18,9,12,8,19,12,9,17,11,13,12,9,6,5,5,4,4,7,7,11,""
23,10,11,10,12,13,20,15,12,10,11,14,13,16,14,15,13,16,7,9,6,13,14,12,11,""
24,11,16,12,16,17,22,13,5,16,14,15,19,15,10,13,9,10,4,3,13,8,7,5,9,""
25,11,11,20,13,14,10,1,-1,6,12,19,17,9,12,10,17,7,11,26,17,11,18,12,9,""
26,16,18,15,17,32,33,19,13,10,23,42,16,14,17,20,13,11,7,3,6,23,18,45,12,""
27,10,12,17,15,14,56,50,27,11,11,12,15,34,213,163,166,11,62,8,13,12,6,4,4,""
28,8,9,6,12,6,8,8,5,2,9,11,7,27,8,6,7,13,4,4,2,5,7,4,3,""
29,4,16,10,5,9,8,7,6,6,11,12,8,14,10,5,11,5,7,10,4,3,4,6,2,""
30,6,8,9,4,1,7,3,8,5,9,8,10,7,13,7,4,5,5,3,3,3,6,6,5,""
31,3,6,11,8,12,8,7,6,13,12,11,10,7,11,9,6,4,7,5,3,5,6,5,12,""
