jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,65,115,134,91,96,116,101,125,121,103,130,169,196,223,249,218,166,180,161,61,106,54,52,52,""
02,65,63,67,105,124,136,140,116,95,118,159,190,184,234,268,221,174,178,154,106,85,124,78,84,""
03,102,104,152,97,108,121,123,134,103,116,191,237,259,331,267,228,205,185,201,168,162,183,131,109,""
04,92,127,95,135,192,164,167,201,163,168,206,219,276,351,267,227,240,229,143,150,93,119,100,74,""
05,83,83,164,116,119,193,147,127,108,132,174,210,213,213,196,162,131,122,110,102,103,104,102,110,""
06,154,151,200,166,188,123,131,130,114,119,152,190,204,196,195,178,166,105,110,99,91,75,91,40,""
07,77,106,108,133,103,128,109,141,98,106,170,197,186,213,204,183,193,115,161,129,171,157,77,67,""
08,99,130,118,131,120,126,135,123,108,130,133,192,191,234,191,207,158,172,92,114,128,90,142,105,""
09,92,143,140,155,166,133,145,161,107,154,171,185,194,275,197,189,136,105,113,202,102,56,84,72,""
10,104,118,180,115,111,138,129,135,124,153,134,202,208,207,197,154,113,117,154,93,98,94,161,71,""
11,79,75,106,104,111,163,124,165,145,133,149,217,210,168,177,252,117,148,163,129,106,129,24,58,""
12,99,82,92,112,142,144,151,105,119,163,192,200,221,249,180,183,200,145,185,84,105,121,142,79,""
13,68,138,177,143,97,118,123,117,111,134,186,194,200,187,161,175,223,207,173,103,96,106,57,116,""
14,96,160,139,132,86,101,123,152,106,122,172,210,189,166,154,134,139,129,131,156,77,140,79,42,""
15,89,122,101,102,115,116,135,89,125,119,108,145,188,197,179,122,107,102,110,73,83,94,64,40,""
16,104,132,92,119,71,44,50,56,39,53,62,72,99,111,61,74,54,46,62,35,39,51,21,25,""
17,33,38,129,154,77,108,107,98,73,120,127,146,153,111,158,126,119,57,36,20,61,32,39,27,""
18,43,44,53,47,78,64,56,81,100,85,102,111,110,133,106,113,72,78,66,51,51,38,46,35,""
19,42,34,56,76,75,99,99,88,65,79,91,124,105,124,108,96,74,95,93,59,60,48,47,24,""
20,37,55,54,46,66,82,99,76,53,92,93,137,122,122,133,110,95,85,66,48,41,32,44,42,""
21,71,53,108,59,67,70,157,65,72,64,73,120,97,112,112,103,76,84,76,154,56,90,43,53,""
22,37,57,75,61,81,66,72,75,59,88,89,112,93,107,140,92,78,74,65,45,35,45,40,56,""
23,52,94,103,56,65,104,77,91,65,77,107,93,121,116,83,122,89,95,60,42,23,70,13,4,""
24,7,13,20,13,15,17,20,18,18,18,24,21,20,25,23,53,193,154,168,108,65,136,98,65,""
25,52,65,127,244,135,120,182,175,116,100,112,129,133,161,212,254,133,151,109,135,79,116,66,81,""
26,93,152,92,120,209,130,146,112,88,113,107,145,175,161,164,173,169,119,119,85,70,142,58,75,""
27,69,79,119,127,140,130,131,115,103,101,106,133,162,187,168,130,97,90,79,60,83,106,73,81,""
28,82,131,121,88,123,108,110,101,105,135,110,143,149,186,174,129,119,109,110,108,101,81,65,70,""
29,90,118,94,229,175,218,212,188,143,170,175,214,220,255,310,291,215,228,223,196,221,172,143,225,""
30,227,212,183,230,194,170,253,221,112,153,263,222,192,324,227,259,171,170,280,150,161,186,258,157,""
31,142,184,210,203,171,244,183,174,157,139,175,194,203,186,216,247,128,209,150,106,84,146,111,-1,""
