jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,78,94,104,88,93,91,108,111,105,86,87,62,70,70,55,48,41,48,57,44,62,81,76,97,""
02,82,78,104,96,118,103,101,88,98,86,98,71,73,69,43,46,42,49,44,58,63,69,78,68,""
03,81,89,106,115,107,121,116,116,88,89,79,81,75,74,79,76,53,58,64,57,73,77,98,96,""
04,101,111,121,139,146,134,158,155,110,92,80,71,80,58,43,62,62,52,59,53,74,49,77,70,""
05,85,89,108,106,100,96,91,81,87,94,76,86,67,61,57,36,36,39,40,50,51,45,76,73,""
06,71,76,83,93,103,87,95,80,90,73,68,60,73,59,44,47,32,32,36,52,73,59,66,73,""
07,81,81,83,113,81,84,88,83,69,70,57,59,51,50,44,48,41,42,48,51,56,67,72,82,""
08,66,76,96,101,112,88,91,87,82,65,74,65,65,54,50,41,52,41,35,53,57,78,61,84,""
09,66,81,72,110,126,104,101,79,73,72,68,66,64,47,56,52,43,53,36,49,55,65,64,78,""
10,68,85,87,103,107,121,106,75,78,66,57,73,47,50,57,51,47,32,32,47,72,62,70,66,""
11,69,71,100,102,110,108,97,85,75,82,73,74,71,63,58,48,33,37,42,42,61,61,73,72,""
12,73,84,95,118,115,102,106,96,79,56,55,71,84,59,53,39,45,32,37,45,57,79,71,64,""
13,65,109,91,118,118,112,92,78,68,72,63,67,58,64,67,35,38,40,42,44,53,69,76,93,""
14,73,91,83,108,126,102,90,89,87,74,80,68,50,45,50,46,49,29,35,47,59,59,78,84,""
15,84,93,104,116,116,106,93,95,76,83,78,73,56,60,47,48,49,30,37,53,58,61,84,61,""
16,72,108,112,106,119,111,86,77,82,70,81,71,60,56,39,38,36,31,28,49,57,81,80,61,""
17,82,85,121,131,119,130,100,76,87,68,68,58,60,47,36,50,34,38,43,44,66,65,78,76,""
18,99,84,109,125,135,115,80,78,76,96,93,73,50,53,52,33,36,30,40,56,58,71,76,76,""
19,107,77,116,130,112,103,82,77,80,89,80,74,63,47,43,48,24,27,29,45,57,65,69,67,""
20,76,88,108,113,125,100,64,102,68,78,62,73,58,57,41,39,40,33,36,52,65,79,79,62,""
21,84,95,98,100,119,96,81,76,80,70,76,72,57,49,42,37,44,32,30,38,35,57,80,87,""
22,71,103,122,101,115,90,92,76,81,85,81,56,56,54,49,37,52,40,36,42,43,63,64,72,""
23,70,78,99,88,84,79,81,83,72,84,81,77,55,44,43,45,36,30,34,51,51,58,73,68,""
24,65,81,108,90,101,95,95,67,55,73,65,70,75,60,53,30,29,40,29,37,52,66,66,72,""
25,75,88,86,104,83,85,71,63,70,79,78,74,59,64,38,36,29,31,42,44,58,52,71,71,""
26,74,94,84,96,94,82,65,73,68,84,61,76,48,48,49,41,37,29,35,41,58,63,71,61,""
27,85,64,88,90,83,94,90,72,71,76,58,76,73,48,53,40,31,32,45,52,40,55,59,71,""
28,88,83,103,85,81,93,73,71,60,73,61,69,68,40,55,42,29,43,26,30,55,66,77,76,""
29,80,82,89,96,88,75,77,68,67,68,79,71,53,57,33,26,39,35,38,46,56,48,63,74,""
30,95,85,107,101,92,87,70,94,81,85,76,77,71,47,42,49,42,45,36,41,48,60,66,80,""
31,98,89,105,100,101,89,88,97,80,69,76,59,73,80,47,39,36,32,46,51,42,75,61,-1,""
