Sep,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,10,11,16,20,11,14,22,16,11,4,9,8,8,4,4,11,7,15,9,5,5,4,7,7
2,8,11,7,6,6,13,14,9,4,15,5,7,2,11,4,6,4,7,9,4,12,8,8,16
3,13,18,14,20,15,12,13,15,9,9,11,6,20,9,13,6,7,6,7,1,4,9,4,9
4,11,11,15,7,12,21,7,12,7,6,13,4,5,10,6,9,7,6,2,4,8,8,12,7
5,7,14,12,6,12,11,8,4,31,33,6,8,7,8,11,8,4,5,4,2,8,6,8,10
6,8,13,17,6,15,16,8,7,11,7,10,5,4,8,9,4,8,6,4,6,4,9,11,6
7,11,11,12,16,6,14,7,12,12,16,5,8,5,10,15,5,4,6,2,10,5,13,3,10
8,12,19,15,12,19,18,12,5,8,7,6,9,3,7,7,9,5,5,6,7,8,7,15,13
9,11,16,11,8,18,17,5,9,6,12,13,4,7,6,10,6,6,0,1,3,6,3,10,11
10,15,19,19,12,15,11,16,18,27,15,7,11,7,8,12,7,4,5,1,4,7,3,6,7
11,8,13,18,9,6,13,7,20,14,13,10,11,11,5,9,7,6,2,2,10,10,10,4,4
12,8,19,14,7,10,20,10,13,12,6,7,10,6,5,2,8,8,3,3,3,8,16,15,11
13,15,21,16,11,14,11,15,18,12,9,9,5,9,8,15,11,5,8,7,3,10,7,18,12
14,12,17,25,4,17,16,26,19,22,6,9,12,10,17,11,13,5,7,3,7,3,6,13,7
15,6,5,7,12,12,10,15,10,7,11,6,3,10,11,3,6,4,3,8,4,17,4,12,8
16,9,14,11,5,11,15,6,8,14,8,13,7,7,3,7,5,1,9,4,3,8,2,6,3
17,12,6,6,10,9,10,9,9,13,6,6,4,2,6,5,1,5,3,1,4,2,1,3,5
18,3,3,5,7,9,9,6,5,8,13,6,3,3,6,4,3,2,3,1,1,3,3,3,2
19,3,1,2,3,3,16,5,8,6,12,10,3,11,3,7,9,7,1,1,0,5,8,7,5
20,6,4,9,14,12,12,12,10,10,17,18,9,12,13,16,13,15,12,5,9,10,13,16,13
21,11,30,30,30,44,24,16,12,12,17,17,14,12,19,13,12,6,7,9,7,10,5,13,16
22,25,26,14,23,23,36,21,25,23,24,15,27,18,24,14,12,9,8,6,5,10,26,21,8
23,8,16,24,24,37,38,21,23,28,39,32,22,22,27,10,17,7,20,13,10,21,28,24,21
24,28,25,34,23,42,33,33,25,13,23,9,16,12,14,20,16,22,5,10,9,14,19,19,24
25,20,22,21,21,30,18,28,26,22,19,16,21,29,17,21,18,11,14,14,14,17,19,22,24
26,25,31,11,18,30,25,30,28,33,30,29,25,27,21,25,15,7,8,9,10,13,19,17,13
27,17,14,18,15,13,20,17,22,38,28,22,21,24,18,26,13,18,13,5,14,17,17,24,26
28,17,27,29,24,32,21,26,24,17,30,29,16,23,22,13,8,10,9,6,10,13,21,22,14
29,15,24,15,25,25,34,31,20,13,26,12,16,10,10,7,5,10,5,13,13,19,21,22,22
30,27,24,25,30,28,33,31,35,28,21,28,28,22,17,12,14,9,8,10,5,15,12,16,22
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
