May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,6,3,10,12,21,16,23,21,18,24,20,26,-1,-1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,4,9,12,17,21,18,12,-1,-1,-1,24,-1,-1,-1
3,31,34,29,24,19,25,9,11,6,3,2,6,3,12,17,14,22,20,14,29,33,30,21,44
4,40,30,35,32,24,19,-1,9,10,-1,5,4,10,13,20,14,23,20,25,29,33,31,28,32
5,36,29,30,33,22,9,7,4,4,5,2,4,13,12,12,18,19,14,24,37,27,34,29,27
6,26,26,24,30,24,11,10,9,5,3,2,10,10,15,21,18,21,20,25,24,25,32,31,29
7,27,26,-1,-1,-1,-1,-1,-1,-1,2,-1,6,10,18,9,16,16,24,20,20,17,22,33,30
8,39,-1,-1,-1,-1,-1,-1,-1,-1,6,2,7,13,8,14,12,18,13,19,17,26,26,19,19
9,16,20,12,25,19,17,11,5,3,6,7,10,9,14,12,14,22,17,13,26,21,23,23,28
10,22,18,26,19,18,20,-1,2,5,7,6,6,12,14,14,27,21,26,15,35,31,32,33,17
11,27,11,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,6,11,19,25,27,19,24,18,29,33,26
12,20,-1,-1,-1,30,10,-1,-1,-1,3,6,6,6,5,15,15,14,15,17,30,22,16,14,27
13,20,26,17,27,19,23,14,7,3,5,3,6,15,15,15,14,15,11,20,17,18,22,21,11
14,19,15,18,-1,-1,-1,15,5,5,8,4,9,10,12,8,13,19,20,18,25,25,17,15,15
15,12,-1,-1,-1,-1,-1,-1,-1,6,1,3,3,8,13,16,19,16,18,17,14,21,25,17,18
16,16,18,19,15,32,15,18,8,5,2,7,5,8,11,8,18,19,18,29,18,27,29,18,21
17,14,21,18,21,16,16,15,7,3,3,2,2,12,10,18,28,20,19,22,24,24,25,21,23
18,15,8,7,9,19,12,11,10,5,1,4,6,8,10,16,11,20,23,17,15,18,10,15,7
19,20,7,12,17,15,10,10,6,5,5,3,5,7,8,19,19,17,16,11,16,15,13,14,20
20,8,14,14,18,15,16,15,12,9,6,7,5,8,18,29,18,22,12,17,23,29,25,20,22
21,17,7,20,11,19,19,13,5,3,3,2,3,9,11,8,29,26,22,29,24,35,22,20,15
22,9,10,14,15,20,9,11,6,1,3,6,6,10,12,17,25,16,13,17,19,15,23,18,8
23,12,11,13,13,15,15,12,6,6,3,7,3,8,12,29,14,14,17,17,16,12,17,15,21
24,13,9,10,-1,13,16,8,9,6,3,6,9,10,12,20,24,15,28,18,21,26,18,20,21
25,17,8,9,-1,-1,-1,-1,-1,-1,2,-1,-1,8,10,18,13,18,22,12,20,16,17,27,26
26,11,12,-1,18,-1,-1,-1,-1,3,3,6,8,9,9,19,11,24,13,18,17,15,12,18,11
27,6,13,8,-1,-1,12,11,9,9,3,4,8,4,11,8,14,9,14,20,22,16,13,25,21
28,10,8,9,-1,20,9,8,7,8,5,6,5,13,13,20,15,23,13,15,14,14,21,19,23
29,15,12,-1,-1,-1,-1,-1,-1,-1,2,3,4,-1,7,12,13,16,15,9,15,15,22,14,8
30,10,14,13,18,20,-1,12,2,5,-1,6,2,12,10,14,15,16,14,15,16,18,12,16,11
31,6,12,11,15,20,-1,-1,-1,5,5,5,6,10,5,16,20,30,22,8,19,17,20,20,14
