May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,19,14,24,52,59,70,93,100,82,107,114,153,181,272,202,207,184,103,100,92,79,73,40
2,30,21,47,76,91,110,124,135,131,157,228,251,260,331,277,202,191,149,184,137,129,93,60,58
3,48,47,39,57,87,135,145,136,154,155,227,237,286,270,323,309,254,229,184,147,118,99,73,53
4,58,54,56,51,85,91,114,109,177,209,282,349,354,323,341,325,271,264,200,168,102,80,69,58
5,53,43,38,50,73,84,125,125,168,180,228,359,309,345,383,292,253,209,227,195,106,88,50,32
6,26,35,45,50,81,105,122,105,135,135,162,216,217,261,295,287,248,199,132,140,93,61,65,36
7,33,29,45,63,60,93,106,120,159,206,212,293,303,309,388,430,392,237,188,151,105,93,83,-1,-1
8,12,38,53,51,92,98,107,169,158,146,207,267,277,283,295,280,257,221,178,157,103,89,75,43
9,46,36,40,77,91,91,108,124,142,161,227,265,304,338,291,307,265,230,213,147,107,92,90,57
10,44,64,43,79,105,126,115,139,126,159,202,209,230,240,252,213,227,178,144,120,112,70,66,74
11,40,31,93,82,80,94,127,113,125,114,175,204,149,189,204,200,198,196,152,118,115,100,86,45
12,39,39,48,54,79,107,97,110,131,140,136,196,203,235,264,261,194,174,151,108,76,53,53,46
13,47,71,34,55,48,75,112,128,128,136,146,174,204,218,190,181,141,104,83,74,75,49,40,30
14,24,30,33,36,75,84,119,118,154,152,148,158,175,217,213,200,196,197,122,100,94,78,44,42
15,44,42,44,47,75,119,124,127,174,162,184,207,188,198,216,200,179,140,116,78,77,82,67,41
16,31,35,43,59,77,123,123,157,136,147,162,191,194,218,236,175,160,155,117,93,70,56,44,51
17,36,46,46,69,88,107,119,163,140,174,220,203,203,235,257,247,208,178,165,120,104,96,78,58
18,63,60,75,94,147,174,196,217,201,174,193,195,205,231,234,246,267,216,176,141,139,89,70,61
19,58,53,68,70,121,146,154,196,217,296,280,-1,-1,-1,-1,-1,288,283,160,104,96,77,68,65
20,57,64,56,66,104,155,164,173,201,197,230,219,185,247,284,308,234,220,148,112,94,109,104,58
21,67,66,78,126,146,152,180,192,222,229,244,255,280,294,305,281,213,181,130,147,116,120,104,69
22,65,56,62,83,91,159,189,187,201,190,178,215,196,200,272,237,169,166,125,95,87,65,72,55
23,42,43,51,88,98,146,182,202,192,156,209,206,226,241,242,213,216,180,110,81,78,70,68,57
24,40,48,56,71,81,119,140,191,162,152,196,190,213,193,235,164,169,167,122,138,90,76,51,45
25,36,37,57,61,93,124,160,180,204,205,206,146,171,152,196,212,145,174,142,112,75,74,69,64
26,61,53,46,143,137,108,129,160,156,170,182,196,222,231,293,257,224,182,122,144,108,81,69,71
27,124,86,54,146,114,127,127,186,166,199,222,228,237,233,220,237,189,131,120,91,97,78,75,64
28,53,48,53,73,117,120,148,182,183,162,217,188,177,238,241,226,183,164,129,122,98,111,-1,-1,-1
29,46,47,55,60,76,106,117,141,146,131,152,159,211,220,192,190,143,116,83,62,76,87,58,56
30,41,48,48,57,76,74,72,84,86,88,97,102,128,162,117,107,87,53,92,84,58,52,50,33
31,23,20,34,36,47,62,87,85,110,102,110,138,182,185,171,105,71,94,77,78,80,73,53,40
