May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,171,190,187,106,55,254,278,283,278,293,251,235,204,200,189,143,120,112,108,109,134,143,133,152
2,159,177,195,259,223,265,290,341,332,294,259,215,240,192,154,147,134,95,107,105,149,144,178,191
3,180,201,247,226,261,315,336,318,320,243,260,262,221,194,169,152,127,121,93,131,158,160,152,139
4,186,192,229,267,255,321,342,292,282,305,255,234,218,202,166,147,115,112,103,141,141,129,150,135
5,136,164,190,222,182,251,331,326,319,328,253,213,222,185,149,107,105,115,103,122,138,118,145,171
6,199,163,218,237,251,290,290,299,326,332,280,208,200,171,162,174,135,120,123,133,137,117,144,149
7,150,157,168,170,139,159,266,252,222,298,291,230,224,151,154,150,116,100,102,110,114,146,169,138
8,188,198,220,275,272,285,287,309,311,332,279,263,220,201,169,154,108,99,96,117,119,172,163,158
9,101,61,226,220,243,283,301,304,300,277,263,275,249,188,167,163,142,141,124,134,144,160,144,182
10,205,201,240,230,290,290,337,320,321,292,273,253,237,210,174,145,139,107,108,104,107,158,168,120
11,84,167,236,224,247,290,328,371,315,300,273,264,235,185,183,149,180,117,97,117,138,128,89,94
12,62,111,155,73,119,269,336,354,344,266,271,262,203,215,182,161,170,129,106,118,144,168,183,178
13,187,231,238,228,270,265,277,261,235,254,267,245,243,175,211,163,139,105,104,122,134,150,179,144
14,152,189,240,167,123,222,319,316,288,300,273,266,240,218,207,205,148,149,152,130,143,138,150,137
15,159,114,118,279,288,285,331,308,312,298,322,234,260,204,196,137,127,139,127,121,148,113,122,141
16,167,196,240,258,299,337,301,325,347,291,289,279,242,191,183,165,122,122,133,117,162,116,150,186
17,218,240,252,248,282,331,331,335,330,332,264,276,233,202,206,157,153,128,136,158,150,148,159,172
18,176,224,245,299,312,360,350,352,291,296,327,245,231,220,201,214,143,153,130,153,195,182,209,227
19,227,251,227,281,341,322,338,389,346,314,311,266,231,215,201,139,124,136,133,157,153,184,163,177
20,150,246,278,286,363,311,330,340,309,296,243,231,243,207,188,196,159,144,103,151,157,152,179,206
21,139,235,278,265,294,282,253,320,294,302,269,263,248,216,204,169,147,172,149,157,170,170,168,186
22,186,218,278,307,301,303,307,311,244,205,234,248,258,219,203,172,168,148,140,131,171,172,188,193
23,195,181,173,154,244,302,336,307,326,339,300,269,227,227,208,148,149,125,112,118,163,118,173,174
24,201,161,282,296,315,301,319,250,274,258,241,242,217,216,194,187,173,172,162,194,171,159,190,169
25,211,210,254,287,290,336,270,283,258,294,311,277,283,241,230,217,192,201,146,176,159,202,216,247
26,261,276,274,305,349,339,358,360,322,320,345,338,274,262,225,211,184,176,169,176,167,155,157,248
27,236,267,303,277,315,362,363,347,312,268,271,284,297,276,222,196,190,170,146,162,180,158,191,204
28,244,263,289,296,336,352,350,372,355,304,256,263,252,243,240,166,138,137,139,142,141,179,138,154
29,162,207,202,61,90,301,329,359,297,276,243,237,218,242,217,199,173,152,135,128,94,126,84,166
30,194,211,283,316,297,357,372,379,317,313,287,246,256,260,212,177,195,155,99,141,148,179,128,152
31,220,221,85,240,319,354,355,331,320,344,323,301,255,208,199,214,151,166,137,178,123,149,169,203
