may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,50,10,4,4,3,5,2,5,10,9,11,7,16,9,8,8,7,5,6,5,7,4,3,2
02,8,5,0,3,0,5,6,2,7,10,23,18,20,14,11,16,13,7,10,9,1,8,7,8
03,3,2,1,2,1,6,4,0,5,7,10,16,14,18,12,21,12,7,12,10,11,18,8,8
04,6,11,1,4,0,2,7,2,5,11,17,11,15,14,15,30,10,15,13,19,11,12,19,10
05,19,10,2,7,6,3,5,4,10,14,33,23,29,20,20,19,22,14,20,8,7,22,13,16
06,9,6,3,10,6,3,4,7,11,18,29,22,20,26,16,29,22,10,3,4,4,13,4,17
07,21,10,8,14,6,5,3,5,11,5,11,12,21,13,19,14,14,10,6,4,4,11,3,6
08,20,6,8,14,8,3,7,1,5,22,12,17,26,20,23,24,29,24,19,19,3,14,15,0
09,0,5,16,13,9,8,1,6,6,14,13,16,15,12,27,17,23,20,14,8,5,21,12,8
10,0,21,4,12,6,3,3,2,11,20,11,16,29,16,7,0,0,0,0,0,5,17,23,9
11,23,3,3,5,5,2,6,5,5,7,8,8,16,11,11,7,18,7,18,10,10,10,9,13
12,10,16,3,10,1,1,1,4,4,17,0,0,21,22,12,8,12,2,9,7,6,11,5,9
13,18,18,3,13,12,5,6,8,3,7,10,11,15,21,14,11,14,16,12,10,5,14,4,14
14,21,7,17,10,3,2,1,2,9,6,19,7,12,10,9,14,10,7,8,7,2,8,11,3
15,0,1,0,3,8,2,1,4,7,6,5,8,11,11,5,10,10,6,10,11,6,11,2,2
16,3,4,4,6,2,3,6,6,1,7,4,9,11,12,13,15,11,7,9,4,5,14,24,7
17,17,8,6,9,7,1,6,3,5,8,0,0,21,16,11,10,7,9,14,4,3,0,6,7
18,16,1,14,18,7,2,3,0,3,4,12,7,19,9,4,4,12,11,4,12,19,10,11,13
19,19,16,4,5,4,6,2,4,1,17,11,10,14,21,6,15,22,4,10,8,8,17,4,8
20,9,5,5,13,10,3,6,2,4,7,14,12,17,10,9,20,9,16,8,9,6,15,12,3
21,7,2,1,6,2,2,2,0,0,5,10,9,8,11,7,14,14,11,5,9,5,15,3,6
22,17,3,8,7,8,3,4,3,7,5,8,4,11,7,8,12,24,7,13,6,1,10,4,3
23,11,2,4,5,9,6,3,7,27,5,5,6,9,11,5,11,10,11,15,6,5,24,6,14
24,15,9,1,6,0,2,0,1,1,5,10,6,12,10,7,9,10,6,12,8,13,18,13,0
25,15,0,7,10,4,6,2,10,5,10,6,20,22,6,8,13,14,19,19,11,6,21,12,11
26,22,22,12,8,10,10,9,3,9,7,15,6,5,7,3,12,10,6,13,18,11,24,4,0
27,18,5,7,8,2,0,1,7,8,2,18,0,0,19,13,14,10,9,9,3,6,6,3,13
28,20,7,7,5,5,4,2,3,4,8,8,6,16,9,6,10,18,7,17,7,12,17,9,13
29,24,7,5,15,4,7,1,3,5,9,8,5,17,11,8,8,22,19,12,8,7,15,20,12
30,19,6,7,11,1,8,2,2,4,6,13,10,11,13,9,13,17,12,13,7,6,16,13,14
31,17,12,1,11,2,1,6,3,8,4,9,3,21,10,3,11,17,8,14,16,7,0,0,0
