May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,8,7,3,4,3,5,-1,2,-1,1,-1,5,1,1,4,6,8,10,9,9,7,10,16,10
2,10,1,4,6,5,4,6,-1,-1,3,2,11,5,4,4,10,8,6,9,12,8,15,9,7
3,12,4,3,-1,-1,4,2,2,-1,5,-1,-1,-1,-1,-1,6,9,6,9,14,7,19,18,10
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,2,2,8,5,2,5,14,27,17,11,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,4,8,7,2,8,7,11,16,21,30,26,10
7,6,2,1,2,5,1,5,4,3,2,-1,5,8,8,10,10,7,10,9,9,15,14,17,16
8,7,-1,-1,6,-1,-1,-1,-1,-1,2,4,4,6,9,8,9,6,7,9,28,24,23,19,9
9,9,5,4,5,1,2,-1,-1,4,2,2,1,10,7,10,8,3,1,12,12,23,18,22,15
10,10,-1,-1,-1,-1,-1,-1,2,3,2,4,7,9,5,6,10,12,9,10,13,20,15,19,13
11,10,6,7,5,4,2,4,2,3,2,1,4,7,6,7,7,6,13,8,13,14,27,22,17
12,8,4,2,4,5,2,5,-1,1,7,4,2,-1,9,7,8,7,8,8,12,6,20,18,14
13,16,12,2,3,7,4,4,4,2,-1,-1,-1,8,3,14,7,12,3,3,12,15,19,10,17
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,11,10,14,12,17,15,20
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,8,9,7,-1,7,5,12,7,21,30,-1,-1,-1
16,12,7,4,6,4,13,7,3,9,3,1,8,11,8,13,9,9,6,9,8,17,25,24,22
17,10,11,7,4,3,7,14,7,3,-1,3,2,7,10,14,11,12,12,10,17,23,16,28,13
18,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,13,14,15,15,7,10,15,14,23,23,16
19,3,-1,-1,-1,-1,-1,-1,6,2,2,1,4,5,12,7,9,10,11,15,12,18,26,32,25
20,-1,-1,10,5,3,10,13,9,4,3,-1,5,8,10,6,6,13,10,10,13,24,23,17,29
21,21,11,4,-1,5,8,7,5,2,1,5,4,10,11,12,11,9,5,12,9,19,26,24,27
22,6,7,4,1,-1,-1,-1,-1,2,3,1,6,11,13,6,14,7,5,9,8,17,23,23,9
23,8,8,4,-1,-1,-1,5,3,2,1,3,2,12,10,11,9,6,8,16,10,25,21,19,8
24,16,6,-1,-1,-1,-1,6,2,-1,1,3,5,6,10,14,10,12,7,11,18,17,15,9,15
25,17,7,5,10,3,1,1,1,2,2,2,10,13,25,16,15,12,8,17,11,22,16,17,21
26,12,11,-1,3,10,4,-1,8,7,4,3,10,12,8,11,14,10,11,9,14,19,16,13,15
27,19,10,4,6,5,4,7,1,1,3,7,7,8,15,16,14,7,7,10,13,23,24,20,21
28,11,5,6,3,4,5,4,1,3,4,2,4,5,12,8,12,13,4,5,15,13,17,24,17
29,7,6,3,3,3,7,8,7,5,4,5,4,8,8,10,9,4,7,6,6,15,15,10,9
30,19,7,-1,4,2,2,9,4,6,4,5,3,1,8,13,6,4,9,5,13,13,15,13,15
31,12,7,5,3,8,2,9,3,1,1,3,3,9,8,7,10,11,3,4,8,11,19,20,27
