jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,35,28,33,35,67,53,56,54,54,63,51,48,44,49,32,26,15,12,14,14,12,20,31,18
02,23,39,43,47,50,58,37,73,111,65,55,49,34,31,41,21,11,21,17,22,29,28,43,24
03,32,39,44,69,77,77,52,74,83,49,54,68,53,60,43,35,28,43,28,47,55,106,129,25
04,25,41,54,95,133,114,60,153,255,416,429,243,197,134,72,43,28,21,31,23,30,22,17,4
05,14,15,18,26,73,36,37,40,17,16,13,29,35,16,22,12,5,16,9,9,10,13,18,6
06,11,9,15,19,35,25,13,27,24,32,19,45,24,17,13,13,9,13,10,7,16,13,14,2
07,4,16,27,30,25,23,47,43,35,56,24,25,21,26,10,12,8,11,7,8,9,14,14,6
08,9,30,28,16,24,47,29,36,22,26,64,23,19,26,10,9,12,17,9,9,15,10,15,6
09,6,13,10,25,34,24,18,19,29,24,31,27,90,11,30,15,11,11,16,22,13,14,27,11
10,4,16,11,26,34,14,37,50,17,29,22,20,21,10,4,3,3,9,12,6,12,15,8,7
11,3,12,15,52,23,28,25,43,21,14,24,15,8,4,4,1,4,2,3,9,8,11,7,5
12,5,27,20,13,19,17,15,23,6,4,11,13,10,7,1,7,5,5,7,6,5,17,35,8
13,4,10,13,40,53,35,30,27,50,30,20,20,12,10,5,9,7,13,11,11,13,9,11,2
14,6,7,10,7,20,34,29,32,20,13,10,21,15,8,9,3,8,8,8,6,6,8,11,2
15,2,5,26,13,21,20,20,44,33,36,28,18,13,13,11,15,8,4,6,3,6,11,5,3
16,4,16,14,19,27,23,16,35,28,32,31,13,21,37,18,7,5,4,4,10,8,6,25,2
17,3,12,8,9,18,11,15,26,20,7,18,15,5,5,11,5,18,7,5,5,6,8,8,1
18,1,9,9,15,38,25,15,22,30,13,13,16,10,6,4,8,2,2,4,6,13,9,6,11
19,3,3,7,12,12,10,25,25,27,13,10,12,4,22,3,4,2,4,3,6,7,10,10,1
20,5,20,7,15,23,24,34,33,23,9,8,11,22,7,7,6,3,4,5,4,6,8,11,6
21,8,9,7,12,23,12,-1,37,9,25,8,30,16,7,5,1,2,4,14,3,10,4,4,1
22,1,4,18,25,23,22,50,20,25,15,16,13,20,20,19,8,6,5,5,2,11,11,3,1
23,9,8,9,9,24,37,13,27,19,21,45,36,15,13,11,3,9,6,6,4,11,10,6,3
24,3,22,7,13,16,11,11,15,10,10,6,20,17,7,5,3,5,6,3,11,3,2,6,-1,-1
25,1,15,7,8,13,4,33,40,10,2,6,31,17,7,5,2,12,6,5,9,4,9,4,1
26,15,4,5,9,14,21,15,26,29,11,15,28,21,15,5,4,3,4,3,4,3,11,9,3
27,4,4,9,11,14,16,16,26,13,9,8,15,26,3,6,6,3,3,7,5,4,5,10,3
28,2,10,8,18,38,30,20,32,18,11,13,8,10,8,5,18,3,3,8,3,4,4,4,2
29,3,9,5,10,12,12,14,16,23,25,38,29,10,11,12,12,3,5,3,11,16,13,8,1
30,8,6,4,10,30,14,19,40,25,44,32,18,14,8,7,9,40,5,7,6,11,7,9,3
31,3,6,10,15,25,16,23,30,59,96,17,12,11,15,12,5,4,3,5,12,6,11,8,3
