Nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,51,73,57,40,26,35,8,-1,20,17,18,35,50,45,81,62,47,62,62,73,63,67,47,57
2,42,40,37,31,-1,-1,-1,12,11,23,27,24,36,53,60,70,76,70,79,88,72,68,60,39
3,76,50,57,40,25,20,29,17,18,18,29,37,56,43,69,68,69,64,82,89,82,86,67,87
4,58,54,53,42,-1,21,-1,-1,-1,18,31,34,42,73,72,48,48,63,48,70,60,51,70,60
5,54,51,31,25,21,23,-1,12,-1,14,19,30,39,60,72,63,56,57,63,66,63,56,47,57
6,57,60,55,43,-1,-1,-1,9,11,18,28,38,33,61,47,80,72,81,58,90,64,65,61,77
7,47,59,42,34,24,14,17,16,28,17,34,33,44,62,67,49,45,47,53,63,73,75,76,55
8,45,58,37,47,21,31,20,13,14,16,22,39,50,42,64,63,52,70,61,38,54,65,61,59
9,58,43,42,33,22,-1,11,10,11,22,20,48,54,61,82,55,52,71,64,58,40,55,58,59
10,53,51,48,38,-1,-1,20,18,20,13,28,44,57,89,80,68,54,69,72,62,54,80,71,74
11,76,53,-1,25,34,25,22,17,23,24,42,41,59,89,68,89,76,79,91,70,74,79,82,67
12,66,63,52,43,32,21,23,12,17,16,23,46,53,80,72,95,68,86,77,89,77,79,69,72
13,61,61,42,36,24,20,12,20,14,18,27,42,52,68,74,57,70,65,74,56,56,54,62,58
14,71,58,45,42,32,21,14,10,15,15,23,30,51,74,76,60,62,62,69,75,83,64,72,69
15,69,45,48,37,15,30,11,15,18,25,28,43,53,66,94,64,68,64,61,66,64,59,95,61
16,81,68,46,44,29,20,22,15,24,24,31,46,64,71,74,66,77,86,83,63,69,58,71,83
17,50,35,-1,-1,-1,-1,-1,-1,14,24,21,25,52,58,69,78,90,74,71,65,79,80,77,55
18,-1,48,46,43,26,17,10,24,12,14,15,26,30,55,94,82,49,68,64,66,70,74,93,86
19,64,52,39,34,19,21,21,12,19,27,24,32,38,77,63,82,79,75,88,71,92,93,86,93
20,71,70,46,22,41,20,14,16,13,20,17,-1,40,82,96,77,76,77,80,73,99,117,99,77
21,94,72,71,63,32,19,20,13,13,25,24,37,52,60,49,95,73,93,79,92,90,88,88,95
22,82,-1,43,45,-1,-1,16,19,19,19,31,50,75,89,105,68,62,61,58,89,68,77,72,100
23,77,57,52,28,26,21,23,12,25,26,35,64,55,88,87,5,111,108,98,98,105,88,111,86
24,75,67,64,45,49,37,30,29,22,29,26,57,60,100,92,2,81,88,77,99,105,85,93,90
25,65,87,70,36,52,-1,-1,-1,-1,23,27,54,72,88,93,71,88,63,-1,78,81,115,95,87
26,81,63,49,51,41,29,23,19,20,32,28,35,53,83,81,97,106,111,129,110,90,91,87,75
27,69,55,61,40,44,20,21,12,18,20,23,45,50,74,64,68,74,72,92,92,95,88,77,80
28,68,74,57,36,25,-1,-1,-1,-1,22,29,34,84,85,103,70,65,70,75,93,83,86,79,75
29,65,71,72,68,53,37,42,15,-1,25,43,46,48,75,94,87,69,62,75,90,84,57,97,103
30,78,70,60,50,59,24,31,25,29,32,29,34,60,83,89,9,87,98,107,93,81,92,99,85
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
