mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,76,51,43,55,74,75,90,80,54,48,39,54,20,31,14,12,10,8,17,20,34,51,42,69,""
02,45,37,30,39,68,50,44,61,80,79,85,54,51,19,20,12,13,14,24,18,38,53,69,47,""
03,57,51,43,47,57,101,70,93,116,122,65,49,33,23,21,27,12,10,20,27,39,46,108,106,""
04,85,47,62,71,104,99,70,86,80,56,74,62,47,51,43,21,23,16,18,26,48,60,83,90,""
05,92,78,78,85,99,124,76,104,85,106,80,98,56,47,32,36,27,25,31,41,52,79,103,110,""
06,93,98,82,81,81,120,92,74,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,63,66,48,46,30,43,26,22,15,8,14,28,18,29,53,-1,""
09,35,28,22,36,32,33,33,38,44,40,51,34,47,26,15,16,8,8,14,7,20,35,40,44,""
10,37,35,28,47,72,94,100,79,67,90,66,55,47,33,32,26,20,13,21,28,57,49,84,81,""
11,57,58,61,63,65,93,59,83,82,89,114,77,48,33,20,22,19,23,28,35,52,52,71,71,""
12,67,56,53,96,74,90,77,69,83,58,83,84,67,39,36,40,27,14,22,25,34,60,87,80,""
13,66,55,64,103,96,95,118,97,92,83,95,71,46,31,46,26,18,22,21,27,41,43,54,80,""
14,69,61,72,82,72,76,63,66,85,71,98,77,34,31,28,29,26,17,19,23,34,66,83,84,""
15,80,71,58,88,75,87,84,60,110,72,99,56,52,37,28,17,22,21,21,27,36,64,82,82,""
16,87,63,75,75,91,98,76,88,118,111,68,73,42,37,31,29,21,20,18,27,42,61,89,98,""
17,66,55,60,89,79,97,111,84,128,123,149,73,67,31,40,43,43,24,42,35,42,81,86,110,""
18,103,86,75,132,119,113,110,112,104,122,119,87,76,49,42,41,26,24,28,39,59,70,101,133,""
19,89,90,102,92,87,94,128,129,110,117,112,81,65,59,50,47,29,28,22,40,51,78,92,108,""
20,94,106,90,102,104,112,113,113,144,129,148,82,62,52,44,21,16,25,28,36,49,66,101,72,""
21,119,83,92,97,108,99,78,97,109,129,127,91,70,93,47,51,23,29,31,39,67,99,95,114,""
22,124,91,82,119,100,103,100,111,118,119,98,95,66,65,38,32,28,26,30,40,55,85,101,129,""
23,120,119,100,93,124,120,105,122,134,158,121,127,93,44,50,45,30,28,37,48,61,85,133,138,""
24,129,98,79,85,124,137,98,107,126,99,113,103,97,73,44,30,24,23,22,42,65,68,89,93,""
25,82,68,56,90,96,96,112,113,132,111,127,97,63,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,48,120,127,155,128,122,62,41,32,37,22,11,22,36,36,54,84,91,""
27,91,64,80,85,95,109,101,98,126,110,117,102,63,33,41,33,24,18,19,31,36,63,67,94,""
28,62,87,113,93,100,111,134,105,74,100,88,86,68,29,46,30,20,19,16,38,50,83,113,108,""
29,104,87,53,85,91,101,82,92,78,106,92,84,50,31,37,40,13,16,19,26,38,58,94,84,""
30,85,59,59,81,96,102,90,114,100,99,96,76,-1,-1,-1,-1,-1,6,19,23,36,67,65,58,""
31,73,70,57,71,49,50,34,80,76,79,58,48,46,32,26,24,21,18,12,24,31,69,-1,-1,""
