mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,25,29,21,18,19,20,28,24,17,14,12,14,7,7,3,8,3,5,5,8,24,25,29,""
02,15,14,17,21,12,18,19,20,12,17,18,12,11,9,8,4,4,6,8,3,14,9,29,24,""
03,17,26,21,20,16,17,14,12,18,16,14,11,7,14,4,8,5,4,7,6,13,15,22,21,""
04,21,22,24,23,14,13,20,13,17,27,16,20,11,8,8,3,6,3,6,10,14,23,18,26,""
05,28,27,17,33,14,14,23,11,26,14,9,8,7,7,6,5,-1,4,8,6,7,14,13,21,""
06,23,21,21,27,16,21,4,20,23,16,12,4,10,5,5,6,8,8,9,8,18,16,12,19,""
07,23,22,22,21,28,9,13,16,18,15,11,15,6,6,10,4,3,11,5,11,18,16,23,29,""
08,26,24,20,28,22,26,13,22,20,12,21,9,7,7,8,7,8,3,4,9,6,19,20,24,""
09,21,28,21,31,12,21,18,23,18,15,19,14,4,6,3,5,8,5,9,6,10,21,29,26,""
10,9,22,19,17,19,23,17,18,25,20,11,11,13,7,5,4,9,6,8,8,12,21,19,22,""
11,21,24,18,19,23,15,11,14,17,12,13,11,9,10,6,4,8,8,3,7,9,26,25,25,""
12,19,20,23,24,18,10,14,15,19,14,15,16,8,3,5,7,4,9,4,9,8,21,19,21,""
13,25,17,29,24,21,21,21,16,28,16,16,19,7,8,14,7,2,5,10,10,13,15,21,14,""
14,27,18,26,20,27,20,17,17,19,12,15,22,7,2,4,6,6,2,5,10,13,13,18,23,""
15,35,21,25,24,18,14,24,15,18,14,12,6,2,5,9,7,5,1,10,12,8,18,19,15,""
16,18,19,28,16,19,20,10,14,22,17,18,9,9,4,6,4,5,4,7,2,9,17,16,24,""
17,28,25,25,21,27,15,15,14,20,13,14,11,6,6,7,3,3,3,4,13,12,13,15,30,""
18,16,28,22,23,22,28,15,18,18,18,17,10,10,6,-1,5,1,6,3,7,17,19,19,10,""
19,16,22,22,25,22,32,28,17,25,18,16,9,5,13,8,8,3,9,6,9,14,20,23,11,""
20,24,21,23,15,25,13,28,18,23,22,14,6,8,4,9,6,3,7,8,6,13,15,25,25,""
21,15,23,38,23,20,21,12,11,17,22,10,18,4,11,9,5,6,5,7,5,9,18,23,20,""
22,17,21,29,19,20,14,24,18,17,8,20,5,13,4,6,6,4,3,11,5,4,15,27,26,""
23,16,18,21,17,18,15,15,24,17,10,14,12,12,7,2,4,4,7,4,4,13,20,21,27,""
24,24,26,25,26,14,16,19,20,24,21,14,22,12,11,5,11,6,5,7,12,7,27,20,14,""
25,18,15,15,23,17,14,20,16,15,25,15,11,10,10,6,13,6,9,3,7,13,16,20,24,""
26,17,26,31,27,18,21,18,29,25,20,25,13,12,5,9,-1,5,8,2,5,11,4,21,17,""
27,19,20,23,22,20,15,12,12,22,28,21,13,9,10,7,6,5,9,2,4,12,20,16,17,""
28,25,22,24,21,18,22,22,26,27,26,12,11,5,8,6,4,4,3,6,6,8,14,16,15,""
29,21,25,19,22,14,20,21,26,21,22,15,9,13,9,4,7,2,4,9,4,8,13,14,19,""
30,13,16,12,16,22,20,17,23,24,18,17,10,14,10,8,4,5,3,7,1,12,16,17,21,""
31,20,20,28,16,29,15,14,21,22,15,12,12,10,10,8,7,3,3,3,5,-1,-1,-1,-1,""
