Mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,25,14,8,4,15,5,8,18,9,26,20,19,28,36,45,54,71,72,54,49,43,47,41,40,""
2,38,31,21,9,10,12,7,12,15,8,20,30,26,14,9,28,89,61,43,50,31,42,48,48,""
3,48,39,26,22,8,12,10,14,23,17,14,14,29,47,61,80,93,75,52,58,65,53,47,50,""
4,47,44,27,17,32,28,25,17,19,10,18,29,21,46,47,53,64,82,87,40,90,71,61,30,""
5,40,43,33,24,14,11,22,14,11,18,21,26,61,27,22,39,52,49,40,64,120,86,74,44,""
6,45,34,37,23,11,18,15,26,12,21,25,29,23,13,21,16,46,25,44,58,33,35,45,39,""
7,27,47,16,16,7,8,7,14,17,21,12,5,16,24,30,26,32,30,34,55,44,52,36,32,""
8,56,36,30,25,10,8,7,6,10,6,14,8,13,22,16,5,31,24,21,39,35,34,44,36,""
9,60,40,31,24,11,12,23,11,10,17,11,11,18,26,21,36,45,45,43,48,46,45,56,46,""
10,43,45,35,12,18,11,12,15,14,22,14,19,20,13,22,37,47,51,41,39,35,46,66,58,""
11,59,56,17,23,18,5,4,10,16,15,23,38,34,37,43,59,62,86,76,54,45,59,79,89,""
12,79,62,48,22,14,14,22,14,12,28,14,23,25,31,33,47,57,57,64,47,52,50,60,66,""
13,51,55,31,17,15,4,11,4,4,13,10,9,11,31,12,12,18,18,18,20,38,40,37,53,""
14,43,18,23,13,3,2,15,9,8,6,5,3,6,15,12,5,19,14,30,42,33,26,65,43,""
15,37,30,9,11,11,4,11,4,3,10,3,3,9,33,15,30,34,69,50,81,64,56,75,104,""
16,125,47,14,5,3,5,12,18,11,8,9,7,14,30,48,48,48,63,59,49,64,61,64,64,""
17,77,43,25,26,9,7,12,10,18,10,8,16,13,14,13,26,40,34,44,48,48,57,87,63,""
18,90,48,40,26,10,7,14,13,11,14,13,15,19,28,28,57,45,63,41,23,48,43,69,65,""
19,76,43,15,3,7,-1,4,9,9,13,12,8,9,13,17,42,38,40,20,36,44,64,26,17,""
20,27,30,16,7,12,6,13,7,9,5,8,17,25,18,9,20,27,23,22,12,13,10,27,28,""
21,16,20,10,16,9,3,9,7,7,8,7,11,8,17,21,22,10,14,30,29,23,35,50,28,""
22,33,43,15,12,7,10,7,7,13,17,6,19,10,11,25,26,33,28,37,24,30,25,72,54,""
23,69,36,20,12,13,14,10,5,12,14,6,21,12,12,14,25,35,27,48,24,42,50,66,70,""
24,65,29,24,19,13,12,9,6,11,8,11,12,25,11,24,23,23,32,24,32,42,41,46,28,""
25,30,21,10,13,4,7,2,11,4,2,6,6,10,10,19,22,23,30,42,34,23,30,54,36,""
26,44,28,40,11,15,12,7,5,4,6,7,7,12,14,11,18,20,20,20,26,39,33,27,36,""
27,41,25,16,14,11,8,7,8,6,15,14,17,21,27,36,22,21,16,24,39,31,27,37,26,""
28,16,15,8,10,8,5,6,6,8,10,1,13,12,17,16,11,-1,8,20,15,24,15,18,41,""
29,34,30,15,9,5,8,9,3,3,7,10,8,6,7,14,29,22,23,16,16,30,12,29,22,""
30,32,20,17,11,20,4,7,3,6,10,19,5,7,4,26,16,29,23,23,20,23,36,32,31,""
31,54,36,21,16,8,7,4,3,3,6,4,11,14,20,14,14,30,25,13,19,28,30,25,26,""
