mar,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,2,53,65,36,44,39,33,18,26,23,21,18,17,18,26,32,26,""
02,30,36,44,59,55,36,37,46,39,55,43,35,31,38,29,27,16,9,21,16,24,26,28,34,""
03,30,34,40,41,50,43,34,40,56,38,32,35,30,30,35,14,20,21,23,14,19,29,41,23,""
04,42,28,35,51,46,38,28,29,32,53,45,36,39,39,31,28,26,19,15,16,20,33,28,-1,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
06,-1,-1,-1,-1,-1,-1,-1,51,41,48,34,38,38,35,32,25,19,13,14,23,21,22,33,30,""
07,46,30,45,59,59,54,45,41,38,44,57,56,40,34,39,33,18,22,22,15,19,38,20,37,""
08,33,37,29,52,27,45,41,47,34,33,41,40,45,37,24,29,28,15,13,18,34,26,28,35,""
09,40,41,31,38,42,31,40,56,52,42,45,44,42,38,39,21,23,21,16,25,23,21,40,40,""
10,33,42,29,38,49,43,48,34,53,51,50,45,57,30,35,27,20,18,24,27,23,24,38,35,""
11,36,42,33,39,48,39,35,33,51,49,36,40,25,37,26,26,16,14,18,18,22,28,30,39,""
12,32,33,39,39,33,30,41,38,54,47,48,42,23,35,23,29,23,18,17,19,26,19,27,26,""
13,43,36,35,50,38,38,29,43,50,52,49,37,27,37,35,23,28,15,19,18,21,23,27,39,""
14,34,41,34,36,43,46,47,45,42,46,50,52,41,42,37,16,14,17,18,19,28,37,26,28,""
15,44,36,36,68,47,37,40,37,42,41,42,35,29,39,31,24,17,18,13,18,10,23,19,37,""
16,45,26,41,44,54,35,36,33,43,43,47,40,23,28,34,30,18,12,18,22,26,32,42,36,""
17,33,35,32,32,37,36,60,40,44,52,42,33,34,35,27,24,31,14,10,13,23,29,34,43,""
18,31,41,45,49,53,54,-1,-1,-1,-1,-1,39,35,26,32,18,15,20,14,15,18,26,31,34,""
19,38,51,39,48,49,38,39,38,33,54,56,37,35,37,26,24,22,14,17,11,13,22,33,32,""
20,36,30,39,50,42,54,41,40,48,38,51,38,36,43,28,22,17,20,13,12,23,18,27,29,""
21,28,30,43,53,59,48,41,45,44,41,26,51,38,38,28,23,17,16,19,18,29,34,29,36,""
22,34,28,42,46,50,52,55,46,45,48,50,38,37,35,37,25,25,24,14,19,21,17,27,29,""
23,34,34,43,39,47,27,48,35,39,61,35,60,35,33,37,31,19,13,14,16,14,35,30,29,""
24,45,30,41,56,40,51,50,51,50,48,47,42,46,33,37,29,24,19,16,16,28,24,41,33,""
25,39,33,39,40,52,37,36,47,43,60,49,57,49,47,34,27,19,17,12,9,23,15,31,35,""
26,31,38,48,49,44,39,52,50,45,61,48,47,40,45,45,38,21,13,13,11,21,22,26,35,""
27,38,35,44,41,47,33,43,46,46,59,43,63,37,39,37,26,16,9,19,20,21,29,28,29,""
28,26,38,38,46,41,32,58,49,62,55,51,43,46,47,43,35,34,13,17,17,26,32,32,45,""
29,36,41,46,46,40,50,44,46,55,38,38,48,44,33,45,27,27,21,11,14,31,25,33,35,""
30,32,31,57,32,40,45,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
