nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,7,8,24,31,34,38,32,41,47,34,30,26,27,54,36,59,22,20,19,14,12,4,8,""
02,9,16,19,45,45,51,35,51,51,56,41,44,31,45,40,33,39,29,28,16,21,15,6,16,""
03,7,11,24,28,29,45,33,37,34,47,57,44,32,40,51,40,31,32,20,22,8,14,14,13,""
04,9,11,25,21,54,46,37,33,34,45,49,53,56,51,49,70,49,30,23,16,24,17,13,10,""
05,16,22,37,38,58,56,45,47,62,63,77,75,73,75,57,78,51,34,28,29,12,12,9,6,""
06,12,7,31,24,48,59,44,50,36,58,59,55,56,62,62,55,42,41,40,32,17,13,10,14,""
07,10,17,20,47,62,59,63,35,68,77,70,66,64,50,44,63,29,34,32,21,15,12,25,22,""
08,13,17,24,38,49,47,33,44,54,66,52,61,44,55,52,36,31,32,43,26,29,22,8,17,""
09,8,15,22,30,48,51,44,33,40,63,60,61,47,46,40,60,44,48,24,12,20,22,12,9,""
10,6,15,15,32,43,40,49,39,46,43,55,45,57,61,65,53,42,16,26,18,17,23,12,11,""
11,9,12,17,31,49,60,41,46,46,58,69,71,55,59,47,19,7,9,3,5,15,7,18,9,""
12,9,16,13,39,42,45,26,19,31,34,36,43,17,6,4,3,1,1,0,0,3,9,12,12,""
13,10,11,11,44,34,41,44,39,50,61,55,44,37,45,8,31,36,30,32,29,24,21,6,4,""
14,10,9,18,39,37,52,40,26,21,31,28,44,63,80,67,49,42,34,35,18,15,19,15,6,""
15,10,10,20,29,-1,-1,26,47,45,47,78,74,50,58,53,38,42,28,33,22,27,14,10,4,""
16,2,11,22,29,36,42,31,33,48,81,53,60,58,59,57,36,45,23,24,26,13,7,9,4,""
17,12,15,18,35,41,35,38,26,36,53,82,77,67,53,49,55,34,35,25,27,24,16,11,9,""
18,7,7,25,26,35,39,44,40,50,34,45,47,51,51,47,56,22,60,16,28,19,18,5,10,""
19,2,15,15,26,20,40,24,34,53,61,79,67,77,77,42,64,46,65,31,16,11,11,12,23,""
20,7,13,16,25,35,29,26,34,43,51,66,54,57,57,54,64,50,31,23,20,15,10,6,7,""
21,6,13,15,26,23,31,35,27,37,43,61,53,36,71,42,39,33,22,23,19,21,14,11,9,""
22,7,14,19,22,51,63,60,40,45,81,75,76,44,45,57,57,32,40,26,32,8,16,8,6,""
23,10,16,23,19,27,35,31,37,45,52,52,48,52,43,57,46,33,33,30,32,11,14,8,6,""
24,6,-1,13,7,11,13,21,10,19,22,21,23,18,20,17,18,12,14,12,8,6,4,1,4,""
25,4,1,6,5,10,15,10,10,15,20,30,28,28,22,29,17,15,27,6,13,8,4,1,0,""
26,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,1,15,26,27,34,35,35,40,30,20,26,20,21,21,27,20,14,12,8,""
28,7,4,16,23,26,35,35,23,47,51,52,44,39,42,46,38,17,7,13,18,11,17,12,6,""
29,3,8,6,18,23,26,44,40,58,45,45,53,43,41,29,17,40,26,23,13,13,15,16,7,""
30,9,16,15,16,30,33,37,31,33,32,33,-1,99,52,29,31,16,10,15,19,9,8,20,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
