nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,1,0,0,1,3,1,2,0,6,2,0,2,2,1,0,1,0,0,0,0,2,3,0,""
02,0,0,1,3,1,0,3,1,2,1,1,0,1,0,0,3,1,1,1,2,0,2,0,1,""
03,0,0,0,0,1,1,3,0,1,0,4,2,0,1,0,2,1,1,1,1,2,2,3,4,""
04,0,2,0,3,2,1,2,1,3,0,0,4,0,2,0,2,2,0,0,4,3,2,1,0,""
05,1,0,1,1,3,0,0,0,2,1,0,0,4,1,0,0,1,0,0,0,1,2,2,1,""
06,0,0,1,2,1,0,3,2,2,1,1,2,1,2,1,1,2,0,1,0,1,2,1,0,""
07,0,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,3,0,3,2,4,3,3,1,""
08,1,1,2,2,3,4,0,2,0,4,3,5,2,3,4,2,1,1,2,2,0,1,4,1,""
09,1,3,0,3,1,4,1,0,3,0,1,0,1,0,2,0,1,1,0,2,1,4,1,0,""
10,1,0,1,1,3,1,1,1,2,4,3,2,0,1,0,2,0,0,2,0,0,0,1,1,""
11,0,0,0,3,2,0,0,2,1,1,1,3,3,1,0,1,1,0,0,2,1,3,3,1,""
12,1,2,3,6,5,1,3,0,0,0,2,1,0,0,1,2,0,0,3,0,3,0,5,2,""
13,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,2,3,2,0,""
14,0,3,2,3,0,3,2,0,1,2,0,2,0,2,0,0,0,0,1,1,3,3,1,1,""
15,1,1,0,2,2,1,0,0,2,3,1,1,2,0,0,0,0,0,0,2,1,2,1,1,""
16,2,1,1,1,1,0,1,1,2,2,1,1,3,1,1,1,2,0,0,2,0,1,0,0,""
17,2,1,1,1,2,2,2,1,0,1,0,2,1,2,1,0,1,0,1,1,0,2,0,1,""
18,1,1,1,3,5,1,3,0,4,2,2,1,0,0,1,1,0,2,1,0,1,1,1,0,""
19,0,1,3,0,2,2,2,0,0,6,1,0,0,2,1,1,0,1,1,1,1,3,0,1,""
20,0,0,1,4,1,1,3,3,3,3,0,2,2,1,1,0,0,2,0,1,1,3,2,4,""
21,2,1,0,1,1,2,1,1,2,0,2,1,1,1,0,1,0,1,2,0,1,0,0,0,""
22,4,1,0,1,2,2,0,1,5,2,0,3,1,1,0,0,0,0,1,1,1,1,0,5,""
23,0,2,1,2,3,2,2,3,2,1,1,5,2,3,3,1,0,0,0,0,2,1,1,1,""
24,1,0,0,0,0,0,1,0,1,0,2,0,1,1,0,1,1,0,1,1,2,1,2,0,""
25,0,2,1,1,0,2,2,0,0,3,1,2,0,0,3,1,1,0,1,0,0,1,1,1,""
26,2,1,1,0,3,1,2,4,2,0,1,2,1,0,0,1,0,0,1,1,0,2,2,1,""
27,0,1,1,1,2,0,0,0,0,2,3,0,0,0,0,2,0,1,1,1,0,1,1,3,""
28,0,5,3,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,""
29,0,0,1,1,2,2,2,0,1,3,1,0,1,1,0,0,0,0,2,0,0,2,0,0,""
30,0,1,1,0,1,0,1,1,1,0,1,0,0,1,3,0,0,1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
