nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,51,62,48,65,65,67,61,59,50,61,60,59,47,45,45,24,38,45,44,37,36,31,36,54,""
02,42,57,68,71,61,59,74,75,37,43,57,73,35,37,28,39,29,37,50,50,48,46,35,39,""
03,42,39,56,55,60,60,89,89,47,40,49,56,62,41,45,33,24,17,35,43,44,45,62,75,""
04,63,55,81,68,65,79,76,59,73,42,26,33,18,20,13,18,27,33,38,52,36,59,45,55,""
05,52,57,73,70,65,69,73,57,52,41,38,44,49,47,33,38,29,43,49,58,53,54,46,47,""
06,47,59,58,53,46,58,47,54,50,37,40,35,24,35,31,31,34,30,28,34,44,36,27,26,""
07,41,43,59,53,52,60,66,55,26,51,42,38,43,46,35,36,41,35,45,35,13,19,31,41,""
08,28,42,54,31,38,43,45,39,45,35,30,20,30,19,30,22,26,24,45,46,59,60,69,86,""
09,96,98,96,106,102,96,94,115,84,89,62,74,75,62,61,58,61,61,67,64,35,35,28,40,""
10,57,56,62,52,50,52,60,56,69,61,86,71,53,64,58,49,30,45,39,42,42,50,47,47,""
11,49,47,49,53,46,58,53,56,65,62,90,62,69,35,47,17,18,30,26,54,52,59,36,30,""
12,47,37,48,43,43,41,40,51,44,54,64,78,52,35,54,48,43,61,78,83,80,78,68,77,""
13,63,70,105,77,78,67,80,74,39,9,11,11,19,8,17,37,33,28,42,33,44,56,59,57,""
14,67,86,82,87,73,62,61,55,40,45,45,50,60,45,45,28,45,37,48,46,54,62,60,55,""
15,60,61,70,67,64,62,54,55,37,38,41,44,34,50,44,36,35,31,44,54,52,43,78,55,""
16,76,45,40,37,34,39,61,41,34,38,38,25,28,23,34,19,32,24,40,47,56,42,59,45,""
17,50,50,50,46,40,56,49,39,76,57,51,37,53,60,43,23,23,33,51,37,43,50,37,35,""
18,33,42,48,32,51,40,48,45,71,48,67,50,53,30,38,27,31,29,18,27,37,21,14,11,""
19,22,29,18,28,23,23,32,61,55,45,70,57,71,58,49,59,56,44,57,67,64,68,54,51,""
20,68,87,79,90,81,80,89,80,79,74,48,55,53,53,40,41,66,56,64,28,41,39,54,26,""
21,33,49,45,49,40,31,50,36,25,36,35,31,36,28,20,19,18,26,16,30,52,34,39,28,""
22,40,36,46,50,40,52,40,45,38,33,35,27,26,38,20,18,29,29,26,40,47,37,38,39,""
23,32,49,53,49,33,54,43,39,36,47,43,41,47,43,24,20,28,39,43,17,18,24,31,28,""
24,25,32,25,35,32,22,30,31,38,41,28,57,57,24,35,32,51,8,6,22,18,18,39,38,""
25,34,57,68,59,64,60,61,57,57,65,55,40,35,43,30,26,25,33,24,32,15,14,18,51,""
26,50,58,66,64,69,64,71,68,26,43,55,60,49,27,12,14,9,7,17,18,34,45,28,25,""
27,36,36,38,38,35,54,49,53,41,31,29,39,29,35,31,31,18,6,14,26,12,20,32,32,""
28,38,33,45,50,48,41,65,37,29,29,32,21,49,32,27,28,12,30,41,41,31,24,20,44,""
29,34,51,61,57,54,57,46,38,50,16,16,20,38,49,42,36,21,34,22,30,26,40,40,26,""
30,58,64,70,75,65,64,70,68,39,32,47,55,48,54,34,27,30,31,1,-1,-1,-1,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]dh{}`gIn=o,"`'gl}"
