nov,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,54,-1,-1,-1,1,-1,-1,0,""
02,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,15,30,27,34,25,20,25,24,20,14,31,16,17,""
03,31,38,32,42,36,65,61,67,54,69,75,74,59,61,51,43,48,44,43,38,21,32,29,38,""
04,34,44,36,45,51,41,45,57,68,71,58,64,58,59,33,18,21,25,22,37,20,33,28,28,""
05,18,26,15,20,30,24,28,32,21,33,34,38,31,22,26,21,18,24,29,18,23,10,27,24,""
06,28,25,26,35,40,42,43,41,44,48,35,9,12,4,5,1,-1,-1,1,-1,1,-1,1,1,""
07,-1,3,-1,3,4,3,6,11,17,19,43,29,34,37,27,29,29,37,24,36,44,29,50,49,""
08,41,53,58,44,64,64,67,50,61,58,94,48,58,97,58,44,55,23,10,17,22,26,47,36,""
09,25,30,272,411,525,421,559,521,493,251,159,160,164,261,359,321,58,132,89,50,43,38,21,12,""
10,13,16,19,14,13,18,19,19,17,24,17,7,10,18,15,5,10,9,13,8,11,18,12,16,""
11,14,18,12,21,20,20,27,35,34,42,36,30,33,17,19,18,16,19,15,18,21,19,18,10,""
12,22,14,18,22,31,33,22,24,19,22,20,16,16,17,20,38,156,95,38,32,12,8,8,17,""
13,23,26,59,52,59,60,83,51,51,47,46,39,56,64,97,86,88,80,55,58,43,53,47,47,""
14,41,49,62,219,287,247,224,206,209,248,236,217,160,163,200,263,255,527,469,746,709,784,823,844,""
15,877,854,843,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,14,14,16,16,18,17,""
18,24,18,18,15,28,40,30,53,44,36,49,25,40,35,33,36,32,26,36,38,40,44,28,37,""
19,41,34,43,41,41,38,39,34,26,31,30,35,31,31,32,33,19,22,31,24,19,32,27,34,""
20,37,44,38,27,32,30,34,33,29,39,37,42,27,33,26,60,83,118,600,899,571,474,711,838,""
21,769,642,416,232,308,357,449,581,689,757,770,798,825,702,536,354,250,256,214,215,148,39,34,68,""
22,94,219,276,147,49,19,16,16,22,26,33,27,24,20,30,26,28,43,99,183,259,303,258,174,""
23,88,50,41,72,244,360,358,271,290,194,203,244,302,352,355,253,144,79,147,268,286,239,199,144,""
24,111,114,248,424,434,306,179,147,196,215,216,292,397,410,470,429,279,189,123,145,252,376,375,313,""
25,185,88,133,303,443,397,307,260,272,220,253,258,271,335,395,443,463,473,431,352,272,401,290,182,""
26,794,422,415,278,819,877,865,840,834,905,570,4,-1,1,3,15,39,32,25,18,15,13,35,15,""
27,16,38,51,106,142,169,96,85,82,72,112,124,144,130,130,125,122,127,129,115,80,44,18,55,""
28,53,54,20,15,22,17,23,75,71,76,77,80,100,83,79,93,91,76,60,61,55,92,105,89,""
29,100,96,52,16,22,29,36,24,75,83,101,121,108,69,88,131,-1,-1,-1,-1,-1,1,1,4,""
30,5,-1,-1,-1,-1,-1,-1,3,-1,-1,1,1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
