jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,15,16,24,21,29,24,18,19,17,13,11,15,16,11,6,3,8,8,7,9,7,18,12,""
02,13,16,24,21,25,24,16,21,13,20,8,13,15,12,8,6,6,5,8,3,8,17,11,15,""
03,22,20,22,26,22,12,19,17,24,12,14,12,9,10,13,14,10,6,14,4,12,8,20,22,""
04,14,17,11,16,20,21,15,15,12,11,7,13,12,13,13,7,9,11,12,9,9,13,18,18,""
05,12,16,12,12,23,21,13,19,11,11,12,6,10,10,3,10,6,8,8,11,7,9,12,20,""
06,16,11,30,19,20,17,14,13,15,8,11,6,11,11,15,9,7,8,12,4,10,13,11,17,""
07,13,20,25,26,27,19,16,16,14,13,12,16,13,8,11,14,11,7,7,8,17,21,22,17,""
08,14,21,30,14,26,16,25,17,14,7,12,13,16,8,15,3,8,8,8,5,10,20,20,18,""
09,-1,40,20,25,13,17,17,18,21,13,17,7,9,2,8,14,10,6,3,15,14,13,19,10,""
10,21,23,19,24,18,16,19,12,13,8,9,11,15,15,16,14,8,7,6,9,11,5,9,21,""
11,23,10,13,18,23,12,12,18,16,21,9,11,12,10,7,6,11,13,6,9,16,6,16,25,""
12,17,24,24,22,17,21,21,29,17,10,13,13,7,11,8,9,10,10,10,7,11,22,18,22,""
13,20,19,18,14,24,21,-1,36,11,19,8,12,15,10,11,6,14,9,5,6,7,8,13,15,""
14,24,19,15,20,16,19,13,14,15,12,11,13,10,8,10,8,11,11,8,11,14,11,19,15,""
15,30,35,26,26,21,35,19,25,22,19,23,23,15,20,17,15,10,13,15,6,20,19,20,29,""
16,29,27,27,32,29,25,25,28,16,19,21,13,18,14,14,24,10,12,14,22,15,23,24,26,""
17,38,31,32,31,29,26,18,26,26,20,18,9,10,17,16,15,13,10,12,14,24,16,27,18,""
18,29,36,33,31,30,25,27,17,22,28,19,8,23,25,19,16,14,12,8,24,18,31,30,34,""
19,34,39,35,28,34,28,26,25,12,19,11,14,19,11,13,17,12,15,13,16,21,24,30,24,""
20,36,33,26,32,33,19,22,30,21,19,16,19,13,12,15,13,18,9,22,25,16,24,25,31,""
21,38,39,28,28,47,25,25,21,14,13,12,11,20,12,10,18,15,22,15,20,24,24,22,28,""
22,38,28,37,53,35,28,-1,59,30,20,17,18,18,29,24,13,17,17,17,19,22,24,34,44,""
23,35,45,31,41,28,28,-1,48,26,28,17,18,21,20,22,19,10,21,11,7,20,19,37,41,""
24,46,39,37,41,29,22,31,25,20,17,24,14,11,13,13,19,21,14,15,13,23,24,37,42,""
25,37,42,44,39,32,22,21,32,21,22,23,17,16,23,13,15,13,13,12,12,19,26,32,32,""
26,47,43,49,39,37,25,24,26,29,25,17,15,18,19,12,5,8,10,17,19,17,22,45,33,""
27,42,57,49,44,46,31,26,29,25,26,19,11,17,9,17,16,16,20,11,17,23,30,45,51,""
28,60,67,48,47,32,-1,-1,29,20,28,30,14,29,20,20,16,10,20,13,21,35,23,53,53,""
29,49,77,60,53,59,37,34,28,43,32,28,20,26,17,25,21,12,26,14,22,21,35,42,55,""
30,61,68,54,56,44,43,42,29,20,31,25,15,17,18,22,16,19,15,25,25,23,24,30,44,""
31,44,53,42,41,43,34,28,21,26,28,23,19,13,23,13,9,13,9,-1,-1,-1,-1,-1,-1,""
