jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,045,068,082,061,052,050,043,053,052,037,046,043,035,044,034,037,035,034,027,027,026,026,037,032
02,033,045,042,055,037,064,040,049,044,044,038,023,033,046,046,041,025,053,019,025,026,021,033,026
03,028,037,031,039,050,047,048,048,029,038,035,033,028,027,030,050,033,033,032,022,028,037,024,027
04,037,032,031,037,045,044,049,041,044,036,024,037,045,052,039,032,035,033,037,032,025,031,028,045
05,033,042,036,044,037,045,058,039,048,049,057,040,037,040,036,040,032,027,034,033,026,031,052,053
06,051,044,047,048,062,048,035,046,044,048,036,035,038,039,025,045,032,037,021,038,033,030,033,051
07,041,043,047,045,046,061,034,038,036,050,046,028,024,044,039,048,028,043,035,036,037,033,033,035
08,043,037,060,054,055,041,061,063,060,048,048,040,037,047,039,043,030,031,032,028,034,034,037,049
09,048,064,049,051,056,054,038,049,045,046,052,042,044,044,043,033,035,038,030,039,040,039,039,041
10,039,035,045,048,039,040,050,048,056,045,048,047,046,037,052,027,035,032,039,030,051,031,035,030
11,024,043,035,030,042,040,054,054,043,045,029,027,049,037,024,043,029,017,029,030,018,029,032,035
12,037,025,033,039,104,047,047,049,053,039,027,031,039,032,039,040,035,043,030,031,034,037,040,045
13,040,039,047,048,036,040,049,064,035,042,039,046,036,028,030,038,033,041,041,053,062,066,083,076
14,063,065,060,067,077,121,137,165,145,121,074,066,056,038,037,057,044,048,040,034,033,038,046,055
15,046,059,062,074,057,063,055,068,064,056,059,047,057,059,041,040,046,038,039,024,029,038,035,047
16,065,048,063,043,050,059,060,054,057,053,045,036,024,042,030,038,026,023,032,026,040,034,038,031
17,050,039,042,045,046,049,058,049,044,050,033,040,044,040,035,026,031,028,020,022,025,027,032,032
18,036,044,046,040,057,057,058,044,050,037,042,033,040,035,026,042,032,029,038,026,032,044,039,045
19,043,033,037,048,047,050,044,042,047,035,042,044,039,040,040,043,041,041,030,029,035,040,042,047
20,053,047,056,068,055,055,060,061,061,061,044,033,043,029,040,039,044,041,034,031,040,027,042,032
21,043,041,035,053,041,038,047,053,065,058,041,052,027,035,041,051,044,050,040,043,025,043,054,047
22,045,043,048,044,041,028,034,032,042,044,027,024,023,032,042,039,051,021,030,040,032,040,049,049
23,049,047,078,066,077,061,057,056,052,046,047,047,036,049,037,058,058,046,026,026,029,028,038,054
24,095,092,100,092,099,083,047,050,057,034,036,035,041,040,035,038,047,039,030,027,033,036,038,053
25,049,055,066,076,049,055,057,054,045,050,028,030,032,032,041,027,033,037,033,035,035,041,036,030
26,051,042,056,048,040,034,033,040,053,053,039,063,041,024,034,025,041,028,030,032,031,028,041,048
27,056,057,044,053,046,059,044,041,034,056,049,053,054,047,070,060,052,107,067,051,029,030,034,060
28,070,044,044,040,073,049,041,039,033,028,034,042,037,030,040,038,029,029,032,029,043,044,034,044
29,052,070,048,071,076,062,035,036,040,048,042,023,032,048,038,041,032,035,028,039,035,046,049,042
30,047,055,063,065,049,048,047,051,042,047,035,041,046,041,049,037,037,038,029,030,038,034,037,039
31,064,067,056,128,137,114,073,057,095,068,045,054,062,041,056,063,031,025,030,041,046,042,046,029
