jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,19,35,30,30,37,40,25,29,35,22,19,18,24,29,26,20,13,10,6,5,10,13,18,16,""
02,19,26,27,29,31,35,30,25,35,21,30,17,33,21,24,24,19,22,7,16,10,15,16,17,""
03,24,36,32,38,38,40,28,39,23,22,11,21,23,18,26,20,16,13,14,7,10,15,23,26,""
04,16,24,19,29,39,26,37,39,21,25,28,19,24,30,20,13,24,12,20,14,11,22,25,27,""
05,23,27,31,44,32,52,35,36,29,32,31,24,29,21,31,18,28,10,16,18,13,23,25,29,""
06,27,34,34,43,29,37,47,21,25,12,13,22,31,30,15,17,20,12,11,4,27,22,29,23,""
07,32,35,29,42,42,37,37,24,9,6,17,13,13,24,17,16,11,10,9,14,14,11,16,23,""
08,20,20,31,35,43,33,38,36,46,33,26,25,25,23,17,17,16,10,10,9,13,12,22,31,""
09,21,25,29,23,36,38,23,32,29,26,24,18,29,29,31,32,14,14,12,17,12,23,35,31,""
10,30,38,37,37,30,34,29,28,26,22,17,23,20,25,26,22,20,13,14,11,15,23,22,31,""
11,27,30,27,35,40,42,32,43,17,16,17,10,19,16,20,18,19,13,12,16,16,20,19,33,""
12,20,33,39,43,31,31,24,45,26,11,20,24,24,23,20,22,32,17,18,19,17,31,28,20,""
13,24,19,25,34,27,34,44,27,35,15,14,9,22,19,16,9,16,10,20,14,17,15,28,22,""
14,25,18,24,33,37,29,37,28,23,17,8,18,20,16,17,21,18,17,16,21,22,22,19,24,""
15,26,38,41,27,35,24,22,36,20,21,15,12,11,19,16,14,12,8,9,14,17,15,26,26,""
16,23,31,28,19,32,26,31,21,20,11,20,8,20,15,15,6,15,17,11,10,19,20,30,20,""
17,24,25,34,36,27,30,26,18,17,11,11,14,15,13,12,21,18,12,20,12,9,19,12,15,""
18,9,17,22,19,19,31,25,23,7,10,24,12,13,15,16,14,11,13,12,9,14,14,20,25,""
19,21,17,20,26,19,18,18,19,8,9,14,11,14,14,12,16,11,9,11,12,14,13,19,25,""
20,10,20,21,23,25,23,25,31,11,15,14,11,27,34,21,6,10,14,7,10,10,7,18,20,""
21,18,23,20,25,28,19,17,14,8,16,8,9,8,9,11,13,21,19,4,20,13,18,25,31,""
22,43,29,35,42,42,37,36,29,28,20,19,6,10,11,17,12,12,13,14,16,13,18,16,26,""
23,21,28,28,30,25,27,27,24,13,11,13,9,16,14,20,14,12,15,5,12,12,12,10,15,""
24,24,27,34,25,20,21,13,14,14,14,14,6,13,15,12,17,10,11,8,13,17,15,29,37,""
25,25,35,27,32,31,24,19,23,23,10,4,8,14,5,9,6,7,11,12,7,8,17,17,24,""
26,29,27,31,47,29,16,16,13,4,22,12,17,13,18,20,10,12,16,13,18,17,21,20,31,""
27,31,26,40,43,42,27,24,26,24,22,8,21,16,17,15,17,15,6,13,8,7,10,29,57,""
28,51,42,47,46,31,35,35,19,22,16,8,23,24,15,9,17,18,15,12,10,14,27,23,42,""
29,59,71,78,65,61,55,44,33,16,33,21,21,27,18,26,26,23,22,8,15,14,27,43,45,""
30,62,76,62,59,51,43,30,34,22,29,16,10,16,16,16,10,13,15,8,12,8,17,26,38,""
31,40,35,52,47,49,34,22,30,23,21,19,16,17,19,23,20,25,16,9,9,13,20,28,-1,""
