jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,2,4,3,4,4,6,6,7,6,5,2,7,4,3,4,1,4,3,7,13,6,3,4,""
02,4,4,7,4,7,8,9,6,5,5,6,9,6,1,9,1,2,3,4,6,5,3,5,4,""
03,5,6,10,11,16,17,19,6,4,7,11,29,28,25,19,8,4,9,2,4,3,1,3,6,""
04,3,5,9,10,17,11,14,7,7,4,4,1,2,5,2,3,1,1,1,1,1,-1,-1,0,""
05,1,1,2,4,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,""
06,2,1,6,8,7,1,5,6,1,3,3,3,5,4,3,3,4,2,1,3,5,7,3,3,""
07,2,7,7,9,8,11,6,13,6,3,8,5,17,8,8,6,7,5,2,2,6,8,2,4,""
08,3,5,1,4,8,9,5,5,7,6,2,5,2,7,3,1,3,7,2,3,4,5,5,2,""
09,8,2,6,9,6,7,4,9,2,1,3,3,1,2,4,3,2,2,-1,4,1,3,2,1,""
10,2,4,2,1,-1,2,1,1,-1,3,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
12,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,3,-1,1,-1,1,1,1,3,3,6,5,7,2,""
13,2,3,7,3,3,2,5,1,9,3,5,7,2,3,5,-1,-1,1,2,5,4,4,1,0,""
14,2,-1,2,-1,2,-1,2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,""
15,1,2,5,1,1,-1,4,2,8,3,3,7,1,3,4,-1,2,4,2,4,7,1,6,3,""
16,4,7,13,11,8,7,8,5,4,7,6,8,12,3,1,10,3,2,2,2,3,-1,1,7,""
17,7,9,12,13,6,8,8,4,3,7,7,8,9,5,6,4,4,3,4,5,4,8,12,3,""
18,2,4,9,10,8,6,3,8,18,4,3,13,4,3,5,3,3,4,3,8,6,4,2,4,""
19,2,5,4,9,5,3,11,2,1,2,2,4,3,1,-1,1,2,3,-1,3,2,1,3,2,""
20,-1,2,1,1,1,3,3,3,4,2,-1,4,4,2,-1,1,2,1,-1,1,-1,-1,1,0,""
21,-1,1,2,-1,1,2,1,2,2,1,1,3,1,-1,-1,1,1,2,2,2,-1,1,3,4,""
22,4,4,4,8,6,3,4,3,2,11,3,5,3,3,6,2,1,3,3,5,7,2,6,3,""
23,5,6,3,4,6,4,5,3,4,2,10,5,4,3,6,3,1,6,5,6,3,3,5,3,""
24,3,4,8,11,6,8,5,2,9,15,5,8,8,8,7,4,5,7,4,9,7,4,7,7,""
25,15,17,14,7,14,16,8,9,11,10,7,7,4,3,8,4,9,5,9,9,11,15,14,11,""
26,10,16,25,21,16,17,24,25,13,10,10,10,15,8,-1,8,6,2,4,5,16,11,8,13,""
27,10,19,11,14,13,8,8,9,9,9,5,4,8,7,5,2,-1,4,4,5,10,2,9,4,""
28,11,7,19,5,15,14,18,7,6,9,14,9,5,6,3,3,4,2,7,8,1,2,7,5,""
29,12,10,6,9,8,2,5,6,2,4,3,2,5,1,2,-1,2,1,1,5,3,1,1,6,""
30,5,5,8,3,5,5,4,6,1,4,2,2,-1,1,1,-1,-1,-1,-1,-1,3,4,2,1,""
31,2,3,4,4,2,-1,4,4,4,2,8,8,4,2,5,1,4,1,4,2,13,6,4,2,""
