jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,37,47,48,46,50,40,53,57,50,59,61,56,63,28,37,21,21,29,24,27,24,32,20,42
1,36,39,30,29,33,67,83,80,88,91,97,81,87,73,63,41,55,32,39,47,38,55,51,48
2,61,69,87,67,91,105,90,68,91,135,172,259,246,173,0,0,0,0,0,0,0,0,29,0
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,46,42
8,42,70,53,57,55,53,54,57,68,51,72,57,81,76,46,33,31,25,33,35,39,42,47,51
9,55,49,45,63,64,74,41,29,53,50,75,69,54,41,36,50,37,33,32,30,16,23,20,33
10,28,29,21,22,47,65,55,52,63,66,71,67,66,74,48,30,43,31,36,31,30,41,60,58
11,44,65,52,56,51,46,53,52,69,54,54,52,66,57,52,34,31,37,16,21,29,36,49,35
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17
13,56,59,54,40,37,29,53,53,41,68,77,72,97,54,5,6,27,25,34,32,32,39,35,36
14,57,62,42,41,45,43,62,54,68,43,81,83,91,31,21,2,18,28,26,39,44,47,54,60
15,65,66,51,62,50,49,58,62,62,56,82,65,81,62,50,42,32,27,42,33,36,28,50,50
16,68,69,76,69,74,65,58,54,58,61,81,86,77,70,41,41,33,26,39,30,26,45,41,40
17,45,35,39,46,33,34,46,69,55,64,67,85,47,64,55,31,33,24,28,46,39,48,32,54
18,66,58,70,65,66,64,52,40,64,67,59,68,59,61,51,41,37,24,27,42,29,49,50,47
19,53,87,60,65,64,61,62,74,64,64,48,99,71,61,57,38,25,24,26,30,39,27,40,51
20,47,60,64,48,50,37,42,44,71,68,55,72,59,62,40,22,19,26,31,20,17,20,16,31
21,32,41,34,52,43,44,58,54,45,83,84,82,83,90,44,27,25,20,29,26,20,21,28,34
22,33,36,41,48,47,46,38,51,58,54,58,54,50,45,33,30,22,32,15,20,35,32,40,46
23,51,58,65,47,59,51,62,49,65,75,45,54,57,39,33,15,17,25,31,21,29,30,33,41
24,46,49,66,45,58,54,62,68,65,50,60,43,40,37,47,30,28,41,36,37,46,60,54,44
25,67,78,70,86,84,91,86,65,80,83,76,58,69,42,3,37,42,30,36,45,61,58,64,69
26,64,75,75,78,79,83,93,74,77,81,81,68,69,53,36,35,34,30,32,34,57,58,68,57
27,64,66,75,78,92,89,75,89,77,63,68,70,76,49,43,32,27,32,32,35,34,40,53,47
28,49,60,53,62,88,81,74,69,89,72,67,68,61,46,37,39,37,26,37,54,37,53,50,49
29,73,75,66,56,65,57,53,68,79,82,70,67,58,59,37,49,35,33,32,45,31,30,37,36
30,38,59,44,48,52,36,77,83,57,66,66,78,51,46,45,35,27,34,35,36,32,-1,-1,-1,-1
