jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,22,32,32,32,33,28,33,31,30,39,38,32,33,14,23,13,10,14,13,11,12,15,9,32,""
02,22,29,21,26,28,33,40,42,44,49,55,45,51,34,37,24,27,15,20,21,21,10,21,19,""
03,23,33,55,42,60,73,57,47,51,105,130,183,204,158,134,114,69,60,60,45,43,73,67,86,""
04,91,102,105,75,68,77,54,52,46,45,53,42,42,51,28,19,24,24,14,18,24,33,34,30,""
05,30,41,30,37,23,36,37,38,42,32,24,48,32,26,21,26,22,19,25,16,22,24,25,25,""
06,20,22,20,22,43,45,47,45,30,49,40,57,36,28,33,12,17,22,16,24,16,28,27,36,""
07,36,22,34,45,34,36,31,41,31,53,40,39,35,27,29,24,22,23,15,25,22,34,33,23,""
08,28,25,13,22,13,14,20,28,25,37,46,50,45,37,28,20,18,12,10,24,20,26,27,21,""
09,26,43,31,38,33,28,31,30,53,37,52,34,50,52,37,21,15,15,20,18,23,28,27,38,""
10,35,30,35,43,38,49,31,32,36,37,44,47,38,31,20,32,18,13,18,12,15,23,22,28,""
11,32,37,32,29,45,49,34,36,40,47,51,41,46,78,33,17,21,18,24,20,16,30,31,35,""
12,24,42,34,40,38,36,38,40,50,38,37,42,47,38,31,26,18,23,10,10,24,29,29,31,""
13,41,43,53,51,51,50,46,57,34,36,58,65,60,46,28,16,15,17,21,24,32,25,23,36,""
14,48,41,43,40,46,31,45,39,25,45,54,39,64,41,0,1,13,15,17,25,26,20,23,24,""
15,40,36,17,23,15,26,30,36,40,22,49,52,54,17,12,0,9,19,19,29,32,34,36,45,""
16,46,52,45,53,53,48,52,43,45,38,59,44,54,42,30,26,21,17,25,16,25,18,26,39,""
17,45,39,47,46,47,40,45,48,39,40,66,58,46,34,25,27,19,13,27,18,15,29,27,34,""
18,30,27,25,38,27,26,31,52,42,54,46,57,57,50,31,18,16,13,21,31,25,30,23,42,""
19,51,37,53,50,44,43,40,31,37,47,40,50,37,40,37,25,21,18,17,25,26,34,40,25,""
20,32,31,33,28,26,20,28,35,24,25,19,35,27,30,28,20,18,17,10,15,19,17,21,29,""
21,34,41,48,22,15,16,18,20,34,31,23,32,33,40,26,11,12,18,16,21,16,20,9,15,""
22,27,34,32,36,37,39,42,42,30,55,51,67,57,67,36,21,15,14,17,18,11,20,27,33,""
23,27,32,32,33,43,34,28,36,32,37,37,37,31,27,23,19,19,17,6,11,30,24,31,32,""
24,31,35,43,29,42,35,43,35,41,55,25,40,45,28,20,9,12,15,18,11,26,25,28,31,""
25,31,36,49,38,40,42,50,53,52,37,37,22,16,16,20,15,8,11,15,10,23,21,13,15,""
26,20,29,28,31,39,31,26,23,33,23,27,23,27,13,1,15,16,14,10,13,20,14,23,41,""
27,30,35,39,49,48,53,44,42,40,57,51,39,43,34,21,14,16,18,14,21,34,34,34,19,""
28,20,24,24,26,30,33,23,39,41,37,39,46,40,24,25,20,19,22,12,23,22,33,35,34,""
29,37,45,33,39,57,45,47,35,44,37,35,35,33,24,17,19,23,12,17,35,21,25,27,27,""
30,48,50,46,31,39,33,35,45,51,46,43,40,38,33,20,30,16,17,17,35,20,9,21,15,""
31,18,22,21,18,25,20,27,34,22,28,24,29,22,19,9,9,10,14,12,13,11,19,13,-1,""
[E]bchb,"kIndh`e'jfd"
