jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,11,27,26,29,23,28,20,28,30,25,22,18,26,5,18,12,8,7,12,13,15,16,7,""
02,13,13,14,25,28,28,21,35,36,39,22,28,20,22,16,23,13,10,10,11,16,18,13,20,""
03,18,18,24,32,48,42,45,65,77,111,99,89,81,69,67,42,48,34,20,20,18,27,41,30,""
04,38,36,33,48,52,38,51,30,36,42,30,29,28,15,17,11,18,6,8,11,0,0,0,-1,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,24,31,15,10,43,13,40,12,6,18,14,8,9,25,""
06,18,17,18,42,30,18,32,26,32,18,21,30,14,19,12,9,10,6,15,10,22,11,9,18,""
07,14,11,21,23,34,22,18,22,24,25,19,21,20,18,11,16,13,7,5,32,25,17,21,110,""
08,43,17,19,26,26,33,27,16,21,21,45,28,17,19,17,5,9,47,16,21,88,3,6,13,""
09,10,14,14,15,17,26,19,19,24,24,19,19,18,26,8,13,9,6,7,9,16,12,16,9,""
10,11,10,13,18,12,27,15,25,20,19,23,19,25,19,10,11,9,13,7,13,14,10,12,9,""
11,4,15,13,25,23,24,32,24,19,21,24,17,26,20,9,14,8,4,4,6,11,4,8,12,""
12,10,26,16,31,17,26,16,20,21,22,26,26,14,15,16,10,7,16,18,64,29,10,20,20,""
13,127,20,21,28,21,26,38,29,27,27,33,27,28,21,5,8,10,7,7,54,37,10,12,13,""
14,16,10,19,26,25,20,27,20,17,29,32,21,23,14,0,1,8,9,4,9,8,8,13,16,""
15,9,13,13,26,22,24,21,19,28,18,28,25,23,4,5,0,3,19,9,8,13,9,12,23,""
16,10,19,25,39,37,29,25,29,27,30,25,30,21,24,20,17,27,11,46,12,21,18,23,20,""
17,16,13,18,52,30,31,28,26,44,45,32,25,40,27,20,24,6,12,11,10,9,15,14,8,""
18,9,25,14,38,26,33,23,19,28,37,22,17,25,24,17,10,4,12,11,12,8,7,8,8,""
19,23,19,18,16,27,29,16,22,28,34,23,23,24,24,13,12,16,14,8,3,13,14,10,15,""
20,13,19,20,32,21,40,19,17,36,39,30,27,20,19,30,9,9,14,11,12,13,7,7,15,""
21,16,6,20,28,28,27,24,19,23,35,16,25,31,17,9,8,8,9,28,9,15,12,15,15,""
22,15,19,14,35,26,34,32,27,34,29,23,31,18,16,23,7,9,10,2,7,13,7,10,10,""
23,12,8,21,13,36,24,13,21,25,20,27,12,19,10,10,19,10,2,7,15,12,9,16,9,""
24,9,10,17,30,34,25,15,24,23,25,35,19,19,21,11,14,8,10,11,10,14,10,11,9,""
25,11,14,14,18,20,43,18,18,28,29,36,22,15,28,10,6,7,9,9,5,11,10,13,16,""
26,15,16,17,21,23,26,18,12,18,29,34,30,23,15,1,17,19,16,8,10,8,14,18,14,""
27,17,16,16,28,22,23,26,30,30,36,25,28,11,17,13,19,6,6,8,11,15,7,17,16,""
28,17,20,16,20,25,25,21,19,33,28,29,21,17,17,20,13,7,9,6,16,15,15,39,10,""
29,12,13,21,26,31,32,11,20,26,27,27,29,26,18,14,16,7,15,6,13,14,18,16,21,""
30,15,19,16,25,32,28,18,19,25,28,20,24,19,11,22,13,9,6,6,10,8,11,9,17,""
31,22,24,23,36,40,16,36,27,40,51,23,17,23,19,16,16,7,14,15,12,17,13,18,13,""
