jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,28,29,36,37,46,38,41,58,55,73,89,57,74,71,56,48,47,50,39,46,58,78,36,28,""
02,31,32,33,44,45,41,40,8,0,0,0,0,0,0,0,0,0,52,63,68,68,64,56,79,""
03,60,59,76,81,83,100,115,144,193,215,216,257,289,348,378,291,243,231,249,273,239,252,237,194,""
04,155,110,108,90,106,97,127,133,127,139,120,125,155,148,142,117,104,65,47,30,40,34,28,29,""
05,37,27,29,29,39,31,54,85,56,57,45,49,49,62,88,63,52,40,43,50,33,33,26,34,""
06,23,30,26,36,43,36,60,51,52,61,72,44,46,51,85,113,93,112,108,84,101,89,95,59,""
07,39,64,73,91,85,84,112,107,133,104,108,90,97,92,116,135,125,96,82,56,32,23,24,27,""
08,17,29,38,24,37,43,43,66,42,47,46,39,26,41,49,170,35,30,33,14,58,53,44,45,""
09,36,51,48,74,76,102,123,101,100,107,102,98,89,124,113,103,89,92,71,79,80,56,42,36,""
10,48,38,53,62,58,83,98,89,89,116,103,90,107,89,115,97,75,64,63,83,69,49,43,48,""
11,34,42,50,59,75,78,89,91,92,82,104,107,122,109,88,105,112,95,56,67,63,64,49,52,""
12,40,34,43,38,46,47,67,98,89,104,85,123,95,77,80,66,83,81,81,70,84,75,74,38,""
13,39,52,45,61,73,70,78,62,42,53,43,61,62,81,62,88,83,48,36,33,37,21,37,37,""
14,52,4,0,7,43,48,79,97,88,76,64,96,96,97,99,82,80,47,45,38,40,27,29,48,""
15,29,49,38,51,59,48,89,80,104,87,108,72,63,74,79,96,77,81,57,89,70,58,63,45,""
16,44,39,47,66,92,93,72,93,96,61,59,86,101,91,85,102,90,67,72,57,79,60,56,48,""
17,40,47,48,68,67,82,105,90,121,89,106,113,90,95,239,112,95,93,61,52,76,114,81,52,""
18,41,48,63,56,75,93,85,113,109,104,140,95,122,118,118,105,76,83,58,72,67,42,39,45,""
19,40,34,49,80,46,42,62,58,50,57,68,55,77,80,145,100,108,75,74,68,60,42,50,40,""
20,34,30,93,59,60,63,77,47,63,73,79,85,75,80,57,0,24,51,53,94,58,50,44,33,""
21,35,37,50,64,69,102,73,106,104,187,130,106,90,100,101,94,64,66,51,65,58,44,40,34,""
22,32,49,49,69,85,74,81,66,78,53,65,90,80,74,61,87,61,87,55,64,47,49,34,36,""
23,29,44,52,49,55,79,64,78,53,91,86,69,77,71,67,76,100,73,70,47,58,33,34,28,""
24,29,39,35,28,26,23,32,43,28,43,154,187,27,32,26,36,31,23,27,23,24,86,112,18,""
25,12,32,17,25,25,26,44,27,29,31,18,17,26,28,32,42,55,84,24,29,25,20,19,22,""
26,88,26,83,18,28,26,35,37,30,18,17,36,107,291,71,34,24,35,25,25,26,28,21,25,""
27,19,19,16,17,66,34,34,45,28,28,46,24,26,28,44,62,73,66,77,52,48,48,36,26,""
28,44,43,43,60,67,59,75,57,64,74,67,80,98,67,61,92,82,53,57,42,51,40,36,41,""
29,51,40,87,44,72,80,73,80,91,79,65,78,63,58,74,83,97,96,61,65,58,52,44,33,""
30,33,26,40,56,48,66,73,142,102,78,48,66,73,79,49,92,80,73,59,45,57,39,45,30,""
31,27,34,53,55,94,77,78,96,81,81,65,76,67,71,54,59,74,68,60,61,59,42,37,-1,""
