jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,50,43,51,59,53,54,38,51,35,43,40,29,26,8,11,20,18,18,24,26,30,32,38,33,""
02,40,46,36,35,48,31,37,47,36,54,25,24,31,19,14,24,24,16,19,20,40,38,37,35,""
03,37,37,34,31,32,32,32,45,46,34,43,35,35,57,44,41,61,49,31,52,57,75,81,79,""
04,92,95,123,132,116,108,96,44,42,35,23,33,39,45,33,31,29,15,23,31,38,32,36,39,""
05,37,33,34,35,42,37,47,66,40,30,32,19,23,28,28,21,9,21,32,23,33,38,35,42,""
06,50,53,57,43,48,40,42,42,36,41,38,42,36,17,23,14,14,17,16,20,29,34,31,39,""
07,47,41,43,56,56,41,55,48,48,22,27,33,23,27,29,21,27,7,13,31,30,34,32,33,""
08,45,52,53,60,68,63,44,47,43,46,36,37,28,33,25,13,16,14,13,23,29,31,41,49,""
09,33,47,46,47,58,58,42,34,46,46,35,27,22,29,12,23,13,30,12,26,30,33,34,42,""
10,39,36,41,52,26,41,36,39,46,23,41,22,19,26,18,11,13,18,15,20,21,31,42,53,""
11,53,57,47,46,46,52,52,39,45,23,35,35,18,34,24,24,8,12,16,23,28,42,42,42,""
12,44,52,64,58,41,54,40,43,23,37,43,28,20,17,17,26,17,14,16,10,24,26,29,25,""
13,26,42,52,52,46,34,33,36,23,25,34,32,23,15,16,13,12,7,9,19,16,41,46,38,""
14,43,55,57,67,55,61,41,35,37,23,35,23,21,16,13,17,15,13,17,22,15,23,36,28,""
15,36,40,46,79,50,52,55,43,46,34,34,24,23,22,19,22,14,15,12,22,16,31,44,40,""
16,36,57,71,77,57,62,40,43,42,26,31,24,33,21,22,17,11,11,15,31,30,36,43,45,""
17,46,46,64,62,57,48,38,35,30,-1,-1,19,19,19,16,9,9,11,15,23,23,21,28,35,""
18,37,49,44,40,57,46,45,37,30,32,29,23,22,19,21,10,13,17,16,16,30,34,37,44,""
19,38,41,51,52,35,40,36,40,35,27,27,25,21,11,15,18,9,20,14,17,28,33,36,47,""
20,39,49,43,54,52,45,35,40,39,36,35,23,30,16,10,7,12,5,11,23,36,28,33,43,""
21,39,43,28,49,32,33,32,32,30,23,31,13,20,9,8,-1,-1,-1,-1,-1,-1,38,38,32,""
22,41,31,44,57,42,36,38,28,30,34,37,26,26,19,11,16,12,11,12,21,24,35,37,36,""
23,41,33,32,39,47,37,26,27,36,33,27,21,20,20,15,13,2,15,16,19,31,31,30,34,""
24,44,44,38,43,32,38,31,46,39,29,37,29,16,20,15,16,10,11,15,22,36,27,35,37,""
25,36,40,48,52,44,45,40,35,22,24,36,21,14,9,13,4,7,14,13,13,24,27,35,52,""
26,38,35,43,44,38,29,31,39,35,34,20,29,21,21,12,9,14,8,10,14,15,26,45,35,""
27,41,38,43,33,39,34,42,37,30,25,24,23,29,18,19,12,14,6,12,17,24,38,44,40,""
28,32,30,38,34,28,45,37,41,37,34,28,20,15,11,10,7,6,14,16,16,19,22,39,44,""
29,43,46,27,38,25,19,18,25,28,26,22,22,20,12,7,8,9,5,13,5,18,29,27,38,""
30,21,23,29,19,15,21,23,34,44,47,40,31,16,9,10,7,10,18,10,16,19,31,27,38,""
31,37,27,28,28,20,22,26,33,29,20,29,33,24,13,15,10,14,9,8,17,26,20,-1,-1,""
