aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,31,57,61
04,89,113,86,90,123,63,55,71,54,46,31,30,40,19,17,32,24,21,20,27,20,52,48,67
05,72,87,127,66,137,87,97,67,58,50,80,39,35,19,33,27,17,31,25,34,18,41,58,53
06,81,63,93,95,96,61,72,57,72,76,44,40,50,23,23,15,30,15,14,13,8,13,18,36
07,40,48,43,24,35,48,46,66,55,54,40,32,32,35,31,28,32,26,26,18,27,37,45,97
08,105,69,99,70,127,70,40,38,57,63,38,49,39,29,38,42,24,12,11,18,26,37,48,64
09,73,86,65,120,76,85,66,52,91,86,49,37,41,28,18,21,21,21,33,20,30,37,46,53
10,88,106,98,81,95,74,58,64,52,54,56,51,44,58,35,27,40,46,30,27,54,69,73,82
11,66,99,126,125,124,137,91,66,82,62,56,61,39,31,33,34,31,20,33,33,40,37,94,82
12,112,96,87,112,96,81,76,51,47,68,53,58,43,15,65,57,38,32,39,44,62,66,56,124
13,125,129,159,164,115,78,119,83,80,98,67,62,45,40,57,43,44,21,36,24,22,37,52,75
14,79,94,123,102,94,76,64,80,83,58,74,34,35,41,44,31,36,37,43,27,41,45,64,68
15,77,72,79,82,101,73,66,68,51,47,42,53,40,32,28,21,27,18,35,35,23,42,45,76
16,67,82,80,81,76,90,111,62,56,59,49,28,36,25,17,26,33,19,21,20,24,37,37,57
17,56,61,72,77,60,68,72,58,41,38,35,35,32,30,28,22,20,24,22,29,36,43,42,69
18,62,70,68,81,79,78,62,54,47,49,49,49,32,33,32,28,27,29,27,34,30,32,64,49
19,51,70,53,65,60,66,52,54,45,52,45,28,27,26,26,28,17,14,15,20,25,25,31,37
20,54,59,60,58,57,48,59,59,51,61,37,29,30,21,28,33,35,38,25,26,32,40,47,64
21,60,71,66,50,65,55,55,46,51,31,19,22,27,27,19,19,17,23,29,32,29,36,35,56
22,52,32,46,36,29,48,53,46,34,37,22,19,15,12,19,23,32,23,23,20,22,41,32,55
23,48,72,64,47,50,60,66,70,49,49,39,31,18,22,22,21,14,16,21,24,28,31,40,54
24,56,58,64,69,56,52,44,50,48,33,42,27,21,17,27,12,19,21,21,20,22,36,31,49
25,49,65,43,54,45,52,43,47,45,50,40,41,13,18,18,16,25,22,27,20,23,28,51,51
26,44,51,53,47,62,59,58,55,48,36,42,48,31,28,21,18,20,19,16,22,-1,30,40,54
27,66,54,49,63,74,70,55,42,66,43,39,42,25,21,18,14,20,18,26,22,-1,30,52,62
28,53,49,65,47,48,39,85,50,50,40,27,27,51,-1,-1,30,15,21,20,13,33,41,46,40
29,54,63,56,62,49,67,45,57,59,45,34,26,40,22,24,22,29,16,22,25,23,42,47,50
30,45,69,70,71,55,53,54,63,58,51,34,36,25,23,17,19,12,24,19,29,30,35,40,58
31,59,57,58,57,49,55,62,47,50,37,47,38,29,17,18,18,25,15,8,19,-1,-1,-1,-1,-1
