dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,127,347,409,607,702,750,805,821,848,857,858,875,862,882,344,69,57,44,91,85,44,35,20,37,""
02,80,53,70,69,66,66,59,77,68,62,54,60,82,49,54,47,38,42,30,40,51,58,45,53,""
03,51,63,67,59,76,68,73,80,66,71,71,65,65,58,40,37,28,35,27,35,46,55,48,38,""
04,46,72,50,70,77,69,65,63,80,65,61,59,64,50,32,34,37,36,37,29,37,40,35,50,""
05,52,56,52,78,72,56,64,69,58,59,62,78,52,44,31,29,24,29,30,42,59,44,48,49,""
06,51,68,68,70,77,83,80,87,79,61,64,272,99,50,56,36,37,30,51,45,62,43,44,37,""
07,54,71,71,73,77,86,69,54,65,60,84,69,50,188,51,21,28,36,32,29,40,45,37,42,""
08,46,55,80,82,101,85,84,112,91,124,102,98,91,90,96,225,244,194,84,54,100,157,413,170,""
09,99,74,92,146,93,107,149,185,132,176,145,141,116,142,133,161,142,138,94,113,111,131,143,89,""
10,108,130,148,203,185,120,106,137,200,156,147,146,167,166,159,155,163,156,99,95,128,136,110,90,""
11,128,169,193,244,309,329,315,325,363,515,553,490,445,429,477,546,527,523,461,430,734,692,657,557,""
12,454,532,516,522,431,440,511,470,499,454,440,411,322,238,174,168,163,180,286,272,340,344,314,328,""
13,299,320,365,394,431,373,367,333,400,345,343,340,296,258,178,146,124,95,254,297,172,200,212,197,""
14,212,248,270,287,271,235,224,189,238,172,166,191,123,535,566,192,256,149,299,497,723,719,446,270,""
15,320,233,134,196,390,15,6,6,6,6,6,6,65,64,51,33,67,138,380,178,301,53,63,63,""
16,73,410,538,599,573,162,466,754,732,862,770,756,485,598,694,605,721,743,687,816,718,746,678,698,""
17,670,645,354,402,631,631,664,698,793,804,814,516,696,484,655,644,691,680,868,787,787,827,827,776,""
18,787,653,778,525,471,630,479,625,741,719,770,680,778,695,627,652,732,650,815,845,843,862,846,847,""
19,853,664,728,572,601,403,257,355,439,278,313,306,271,65,61,58,87,135,45,39,54,67,132,32,""
20,33,39,45,70,49,55,56,66,70,65,71,69,50,82,159,37,77,29,74,72,87,63,77,86,""
21,90,113,110,113,135,155,121,142,137,148,150,135,137,125,66,56,74,46,42,33,49,45,48,46,""
22,60,61,62,62,56,57,64,57,75,76,65,69,63,57,31,36,29,30,26,29,65,38,37,54,""
23,40,61,76,97,178,122,130,132,124,108,119,78,142,100,101,86,67,56,59,66,75,61,80,67,""
24,91,74,99,107,96,121,152,96,118,98,112,108,180,143,180,108,130,56,96,87,80,72,62,68,""
25,97,75,166,139,149,138,130,107,122,101,111,124,124,142,177,99,159,101,69,94,103,81,75,79,""
26,111,139,140,133,175,241,167,172,121,164,149,169,119,145,127,124,80,90,70,82,85,77,69,70,""
27,90,113,115,137,105,154,95,139,139,127,141,159,125,157,118,100,77,103,80,70,84,96,81,91,""
28,104,129,121,178,103,178,120,141,134,105,123,141,109,143,68,143,107,67,42,36,77,80,53,50,""
29,56,54,59,82,66,60,67,64,80,78,53,91,60,58,61,419,253,198,43,55,68,136,63,54,""
30,35,50,77,113,117,155,121,88,100,66,70,68,65,98,117,76,54,27,47,90,96,94,101,103,""
31,122,136,157,134,149,154,194,178,207,234,152,126,67,89,84,67,114,56,45,84,114,80,7,0,""
[E]lqlzb`Ilqdf,}azb`je,"k'jfd"
