dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,22,13,22,28,23,46,45,41,""
04,43,40,41,60,51,53,74,63,46,43,62,38,40,15,23,12,18,19,31,40,32,44,41,47,""
05,54,44,38,61,45,68,66,52,46,43,53,38,30,38,32,17,14,20,18,29,34,48,49,39,""
06,46,56,50,51,59,74,63,75,55,48,62,33,21,17,19,14,18,24,22,37,31,40,51,40,""
07,43,37,42,43,41,48,47,49,44,51,31,18,14,17,13,16,17,11,23,28,28,43,49,56,""
08,44,41,37,36,47,47,53,66,49,39,46,20,34,19,16,13,25,21,18,36,45,44,63,79,""
09,60,44,33,51,41,64,40,57,38,43,33,33,35,15,22,18,19,20,27,24,66,61,72,83,""
10,65,55,43,47,48,52,44,52,48,36,38,37,27,24,7,17,23,29,30,42,69,68,99,96,""
11,93,59,47,52,55,59,75,76,67,39,25,26,17,15,22,19,17,25,31,52,69,79,117,133,""
12,111,68,47,66,65,73,93,94,62,63,53,45,23,32,16,27,24,35,60,68,109,134,152,183,""
13,196,109,62,73,93,94,113,127,86,68,77,35,27,20,22,21,41,45,54,82,135,143,158,171,""
14,170,131,85,104,77,95,90,90,64,85,59,39,33,31,19,20,27,23,19,38,50,54,62,43,""
15,47,42,35,33,33,49,50,56,39,48,45,41,27,14,22,15,18,18,17,25,46,34,37,43,""
16,38,33,40,26,37,41,50,42,27,45,33,37,21,26,12,23,20,22,17,20,32,43,25,18,""
17,40,31,32,39,41,32,39,39,28,36,28,22,12,17,11,15,6,8,10,17,17,17,16,24,""
18,26,28,26,24,27,20,28,29,30,29,26,10,17,16,17,13,13,13,12,7,22,13,24,26,""
19,17,12,28,39,20,37,28,31,26,21,25,14,17,6,9,8,8,7,15,13,9,6,26,30,""
20,36,28,27,32,43,35,47,33,38,31,33,21,12,32,20,11,12,22,16,15,22,35,27,36,""
21,26,21,20,23,25,39,42,40,41,44,38,28,30,16,27,12,15,22,15,14,15,25,28,30,""
22,34,32,30,41,43,51,38,35,38,30,21,11,21,10,13,15,6,21,21,16,20,16,17,30,""
23,23,25,22,28,22,24,34,34,47,41,28,35,22,14,12,14,16,13,15,8,15,17,20,20,""
24,20,32,21,28,26,33,22,28,24,37,20,21,9,4,7,12,9,14,9,8,10,23,20,13,""
25,23,19,35,12,25,46,29,15,22,24,26,20,14,15,13,15,11,9,8,10,9,16,27,23,""
26,25,15,29,29,33,29,27,35,29,46,29,27,20,15,19,13,9,13,21,26,20,21,27,34,""
27,24,15,28,29,35,34,42,47,41,35,23,25,19,12,15,7,7,6,7,15,25,19,22,24,""
28,25,32,23,25,32,36,40,39,41,30,20,18,8,8,12,10,15,23,19,12,23,22,18,27,""
29,22,19,22,18,30,20,37,48,34,34,40,19,25,25,21,17,24,15,20,27,34,17,18,36,""
30,26,21,27,19,16,11,8,25,30,38,27,23,24,23,15,19,17,28,24,21,21,34,26,23,""
31,27,25,40,35,27,42,43,53,43,37,30,41,17,16,17,22,17,14,20,13,21,27,28,-1,""
