May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,71,38,41,4,10,25,3,62,73,73,83,159,35,11,46,12,55,12,70,46,52
2,30,18,24,38,161,167,70,46,39,16,87,87,56,56,43,41,17,48,10,49,3,28,27,36
3,36,36,20,103,136,112,131,5,128,96,44,43,81,150,66,17,38,100,39,66,117,39,23,29
4,14,19,16,59,51,16,47,16,12,11,12,26,69,28,44,20,9,11,21,51,65,30,42,6
5,7,16,22,46,48,20,9,4,-1,2,36,46,23,33,66,50,2,34,14,48,4,7,20,29
6,14,15,14,44,57,35,20,35,66,33,64,78,65,84,74,23,6,19,8,27,2,10,15,22
7,38,6,19,30,23,93,14,4,26,8,35,48,31,49,67,19,7,14,14,47,3,7,18,20
8,6,9,12,39,25,23,25,23,20,14,44,4,3,1,3,4,-1,2,-1,-1,-1,-1,-1,1
9,1,2,15,25,11,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,3,38,16,1,32,25,9,-1,30,51,48,48,31,-1,-1,-1,-1,-1,24,33,200,42,66
12,52,35,29,45,21,28,56,53,20,13,105,38,40,34,144,115,53,143,72,29,37,-1,59,43
13,41,41,133,33,20,29,11,1,2,-1,1,1,-1,-1,46,37,21,53,31,12,14,19,42,48
14,31,42,83,16,7,2,12,11,3,4,2,13,7,25,84,17,28,122,88,36,30,51,56,12
15,1,23,55,3,3,-1,-1,5,7,-1,10,11,16,54,22,26,7,30,7,1,5,3,6,4
16,1,1,1,-1,-1,-1,16,42,60,85,77,96,46,15,27,-1,1,1,-1,1,-1,-1,1,2
17,6,1,17,15,9,11,5,6,10,2,-1,7,3,3,38,5,5,6,1,5,1,-1,-1,-1,-1
18,-1,2,10,29,100,179,1,2,13,32,17,4,102,2,8,-1,-1,-1,-1,2,2,-1,-1,-1,-1
19,-1,-1,-1,1,7,5,9,3,6,2,-1,-1,-1,2,19,-1,-1,1,-1,6,-1,1,1,3
20,1,4,15,10,8,11,13,15,6,2,8,4,1,-1,2,6,3,6,6,1,1,2,7,11
21,7,1,2,-1,-1,3,6,17,21,40,16,101,-1,18,124,27,35,75,26,18,8,26,23,69
22,44,7,-1,120,-1,3,14,29,-1,16,22,19,54,-1,120,12,46,38,16,21,16,54,53,101
23,47,20,146,16,-1,3,50,51,10,-1,2,30,80,32,-1,127,77,105,31,34,22,99,107,47
24,135,57,-1,181,61,140,46,12,6,16,2,68,85,-1,-1,37,60,-1,87,32,13,9,28,30
25,23,40,6,3,12,49,106,136,83,38,4,105,30,115,-1,13,31,19,30,36,26,29,8,14
26,-1,18,2,5,3,42,36,10,2,4,3,-1,97,37,-1,4,13,92,6,8,5,26,17,24
27,34,43,46,49,64,29,105,85,11,61,218,112,153,148,72,4,4,15,10,9,3,20,19,43
28,106,60,163,9,7,22,18,10,6,4,5,17,59,301,111,10,28,38,8,9,29,37,17,14
29,39,-1,-1,3,-1,1,13,1,3,9,-1,176,73,4,15,8,14,7,8,7,-1,2,1,27
30,3,7,1,24,-1,4,3,6,7,95,-1,148,191,20,-1,76,14,36,10,4,2,15,31,42
31,14,-1,-1,-1,9,9,5,4,11,10,27,13,39,48,-1,71,95,-1,111,37,57,59,34,88
