May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,19,17,40,82,97,103,108,151,140,129,99,97,99,115,76,59,44,23,17,19,30,24,16,24
2,19,28,36,46,48,101,127,118,134,131,122,112,122,119,94,74,47,23,18,21,23,43,48,42
3,54,55,81,79,113,127,117,163,134,170,151,120,129,130,91,79,52,31,18,25,17,32,41,62
4,63,69,77,89,116,122,128,135,160,168,120,116,123,125,119,73,62,39,33,26,21,29,35,49
5,55,65,67,79,109,131,145,169,158,168,108,107,126,94,110,112,65,33,9,33,22,22,9,43
6,78,76,75,94,105,153,164,177,161,172,161,156,171,248,111,44,204,76,125,88,45,45,18,18
7,58,63,75,80,115,137,177,140,207,174,155,275,131,124,97,164,158,25,27,172,135,27,21,19
8,27,44,65,81,102,116,155,127,148,166,128,130,125,102,105,73,58,28,16,10,12,7,11,21
9,29,17,50,82,113,132,138,179,164,160,135,116,115,103,94,49,18,22,17,19,21,29,13,30
10,12,20,60,95,99,96,121,135,128,131,133,95,146,101,51,52,24,18,3,6,7,9,18,23
11,33,32,44,45,89,146,130,131,110,71,141,119,151,133,90,86,65,31,24,22,21,42,40,18
12,16,20,47,40,66,94,103,138,148,146,140,120,130,132,87,63,64,29,8,12,16,18,17,24
13,22,35,48,56,89,101,114,121,108,123,108,101,149,123,98,65,76,69,241,17,11,12,15,27
14,46,55,45,51,78,106,122,154,129,146,94,105,101,85,92,60,41,25,23,19,10,9,12,14
15,35,37,50,60,61,65,113,103,113,104,111,72,95,93,75,56,32,20,18,13,13,26,20,28
16,39,73,76,109,93,87,115,145,156,94,114,95,92,75,60,60,35,45,17,22,19,15,21,20
17,29,34,43,64,87,107,133,112,92,110,110,69,94,117,71,59,47,31,23,6,8,12,12,23
18,17,22,26,23,36,39,95,53,47,46,87,64,110,77,59,32,24,15,20,5,4,10,10,24
19,42,29,68,63,74,64,107,86,78,104,75,52,61,168,162,92,26,24,17,61,12,12,11,41
20,44,35,44,74,73,84,98,157,128,93,341,476,280,148,80,329,402,361,195,199,59,16,18,13
21,17,54,58,76,74,77,100,126,116,129,96,89,110,101,107,79,59,30,19,16,50,36,52,18
22,30,20,29,57,79,85,93,102,134,97,52,63,89,82,74,52,107,123,16,8,12,18,18,19
23,26,33,36,62,85,94,87,136,188,121,77,80,96,96,94,112,64,28,24,11,19,32,45,31
24,45,71,50,65,64,79,96,122,150,111,103,70,98,112,87,72,49,36,31,11,19,34,51,48
25,63,59,77,75,83,119,134,139,117,104,75,83,93,97,339,103,59,53,35,13,21,39,25,40
26,46,50,67,87,85,95,112,126,97,57,76,22,75,119,89,164,54,133,26,25,18,29,33,44
27,49,68,81,85,94,136,103,126,126,113,165,248,107,81,73,62,62,59,19,18,20,39,42,45
28,41,72,71,105,78,110,172,110,151,134,62,76,89,101,91,69,66,44,207,371,32,34,52,55
29,51,56,76,91,95,107,128,141,113,131,86,94,114,127,93,85,81,32,20,21,21,23,31,45
30,59,57,77,92,98,130,124,141,173,129,86,108,118,100,94,76,36,18,13,17,7,9,19,39
31,36,57,66,72,93,123,113,69,75,113,101,103,108,130,133,108,65,56,37,32,18,18,14,22
