May,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,3,11,8,12,19,6,11,20,24,1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,10,9,9,6,12,11,13,12,19,25,18,2
3,21,-1,8,-1,-1,-1,-1,-1,-1,-1,8,-1,8,9,7,13,7,9,13,10,17,23,22,34
4,12,8,3,1,3,-1,-1,-1,-1,-1,-1,8,5,8,10,15,10,11,12,13,25,19,20,12
5,5,7,1,3,-1,-1,-1,-1,-1,-1,-1,8,7,6,6,5,12,3,6,15,12,17,19,18
6,15,6,-1,-1,11,4,4,-1,-1,-1,-1,5,7,5,14,8,5,9,13,17,18,20,18,12
7,14,6,3,3,2,7,3,3,5,1,4,-1,7,4,8,7,5,8,8,17,18,18,19,14
8,6,3,5,1,-1,4,-1,-1,-1,-1,-1,2,-1,1,-1,10,9,9,8,10,12,19,18,19
9,17,5,1,-1,2,-1,-1,-1,2,-1,1,1,-1,6,13,-1,1,2,-1,-1,1,2,7,22
10,-1,1,-1,-1,1,2,-1,-1,-1,-1,-1,2,10,-1,9,14,14,22,12,19,31,20,8,2
11,14,8,2,2,7,10,4,10,-1,-1,-1,4,12,9,3,11,9,11,6,10,25,32,30,22
12,23,10,6,4,5,7,1,3,1,3,8,10,6,10,11,6,5,15,14,20,20,14,20,15
13,9,7,4,-1,1,1,2,-1,2,2,-1,-1,6,6,10,10,7,8,12,10,10,29,18,13
14,10,2,1,6,7,3,9,1,3,1,-1,6,8,18,20,6,4,6,12,15,12,18,20,19
15,20,15,6,10,4,6,4,2,3,4,-1,8,5,8,15,7,8,14,10,9,11,17,18,20
16,4,4,-1,-1,5,8,6,4,1,2,-1,2,2,11,3,14,4,9,11,5,9,7,11,17
17,11,3,1,-1,-1,5,3,1,1,4,2,6,11,8,11,6,11,13,12,17,10,12,17,9
18,8,6,-1,5,4,5,4,-1,-1,-1,-1,6,9,15,11,11,7,10,11,15,11,11,10,13
19,9,9,-1,2,-1,2,-1,-1,-1,-1,-1,-1,8,11,13,11,13,12,8,7,10,23,22,18
20,4,-1,-1,-1,2,2,3,-1,-1,1,3,2,8,14,17,11,9,9,7,6,14,21,12,16
21,9,6,-1,-1,-1,4,-1,-1,-1,1,2,11,4,5,12,13,10,5,9,12,11,5,7,14
22,18,-1,2,4,4,6,-1,-1,-1,-1,-1,-1,7,12,12,7,6,6,8,17,11,14,13,8
23,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,11,10,17,12,8,8,14,14,15,14,9
24,-1,-1,-1,-1,2,5,18,4,-1,-1,-1,9,6,10,8,11,8,5,10,17,20,14,12,23
25,8,1,6,-1,4,4,4,8,-1,3,-1,3,5,8,10,5,7,6,5,11,10,18,11,18
26,3,1,4,2,1,8,10,2,1,2,2,5,7,3,13,12,17,10,6,12,13,12,17,15
27,6,-1,4,4,4,2,6,1,2,4,3,5,10,4,18,6,2,3,-1,3,7,9,11,4
28,5,2,1,2,1,6,6,1,-1,1,-1,4,-1,4,5,7,6,2,7,7,15,13,17,8
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,8,12,8,5,1,4,3,2,5,6,3,-1,-1
30,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,8,10,6,4,10,8,14,20,17,13,9
31,19,6,11,-1,7,11,5,1,8,-1,-1,11,4,13,9,9,11,6,5,16,12,11,22,15
