Jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,26,28,21,19,14,7,9,16,13
3,8,4,8,9,8,3,8,2,4,6,8,8,20,16,17,21,21,23,22,24,8,20,9,16
4,13,16,10,2,10,3,5,5,8,8,9,13,15,14,17,29,29,21,20,8,19,11,9,19
5,22,15,10,12,4,5,12,4,3,8,12,13,32,22,16,26,30,17,26,24,8,16,7,17
6,19,16,7,9,3,3,5,3,3,7,6,10,17,15,24,24,19,21,29,13,19,12,12,30
7,27,9,8,5,6,8,7,7,9,11,9,17,20,14,34,23,20,24,28,15,8,9,6,25
8,27,8,8,10,5,9,3,6,3,10,11,11,7,24,15,22,14,19,15,19,11,9,9,12
9,3,9,5,10,4,2,3,3,7,11,21,12,12,17,19,26,18,25,19,15,8,7,6,9
10,8,2,2,4,3,3,7,4,4,8,9,10,17,21,21,44,35,29,26,21,11,7,10,13
11,16,1,14,12,7,4,3,5,7,4,9,10,11,14,16,26,18,17,31,11,12,9,9,17
12,19,5,4,3,3,4,7,5,6,5,11,9,11,14,18,15,12,18,7,19,12,11,15,9
13,13,18,9,17,13,5,2,3,4,5,12,11,17,12,11,19,18,21,18,13,14,17,9,22
14,17,10,8,9,3,7,5,6,4,2,10,5,15,6,13,14,15,18,24,15,11,8,8,20
15,9,4,6,10,3,5,3,5,3,8,10,11,7,9,24,22,16,18,23,17,12,12,16,23
16,90,89,97,69,87,94,79,86,29,18,2,14,11,12,13,2,7,7,37,30,8,10,9,22
17,24,16,6,4,10,15,16,6,2,1,-1,-1,-1,-1,13,7,1,8,-1,1,-1,-1,-1,-1,-1
18,-1,-1,-1,-1,-1,-1,24,39,-1,1,4,3,-1,-1,1,16,-1,-1,3,-1,1,1,3,2
19,3,2,7,3,3,4,2,3,14,2,2,2,4,11,2,6,1,10,27,16,8,8,4,1
20,2,10,4,3,6,2,13,18,11,21,5,1,2,12,11,8,2,4,2,2,18,14,34,30
21,22,24,22,20,28,14,21,10,29,19,16,1,19,19,6,16,13,16,19,14,6,13,31,24
22,22,20,29,36,38,40,33,8,16,9,19,37,46,51,27,5,9,12,5,23,42,47,45,60
23,79,70,105,94,127,93,85,13,2,-1,5,6,10,16,16,10,31,33,33,27,16,24,13,21
24,21,17,-1,-1,-1,-1,-1,11,1,5,18,13,14,4,12,54,64,12,5,2,2,3,1,3
25,2,1,-1,1,-1,2,6,50,75,97,50,59,44,66,24,39,42,61,72,66,67,82,75,81
26,47,-1,-1,-1,-1,-1,22,12,6,17,42,24,41,52,48,26,23,52,63,56,31,59,47,62
27,59,102,52,61,51,56,47,44,40,47,24,19,16,21,2,2,25,3,11,113,12,16,17,14
28,13,20,23,10,14,20,70,37,21,2,1,82,276,20,182,119,326,315,479,39,281,402,387,367
29,192,108,102,59,38,53,18,56,183,176,26,63,-1,63,60,1,-1,-1,-1,30,-1,-1,-1,-1,-1
30,46,35,31,59,61,12,11,20,-1,-1,46,5,30,18,2,11,13,18,49,46,13,7,5,2
31,-1,-1,56,25,40,10,14,-1,13,6,73,64,56,129,72,100,111,110,31,35,15,11,6,5
