feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,15,16,20,16,-1,-1,-1,16,8,14,9,6,6,11,4,6,8,8,5,14,10,16,21,""
02,17,12,17,19,11,10,17,15,16,13,6,18,3,6,7,5,6,9,7,12,9,12,14,9,""
03,21,20,20,15,15,14,20,11,17,10,9,18,12,14,7,5,7,8,4,9,12,8,19,21,""
04,28,21,16,20,20,20,12,12,12,15,19,9,9,11,9,5,4,6,4,8,15,16,18,20,""
05,18,35,23,19,16,11,15,22,14,10,22,12,16,7,6,7,5,6,3,6,11,15,20,21,""
06,16,15,19,17,10,10,16,11,18,13,13,14,13,9,9,8,6,5,5,9,15,14,17,11,""
07,23,9,25,16,8,14,13,16,16,12,13,15,5,8,5,6,3,5,10,6,9,13,21,17,""
08,20,17,18,13,12,15,13,8,10,14,15,11,9,6,8,5,4,5,5,7,9,12,14,14,""
09,19,13,14,18,16,15,12,8,6,15,18,14,8,5,10,6,7,2,7,8,15,13,10,14,""
10,17,17,14,9,11,10,9,7,7,13,14,9,10,12,7,11,1,8,7,10,6,12,16,20,""
11,18,16,21,10,8,15,8,12,11,9,10,12,9,7,6,6,5,5,7,5,7,10,11,14,""
12,26,16,17,15,18,7,7,10,14,7,14,13,10,10,6,8,5,5,6,8,12,10,19,15,""
13,25,16,15,23,9,16,10,8,9,9,19,15,6,8,11,7,6,3,6,11,14,13,12,16,""
14,11,14,17,18,18,16,20,11,10,13,6,7,11,12,4,7,3,4,8,12,9,11,17,14,""
15,30,18,27,12,15,16,14,9,15,14,19,9,13,9,7,5,4,5,4,8,9,12,18,13,""
16,31,20,17,18,6,15,17,13,11,13,20,13,8,11,4,6,8,6,6,9,8,16,11,17,""
17,16,12,16,18,11,11,13,13,9,19,9,10,16,9,9,6,6,6,6,9,13,9,15,16,""
18,14,16,18,13,16,13,19,14,13,15,13,16,8,7,5,8,6,7,3,7,11,11,15,8,""
19,15,19,13,8,13,15,11,7,14,15,9,16,8,5,7,8,3,5,11,17,14,15,24,13,""
20,12,9,20,19,13,16,16,11,10,11,9,15,15,11,5,5,12,4,2,8,16,13,12,17,""
21,19,15,19,16,14,13,9,14,11,16,11,15,10,8,6,8,5,3,5,8,10,13,10,16,""
22,9,17,18,11,11,16,13,11,19,11,12,15,12,8,13,6,4,5,2,8,6,10,13,17,""
23,18,15,20,20,13,11,12,14,11,11,18,16,13,11,8,11,10,9,5,11,15,14,12,17,""
24,19,18,16,18,17,7,16,10,14,10,11,10,12,5,10,6,10,7,9,5,10,17,16,16,""
25,15,14,15,23,15,7,13,10,14,10,8,13,10,5,9,7,5,2,7,6,12,16,19,17,""
26,18,21,20,14,11,8,10,11,13,13,12,11,6,11,8,2,8,3,4,7,7,5,16,11,""
27,17,17,16,20,11,10,11,12,16,10,19,17,14,6,10,5,4,5,5,9,10,11,17,12,""
28,15,23,16,18,11,9,13,19,6,13,15,13,10,11,14,4,5,6,5,5,13,17,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
