feb,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,14,25,26,26,34,40,31,36,38,24,22,-1,5,15,11,1,5,13,16,15,15,30,41,23,""
02,37,29,46,36,22,59,33,38,41,27,17,24,26,17,6,13,17,15,20,26,30,-1,-1,-1,""
03,-1,-1,11,47,50,63,40,53,38,7,13,13,7,6,19,13,13,10,19,25,30,43,36,39,""
04,38,35,31,25,24,47,81,60,57,17,21,29,21,19,20,22,15,21,28,44,24,31,37,21,""
05,27,23,36,44,41,53,54,63,45,34,37,18,12,18,26,20,17,19,28,21,34,49,53,19,""
06,21,21,33,33,36,36,53,50,41,26,17,4,12,7,39,23,24,39,12,18,40,32,20,15,""
07,18,12,26,38,69,81,55,65,62,27,23,23,24,25,16,23,30,38,28,32,47,34,52,62,""
08,35,27,30,32,66,78,56,46,61,29,18,11,8,11,35,17,20,36,25,35,24,49,72,35,""
09,39,39,44,55,56,60,62,64,58,39,33,20,17,15,11,27,18,22,18,23,32,63,40,15,""
10,9,11,25,38,44,43,56,61,56,17,18,12,24,15,13,19,19,14,20,44,34,26,23,24,""
11,27,43,35,50,56,71,69,102,72,27,17,19,8,13,19,10,22,10,35,29,29,33,22,22,""
12,40,38,49,20,26,42,32,36,72,31,21,17,10,6,14,29,17,19,28,47,36,36,62,28,""
13,20,33,16,24,16,46,37,35,45,23,13,3,12,37,27,13,8,19,15,18,15,15,23,22,""
14,30,24,30,35,26,40,39,28,32,29,33,17,19,18,37,10,4,10,13,22,43,38,16,10,""
15,7,5,12,6,13,10,14,17,68,24,15,22,14,17,10,15,10,21,19,28,37,52,56,33,""
16,34,11,14,13,33,35,38,45,29,21,24,30,27,30,26,29,20,7,12,15,12,20,11,11,""
17,16,5,4,25,16,17,12,15,10,4,15,26,12,20,11,9,12,3,4,4,4,5,9,5,""
18,6,0,4,5,7,2,10,50,39,21,25,39,20,25,20,24,12,22,29,27,39,30,36,37,""
19,26,22,35,53,44,50,56,36,35,35,28,26,14,12,14,29,12,21,27,36,7,64,15,29,""
20,15,9,5,5,4,3,0,1,40,23,23,21,14,12,-1,7,16,26,15,18,9,18,8,19,""
21,13,40,20,14,14,9,9,24,12,5,5,10,9,8,16,14,11,13,20,25,20,17,35,36,""
22,23,21,18,22,32,25,24,18,24,12,11,16,13,9,-1,-1,7,5,9,13,6,20,30,24,""
23,19,10,20,12,14,17,29,33,25,32,25,9,9,15,8,7,16,8,10,15,22,41,42,40,""
24,18,14,18,35,44,42,49,33,40,40,38,19,53,50,34,28,20,45,7,5,39,50,58,43,""
25,30,23,28,25,43,37,51,39,50,50,27,34,23,18,19,29,18,29,12,30,52,57,47,27,""
26,28,36,45,50,68,28,58,61,49,50,37,36,46,28,24,36,15,44,51,34,66,56,35,32,""
27,23,23,31,45,21,56,58,87,51,36,22,43,23,52,16,26,12,30,38,46,55,35,21,20,""
28,16,22,16,42,39,38,45,56,25,26,22,16,17,8,34,21,26,30,27,48,35,24,35,25,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
